번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트),기준일
4087,세아제강,126,0.01,3.69,2024
4088,화승인더,126,0.01,5.12,2024
4089,지아이이노베이션,125,0.01,3.19,2024
4090,한화손해보험,124,0.01,2.64,2024
4091,코미코,123,0.01,3.22,2024
4092,환인제약,123,0.01,5.61,2024
4093,지역난방공사,123,0.01,2.56,2024
4094,셀트리온제약,123,0.01,0.52,2024
4095,비올,121,0.01,2.58,2024
4096,LF,121,0.01,2.67,2024
4097,바이넥스,121,0.01,2.01,2024
4098,메가스터디교육,120,0.01,2.38,2024
4099,케이카,116,0.01,1.87,2024
4100,DS단석,114,0.01,2.12,2024
4101,감성코퍼레이션,112,0.01,3.97,2024
4102,KB발해인프라,111,0.01,1.17,2024
4103,E1,110,0.01,2.34,2024
4104,CJ제일제당 우,110,0.01,6.55,2024
4105,비나텍,110,0.01,6.33,2024
4106,롯데리츠,109,0.01,1.24,2024
4107,가온칩스,109,0.01,2.41,2024
4108,신한알파리츠,108,0.01,1.58,2024
4109,한솔제지,107,0.01,5.21,2024
4110,골프존,106,0.01,2.58,2024
4111,아이패밀리에스씨,105,0.01,3.26,2024
4112,SGC에너지,104,0.01,2.94,2024
4113,쿠쿠홀딩스,104,0.01,1.27,2024
4114,HLB생명과학,103,0.01,0.84,2024
4115,금호석유우,102,0.01,7.02,2024
4116,대한제강,101,0.01,2.6,2024
4117,티앤엘,101,0.01,1.85,2024
4118,AP시스템,100,0.01,4.13,2024
4119,유나이티드제약,99,0.01,3.33,2024
4120,미코,99,0.01,3.69,2024
4121,케이씨,96,0.01,4.27,2024
4122,신세계인터내셔날,94,0.01,2.61,2024
4123,삼천리,94,0.01,2.62,2024
4124,LX홀딩스,93,0.01,1.78,2024
4125,아세아제지,92,0.01,2.95,2024
4126,영풍,92,0.01,1.3,2024
4127,와이솔,91,0.01,6.45,2024
4128,테스,90,0.01,2.95,2024
4129,네오위즈,90,0.01,2.17,2024
4130,아세아,89,0.01,1.68,2024
4131,앱클론,88,0.01,3.57,2024
4132,더블유씨피,84,0.01,2.25,2024
4133,백산,83,0.01,2.92,2024
4134,애경케미칼,82,0.01,2.47,2024
4135,오스코텍,82,0.01,0.88,2024
4136,티에스이,81,0.01,1.77,2024
4137,신도리코,80,0.01,2.13,2024
4138,풍산홀딩스,80,0.01,2.15,2024
4139,마크로젠,79,0.01,4.4,2024
4140,카페24,78,0.01,0.95,2024
4141,태광산업,77,0.01,1.14,2024
4142,SPC삼립,77,0.01,1.78,2024
4143,송원산업,76,0.01,2.83,2024
4144,비츠로셀,76,0.01,1.57,2024
4145,쎄트렉아이,75,0.01,1.71,2024
4146,피엔티,75,0.01,0.83,2024
4147,아이쓰리시스템,74,0.01,2.33,2024
4148,GST,73,0.01,2.34,2024
4149,디와이파워,73,0.01,5.94,2024
4150,코람코라이프인프라리츠,73,0.01,1.82,2024
4151,쏘카,72,0.01,1.21,2024
4152,서연이화,70,0.01,2.22,2024
4153,아이센스,70,0.01,1.66,2024
4154,제이엘케이,70,0.01,3.36,2024
4155,고영,70,0.01,1.25,2024
4156,넥스틴,70,0.01,1.31,2024
4157,파미셀,69,0,1.39,2024
4158,지누스,69,0,1.31,2024
4159,씨젠,68,0,0.58,2024
4160,제이에스코퍼레이션,67,0,3.47,2024
4161,데브시스터즈,66,0,1.99,2024
4162,휴메딕스,66,0,1.4,2024
4163,안랩,66,0,0.9,2024
4164,레이크머티리얼즈,65,0,0.91,2024
4165,티웨이항공,65,0,1.26,2024
4166,피엔에이치테크,65,0,8.36,2024
4167,대동,65,0,2.73,2024
4168,성우하이텍,64,0,1.6,2024
4169,우신시스템,64,0,6.08,2024
4170,수산인더스트리,63,0,2.28,2024
4171,한중엔시에스,63,0,2.96,2024
4172,한진,63,0,2.21,2024
4173,세방,63,0,2.9,2024
4174,한국쉘석유,62,0,1.51,2024
4175,한국철강,62,0,1.74,2024
4176,케이아이엔엑스,62,0,1.66,2024
4177,에이치브이엠,62,0,2.12,2024
4178,RFHIC,62,0,1.78,2024
4179,한미글로벌,61,0,3.37,2024
4180,자화전자,61,0,2.33,2024
4181,카카오게임즈,61,0,0.45,2024
4182,파인엠텍,61,0,3.11,2024
4183,농심홀딩스,60,0,2.05,2024
4184,진성티이씨,60,0,3.05,2024
4185,신세계푸드,60,0,4.28,2024
4186,삼진제약,59,0,2.36,2024
4187,화신,59,0,2.48,2024
4188,디아이티,59,0,2.49,2024
4189,엠앤씨솔루션,59,0,1.5,2024
4190,큐리언트,58,0,4.18,2024
4191,아이마켓코리아,58,0,2.16,2024
4192,SNT홀딩스,58,0,1.57,2024
4193,파트론,56,0,1.38,2024
4194,우진,56,0,4.32,2024
4195,인탑스,55,0,1.94,2024
4196,미원상사,55,0,0.62,2024
4197,유비쿼스,55,0,4.61,2024
4198,피에이치에이,54,0,2.56,2024
4199,스카이라이프,54,0,2.4,2024
4200,CJ4우(전환),54,0,1.62,2024
4201,유니셈,53,0,2.93,2024
4202,한국정보통신,53,0,1.79,2024
4203,현대퓨처넷,52,0,1.25,2024
4204,현대차3우B,52,0,1.44,2024
4205,에스에이엠티,52,0,2,2024
4206,SK이터닉스,51,0,1.26,2024
4207,삼영무역,51,0,2.15,2024
4208,휴온스글로벌,50,0,0.92,2024
4209,매일유업,50,0,1.84,2024
4210,기가비스,50,0,1.61,2024
4211,KPX케미칼,50,0,2.36,2024
4212,애경산업,50,0,1.42,2024
4213,종근당(무상),50,0,0,2024
4214,삼성전기우,49,0,3.01,2024
4215,노루페인트,49,0,3.11,2024
4216,효성화학,49,0,3.27,2024
4217,금양,49,0,0.36,2024
4218,이엔에프테크놀로지,49,0,2.03,2024
4219,퓨쳐켐,49,0,1.27,2024
4220,동성케미컬,48,0,2.56,2024
4221,전진건설로봇,48,0,0.92,2024
4222,에스피지,47,0,0.91,2024
4223,토니모리,47,0,3.18,2024
4224,한일홀딩스,47,0,1.08,2024
4225,미원에스씨,45,0,0.61,2024
4226,HDC랩스,45,0,2.02,2024
4227,서흥,44,0,3,2024
4228,윈스,44,0,2.93,2024
4229,한독,44,0,2.63,2024
4230,NICE,43,0,1.07,2024
4231,에코프로에이치엔,43,0,0.63,2024
4232,와이지-원,43,0,2.5,2024
4233,삼익THK,43,0,2.41,2024
4234,진시스템,43,0,7.18,2024
4235,콜마홀딩스,42,0,1.84,2024
4236,뷰웍스,42,0,2,2024
4237,서부T&D,42,0,1.19,2024
4238,인터플렉스,42,0,1.98,2024
4239,마이크로디지탈,42,0,2.57,2024
4240,남양유업,42,0,1.06,2024
4241,우주일렉트로,42,0,2.6,2024
4242,신세계 I&C,42,0,1.89,2024
4243,프로텍,42,0,1.74,2024
4244,유바이오로직스,41,0,0.93,2024
4245,오로스테크놀로지,41,0,2.71,2024
4246,대원제약,41,0,1.27,2024
4247,LS머트리얼즈,40,0,0.51,2024
4248,HLB테라퓨틱스,40,0,0.43,2024
4249,HD현대에너지솔루션,40,0,1.77,2024
4250,유니퀘스트,40,0,2.78,2024
4251,KSS해운,40,0,1.96,2024
4252,대상홀딩스,40,0,1.07,2024
4253,티이엠씨,39,0,2.36,2024
4254,제룡전기,39,0,0.52,2024
4255,롯데이노베이트,39,0,1.32,2024
4256,동양이엔피,38,0,2.72,2024
4257,동국씨엠,38,0,2.13,2024
4258,F&F홀딩스,38,0,0.8,2024
4259,콘텐트리중앙,38,0,2.23,2024
4260,에이프로젠,38,0,1.6,2024
4261,씨메스,38,0,1.35,2024
4262,한화리츠,38,0,0.6,2024
4263,크리스에프앤씨,37,0,2.64,2024
4264,태경케미컬,37,0,2.85,2024
4265,리파인,37,0,1.66,2024
4266,솔트룩스,37,0,1.35,2024
4267,아나패스,36,0,1.46,2024
4268,한국공항,36,0,2.01,2024
4269,딥노이드,36,0,2.94,2024
4270,코나아이,36,0,0.87,2024
4271,대원강업,35,0,1.47,2024
4272,엘앤씨바이오,35,0,0.65,2024
4273,코리아써키트,35,0,1.64,2024
4274,지씨셀,35,0,0.94,2024
4275,상아프론테크,35,0,1.21,2024
4276,사조대림,35,0,0.94,2024
4277,대덕,35,0,1.55,2024
4278,메지온,35,0,0.37,2024
4279,아모레G우,34,0,6.05,2024
4280,휴온스,34,0,1.05,2024
4281,제이앤티씨,34,0,0.31,2024
4282,덕산하이메탈,34,0,1.92,2024
4283,대양전기공업,33,0,2.72,2024
4284,바이오노트,33,0,0.69,2024
4285,디앤디파마텍,33,0,0.64,2024
4286,HJ중공업,33,0,0.66,2024
4287,넥스트바이오메디컬,33,0,0.99,2024
4288,SIMPAC,32,0,1.32,2024
4289,고려제강,32,0,0.72,2024
4290,신흥에스이씨,32,0,1.61,2024
4291,와이씨,32,0,0.38,2024
4292,네이처셀,32,0,0.23,2024
4293,HS효성,32,0,2.85,2024
4294,교보증권,32,0,0.5,2024
4295,나스미디어,31,0,1.95,2024
4296,엠씨넥스,31,0,0.9,2024
4297,효성ITX,31,0,2.19,2024
4298,디앤씨미디어,30,0,1.16,2024
4299,유안타증권,30,0,0.58,2024
4300,심텍,30,0,0.85,2024
4301,하이비젼시스템,30,0,1.14,2024
4302,태경산업,29,0,2.06,2024
4303,삼양패키징,29,0,1.14,2024
4304,NHN KCP,29,0,1.01,2024
4305,한국자산신탁,29,0,0.83,2024
4306,네오팜,29,0,1.5,2024
4307,KISCO홀딩스,28,0,0.88,2024
4308,그리드위즈,28,0,2.14,2024
4309,이리츠코크렙,28,0,1.06,2024
4310,다원시스,27,0,0.8,2024
4311,아난티,27,0,0.58,2024
4312,일신방직,27,0,1.53,2024
4313,바이오니아,27,0,0.55,2024
4314,에프에스티,27,0,0.78,2024
4315,삼영전자,27,0,1.35,2024
4316,에코앤드림,26,0,0.68,2024
4317,남해화학,26,0,0.86,2024
4318,광동제약,26,0,0.92,2024
4319,메디포스트,26,0,0.66,2024
4320,NH올원리츠,26,0,1.79,2024
4321,제이오,26,0,0.58,2024
4322,웹젠,26,0,0.54,2024
4323,더본코리아,26,0,0.55,2024
4324,퍼시스,26,0,0.54,2024
4325,두산우,25,0,0.6,2024
4326,인선이엔티,25,0,1.01,2024
4327,액트로,25,0,4.91,2024
4328,시노펙스,25,0,0.5,2024
4329,DI동일(배당),25,0,0,2024
4330,한국토지신탁,25,0,0.99,2024
4331,토비스,25,0,0.77,2024
4332,현대차증권,24,0,1.03,2024
4333,하이젠알앤엠,24,0,0.59,2024
4334,컨텍,24,0,1.62,2024
4335,무림P&P,24,0,1.35,2024
4336,와이엠티,24,0,1.49,2024
4337,동원산업무상(보),24,0,0,2024
4338,씨에스베어링,24,0,2,2024
4339,크라운제과,24,0,2.43,2024
4340,에스오에스랩,24,0,1,2024
4341,콜마비앤에이치,24,0,0.69,2024
4342,BGF,23,0,0.71,2024
4343,큐로셀,23,0,0.53,2024
4344,이스트소프트,23,0,0.87,2024
4345,모토닉,23,0,0.83,2024
4346,클리오,23,0,0.74,2024
4347,글로벌텍스프리,23,0,1.09,2024
4348,케어젠,23,0,0.15,2024
4349,오픈엣지테크놀로지,22,0,0.73,2024
4350,삼양통상,22,0,1.48,2024
4351,부광약품,22,0,0.7,2024
4352,칩스앤미디어,22,0,0.67,2024
4353,사람인,22,0,1.06,2024
4354,포스코스틸리온,22,0,1.25,2024
4355,현대리바트,22,0,1.38,2024
4356,스마트레이더시스템,22,0,0.96,2024
4357,백광산업,22,0,0.67,2024
4358,한국무브넥스,21,0,2.27,2024
4359,제이브이엠,21,0,0.93,2024
4360,솔브레인홀딩스,21,0,0.28,2024
4361,예스코홀딩스,21,0,0.7,2024
4362,에치에프알,21,0,0.9,2024
4363,디바이스이엔지,21,0,2.51,2024
4364,일동제약,21,0,0.64,2024
4365,케이엠더블유,21,0,0.59,2024
4366,삼일제약,21,0,0.72,2024
4367,천보,20,0,0.56,2024
4368,DB,20,0,0.77,2024
4369,모두투어,20,0,1.1,2024
4370,노루홀딩스,20,0,1.17,2024
4371,이엠텍,20,0,0.41,2024
4372,신한서부티엔디리츠,20,0,1.04,2024
4373,호전실업,20,0,2.63,2024
4374,조광피혁,20,0,0.55,2024
4375,LG우,20,0,1.11,2024
4376,대한제당,20,0,0.82,2024
4377,삼성FN리츠,19,0,0.46,2024
4378,한전산업,19,0,0.63,2024
4379,케이엔제이,19,0,1.78,2024
4380,신풍제약,19,0,0.35,2024
4381,태경비케이,19,0,1.52,2024
4382,스틱인베스트먼트,19,0,0.53,2024
4383,대한약품,19,0,1.2,2024
4384,텔레칩스,19,0,0.98,2024
4385,대성에너지,19,0,0.8,2024
4386,신대양제지,18,0,0.8,2024
4387,영진약품,18,0,0.5,2024
4388,디앤디플랫폼리츠,18,0,0.7,2024
4389,도화엔지니어링,18,0,0.82,2024
4390,한국화장품제조,18,0,0.77,2024
4391,무학,18,0,1,2024
4392,바이오다인,18,0,0.37,2024
4393,대창단조,18,0,1.26,2024
4394,KG케미칼,18,0,0.7,2024
4395,바이오플러스,18,0,0.42,2024
4396,코오롱,18,0,1,2024
4397,대원전선,17,0,0.77,2024
4398,필옵틱스,17,0,0.41,2024
4399,GS글로벌,17,0,0.78,2024
4400,LS마린솔루션,17,0,0.35,2024
4401,한일현대시멘트,17,0,0.65,2024
4402,동국홀딩스,17,0,0.72,2024
4403,큐알티,17,0,1.18,2024
4404,원텍,17,0,0.43,2024
4405,에이블씨엔씨,17,0,0.93,2024
4406,흥아해운,17,0,0.43,2024
4407,코리아에프티,16,0,1.34,2024
4408,잇츠한불,16,0,0.7,2024
4409,세아홀딩스,16,0,0.42,2024
4410,다올투자증권,16,0,0.85,2024
4411,종근당바이오,16,0,1.34,2024
4412,한화갤러리아,16,0,0.76,2024
4413,레이,16,0,1.77,2024
4414,신성이엔지,16,0,0.66,2024
4415,아모텍,16,0,2.92,2024
4416,진양홀딩스,16,0,0.93,2024
4417,롯데하이마트,16,0,0.93,2024
4418,오스테오닉,16,0,1.18,2024
4419,광주신세계,16,0,0.69,2024
4420,KG모빌리언스,16,0,0.86,2024
4421,농우바이오,16,0,1.37,2024
4422,KPX홀딩스,16,0,0.7,2024
4423,성신양회,16,0,0.85,2024
4424,넥센,16,0,0.63,2024
4425,하이트진로홀딩스,16,0,0.73,2024
4426,이연제약,15,0,0.64,2024
4427,대한제분,15,0,0.71,2024
4428,일양약품,15,0,0.7,2024
4429,KH바텍,15,0,0.78,2024
4430,일진홀딩스,15,0,0.81,2024
4431,아모레G3우(전환),15,0,1.22,2024
4432,유진투자증권,15,0,0.63,2024
4433,코스맥스비티아이,15,0,1.78,2024
4434,레이언스,15,0,1.45,2024
4435,S-Oil우,15,0,0.96,2024
4436,대교,14,0,0.68,2024
4437,강남제비스코,14,0,0.87,2024
4438,노바렉스,14,0,1.02,2024
4439,JW생명과학,14,0,0.83,2024
4440,DB금융투자,14,0,0.65,2024
4441,NH투자증권우,14,0,0.61,2024
4442,벽산,14,0,1.12,2024
4443,엠아이텍,14,0,0.53,2024
4444,KB스타리츠,14,0,0.35,2024
4445,한솔테크닉스,14,0,1.1,2024
4446,디와이,14,0,1.35,2024
4447,덕산테코피아,14,0,0.23,2024
4448,삼영,14,0,1.08,2024
4449,서울가스,14,0,0.55,2024
4450,현대바이오,14,0,0.24,2024
4451,하림지주,13,0,0.22,2024
4452,한세예스24홀딩스,13,0,0.79,2024
4453,제닉,13,0,0.72,2024
4454,셀바스AI,13,0,0.42,2024
4455,AJ네트웍스,13,0,0.67,2024
4456,하나제약,13,0,0.68,2024
4457,SK디앤디,13,0,0.96,2024
4458,LG헬로비전,13,0,0.68,2024
4459,씨아이에스,13,0,0.22,2024
4460,한화3우B,13,0,0.43,2024
4461,CR홀딩스,13,0,0.47,2024
4462,SK증권,12,0,0.57,2024
4463,에어부산,12,0,0.46,2024
4464,선익시스템,12,0,0.3,2024
4465,조선내화,12,0,0.65,2024
4466,로보티즈,12,0,0.39,2024
4467,교촌에프앤비무상(보),12,0,0,2024
4468,교촌에프앤비,12,0,0.87,2024
4469,동아지질,12,0,0.65,2024
4470,인바디,12,0,0.37,2024
4471,경동도시가스,12,0,1.13,2024
4472,흥국화재,12,0,0.5,2024
4473,제주반도체,12,0,0.38,2024
4474,동화약품,12,0,0.66,2024
4475,서울반도체,12,0,0.27,2024
4476,알루코,12,0,0.6,2024
4477,코오롱글로벌,12,0,0.7,2024
4478,우리기술투자,12,0,0.2,2024
4479,경농,12,0,0.66,2024
4480,쏠리드,12,0,0.28,2024
4481,웅진씽크빅,11,0,0.63,2024
4482,삼호개발,11,0,1.49,2024
4483,태림포장,11,0,0.83,2024
4484,삼화페인트,11,0,0.68,2024
4485,남선알미늄,11,0,0.59,2024
4486,제일약품,11,0,0.67,2024
4487,신라교역,11,0,0.75,2024
4488,한국금융지주우,11,0,0.36,2024
4489,한솔아이원스,11,0,0.59,2024
4490,동양,11,0,0.67,2024
4491,해태제과식품,11,0,0.63,2024
4492,비엠티,11,0,1.64,2024
4493,월덱스,11,0,0.39,2024
4494,쇼박스,11,0,0.55,2024
4495,코오롱ENP,11,0,0.54,2024
4496,성일하이텍,11,0,0.25,2024
4497,덕우전자,11,0,1.41,2024
4498,삼성물산우B,11,0,0.83,2024
4499,한농화성,10,0,0.5,2024
4500,HDC현대EP,10,0,0.91,2024
4501,서연,10,0,0.65,2024
4502,금강공업,10,0,0.9,2024
4503,AK홀딩스,10,0,0.8,2024
4504,TYM,10,0,0.5,2024
4505,노바텍,10,0,0.64,2024
4506,사조산업,10,0,0.57,2024
4507,일진다이아,10,0,0.64,2024
4508,에이엘티,10,0,1.17,2024
4509,한국석유,10,0,0.58,2024
4510,엘티씨,10,0,1.14,2024
4511,DL이앤씨2우(전환),10,0,2.18,2024
4512,바텍,10,0,0.35,2024
4513,NPC,10,0,0.62,2024
4514,JW홀딩스,10,0,0.43,2024
4515,슈프리마,10,0,0.55,2024
4516,지니언스,10,0,1.13,2024
4517,휴스틸,10,0,0.45,2024
4518,SK이노베이션우,10,0,1.04,2024
4519,현대비앤지스틸,10,0,0.57,2024
4520,나이스정보통신,10,0,0.53,2024
4521,경방,10,0,0.55,2024
4522,그린플러스,9,0,1.18,2024
4523,삼성출판사,9,0,0.64,2024
4524,화승알앤에이,9,0,1.65,2024
4525,일성아이에스,9,0,0.45,2024
4526,이월드,9,0,0.44,2024
4527,퓨런티어,9,0,0.41,2024
4528,대정화금,9,0,1,2024
4529,차바이오텍,9,0,0.14,2024
4530,넥스틸,9,0,0.48,2024
4531,대신증권우,9,0,0.23,2024
4532,SJG세종,9,0,0.83,2024
4533,코윈테크,9,0,0.62,2024
4534,네오셈,9,0,0.23,2024
4535,모나용평,9,0,0.56,2024
4536,유티아이,9,0,0.2,2024
4537,동화기업,9,0,0.21,2024
4538,신원,9,0,0.57,2024
4539,부국증권,9,0,0.3,2024
4540,LS네트웍스,9,0,0.39,2024
4541,디아이씨,8,0,0.59,2024
4542,싸이맥스,8,0,0.91,2024
4543,유수홀딩스,8,0,0.61,2024
4544,디오,8,0,0.35,2024
4545,일신석재,8,0,0.5,2024
4546,이지스밸류리츠,8,0,0.37,2024
4547,KEC,8,0,0.53,2024
4548,CJ프레시웨이,8,0,0.39,2024
4549,그린케미칼,8,0,0.49,2024
4550,SFA반도체,8,0,0.16,2024
4551,HS애드,8,0,0.76,2024
4552,티로보틱스,8,0,0.59,2024
4553,제이스텍,8,0,0.89,2024
4554,YG PLUS,8,0,0.34,2024
4555,경인양행,8,0,0.69,2024
4556,BYC,8,0,0.42,2024
4557,HS화성,8,0,0.78,2024
4558,KCTC,8,0,0.65,2024
4559,DL이앤씨우,8,0,2.26,2024
4560,휴니드,8,0,0.7,2024
4561,대성홀딩스,8,0,0.67,2024
4562,코오롱모빌리티그룹,8,0,0.51,2024
4563,와이엔텍,8,0,0.67,2024
4564,이수화학,7,0,0.53,2024
4565,경동인베스트,7,0,0.51,2024
4566,선진,7,0,0.55,2024
4567,우진엔텍,7,0,0.56,2024
4568,동방,7,0,0.7,2024
4569,다우데이타,7,0,0.19,2024
4570,제주은행,7,0,0.27,2024
4571,아비코전자,7,0,1.22,2024
4572,나무가,7,0,0.34,2024
4573,조일알미늄,7,0,0.41,2024
4574,세운메디칼,7,0,0.67,2024
4575,삼익악기,7,0,0.68,2024
4576,AP위성,7,0,0.36,2024
4577,경보제약,7,0,0.46,2024
4578,하이딥,7,0,0.73,2024
4579,SG글로벌,7,0,0.46,2024
4580,아스플로,7,0,1.21,2024
4581,계룡건설,7,0,0.59,2024
4582,KG이니시스,7,0,0.27,2024
4583,HLB글로벌,7,0,0.34,2024
4584,이랜텍,7,0,0.52,2024
4585,엘오티베큠,7,0,0.45,2024
4586,미창석유,7,0,0.43,2024
4587,샘표식품,7,0,0.59,2024
4588,대명에너지,7,0,0.34,2024
4589,미원홀딩스,7,0,0.36,2024
4590,디와이피엔에프,6,0,0.47,2024
4591,현대이지웰,6,0,0.52,2024
4592,사조동아원,6,0,0.47,2024
4593,이건산업,6,0,1.13,2024
4594,한국주철관,6,0,0.45,2024
4595,롯데칠성우,6,0,1.22,2024
4596,제일파마홀딩스,6,0,0.5,2024
4597,에프엔에스테크,6,0,0.91,2024
4598,녹십자웰빙,6,0,0.35,2024
4599,아이티엠반도체,6,0,0.21,2024
4600,셀트리온제약배당(보),6,0,0,2024
4601,동국S&C,6,0,0.45,2024
4602,극동유화,6,0,0.48,2024
4603,아시아나IDT,6,0,0.45,2024
4604,현대약품,6,0,0.52,2024
4605,포스코엠텍,6,0,0.12,2024
4606,뉴트리,6,0,1.16,2024
4607,에스비비테크,6,0,0.53,2024
4608,휴비스,6,0,0.66,2024
4609,샘표,6,0,0.53,2024
4610,자람테크놀로지,6,0,0.2,2024
4611,범한퓨얼셀,6,0,0.51,2024
4612,자이에스앤디,6,0,0.46,2024
4613,애니플러스,6,0,0.48,2024
4614,한양이엔지,6,0,0.19,2024
4615,팜스코,6,0,0.7,2024
4616,큐렉소,6,0,0.21,2024
4617,대성산업,6,0,0.38,2024
4618,한솔홀딩스,6,0,0.56,2024
4619,NI스틸,6,0,0.55,2024
4620,필에너지,6,0,0.2,2024
4621,비나텍배당(보),5,0,0,2024
4622,모나리자,5,0,0.51,2024
4623,키다리스튜디오,5,0,0.43,2024
4624,두올,5,0,0.55,2024
4625,퍼스텍,5,0,0.37,2024
4626,한스바이오메드,5,0,0.45,2024
4627,한국화장품,5,0,0.53,2024
4628,제우스,5,0,0.14,2024
4629,TP,5,0,0.71,2024
4630,이구산업,5,0,0.39,2024
4631,켄코아에어로스페이스,5,0,0.4,2024
4632,동인기연,5,0,0.45,2024
4633,한신공영,5,0,0.67,2024
4634,DL우,5,0,1.48,2024
4635,세이브존I&C,5,0,0.59,2024
4636,신일전자,5,0,0.48,2024
4637,대영포장,5,0,0.44,2024
4638,갤럭시아머니트리,5,0,0.16,2024
4639,KTis,5,0,0.52,2024
4640,한국수출포장,5,0,0.42,2024
4641,신성통상,5,0,0.15,2024
4642,세아특수강,5,0,0.41,2024
4643,한양디지텍,5,0,0.35,2024
4644,미래나노텍,5,0,0.19,2024
4645,원익홀딩스,5,0,0.23,2024
4646,아이엠비디엑스,5,0,0.31,2024
4647,유비벨록스,5,0,0.48,2024
4648,삼성SDI우,5,0,0.19,2024
4649,화천기계,5,0,0.8,2024
4650,금호건설,5,0,0.46,2024
4651,삼성제약,5,0,0.31,2024
4652,SK케미칼우,5,0,1.07,2024
4653,KTcs,4,0,0.39,2024
4654,코아시아,4,0,0.43,2024
4655,진양산업,4,0,0.4,2024
4656,이지바이오,4,0,0.31,2024
4657,상신브레이크,4,0,0.71,2024
4658,디씨엠,4,0,0.33,2024
4659,황금에스티,4,0,0.52,2024
4660,수산중공업,4,0,0.36,2024
4661,진원생명과학,4,0,0.25,2024
4662,일성건설,4,0,0.21,2024
4663,방림,4,0,0.23,2024
4664,아주스틸,4,0,0.4,2024
4665,대창,4,0,0.35,2024
4666,국제약품,4,0,0.37,2024
4667,인천도시가스,4,0,0.37,2024
4668,한양증권,4,0,0.27,2024
4669,대현,4,0,0.38,2024
4670,크라운해태홀딩스,4,0,0.47,2024
4671,유니켐,4,0,0.26,2024
4672,조선선재,4,0,0.32,2024
4673,CJ씨푸드,4,0,0.36,2024
4674,동부건설,4,0,0.43,2024
4675,에이에스텍,4,0,0.35,2024
4676,포니링크,4,0,0.22,2024
4677,덕성,4,0,0.35,2024
4678,미래에셋벤처투자,4,0,0.15,2024
4679,STX,4,0,0.26,2024
4680,한진중공업홀딩스,4,0,0.32,2024
4681,무림페이퍼,4,0,0.41,2024
4682,동성제약,4,0,0.29,2024
4683,아이디스,3,0,0.19,2024
4684,서울옥션,3,0,0.29,2024
4685,한국특강,3,0,0.33,2024
4686,글로벌텍스프리무상(보),3,0,0,2024
4687,한국내화,3,0,0.38,2024
4688,인지컨트롤스,3,0,0.38,2024
4689,아남전자,3,0,0.33,2024
4690,인스코비,3,0,0.19,2024
4691,영풍배당(보),3,0,0,2024
4692,네온테크,3,0,0.28,2024
4693,신영와코루,3,0,0.4,2024
4694,모트렉스,3,0,0.14,2024
4695,미래에셋글로벌리츠,3,0,0.31,2024
4696,LS증권,3,0,0.15,2024
4697,인텍플러스,3,0,0.25,2024
4698,인벤티지랩,3,0,0.15,2024
4699,화천기공,3,0,0.55,2024
4700,유니온머티리얼,3,0,0.35,2024
4701,미래에셋증권우,3,0,0.53,2024
4702,팅크웨어,3,0,0.32,2024
4703,GS우,3,0,0.47,2024
4704,덕양산업,3,0,0.32,2024
4705,유니드비티플러스,3,0,0.8,2024
4706,미원화학,3,0,0.17,2024
4707,에이프릴바이오,3,0,0.08,2024
4708,삼일씨엔에스,3,0,0.71,2024
4709,옵티팜,3,0,0.44,2024
4710,광전자,3,0,0.29,2024
4711,윤성에프앤씨,3,0,0.1,2024
4712,유진로봇,3,0,0.12,2024
4713,토모큐브,3,0,0.14,2024
4714,일동홀딩스,3,0,0.3,2024
4715,진흥기업,3,0,0.24,2024
4716,SG세계물산,3,0,0.41,2024
4717,동국산업,3,0,0.11,2024
4718,두산퓨얼셀1우,3,0,0.41,2024
4719,동양철관,3,0,0.26,2024
4720,대한광통신,3,0,0.41,2024
4721,대한화섬,3,0,0.19,2024
4722,오리엔탈정공,3,0,0.11,2024
4723,금호에이치티,3,0,0.19,2024
4724,고려제강(무상),3,0,0,2024
4725,DRB동일,3,0,0.32,2024
4726,하나기술,3,0,0.19,2024
4727,이아이디,3,0,0.07,2024
4728,다스코,2,0,0.46,2024
4729,신흥,2,0,0.18,2024
4730,테이팩스,2,0,0.4,2024
4731,코람코더원리츠,2,0,0.14,2024
4732,CJ우,2,0,0.18,2024
4733,에스제이그룹,2,0,0.48,2024
4734,사조씨푸드,2,0,0.29,2024
4735,솔루스첨단소재1우,2,0,0.71,2024
4736,세보엠이씨,2,0,0.21,2024
4737,LB세미콘,2,0,0.14,2024
4738,기신정기,2,0,0.3,2024
4739,현대코퍼레이션홀딩스,2,0,0.23,2024
4740,명문제약,2,0,0.34,2024
4741,파수,2,0,0.36,2024
4742,동일고무벨트,2,0,0.22,2024
4743,부산산업,2,0,0.25,2024
4744,동원개발,2,0,0.09,2024
4745,한신기계,2,0,0.22,2024
4746,이노와이어리스,2,0,0.12,2024
4747,지어소프트,2,0,0.15,2024
4748,브랜드엑스코퍼레이션,2,0,0.1,2024
4749,남광토건,2,0,0.24,2024
4750,KX,2,0,0.13,2024
4751,이글루,2,0,0.32,2024
4752,대구백화점,2,0,0.32,2024
4753,화승코퍼레이션,2,0,0.24,2024
4754,지엠비코리아,2,0,0.26,2024
4755,유화증권,2,0,0.15,2024
4756,유엔젤,2,0,0.22,2024
4757,KIB플러그에너지,2,0,0.14,2024
4758,케이피에프,2,0,0.22,2024
4759,박셀바이오,2,0,0.07,2024
