종목명,섹터,변동일자,매수매도,기준주가,90일후_주가,180일후_주가,270일후_주가,360일후_주가
태광,소재,2023-06-12,매도,17070.43,18164.08,13970.17,11080.06,11802.05
한솔제지,소재,2023-06-12,매도,9604.72,9010.79,8975.23,9113.58,9721.78
신세계인터내셔날,기타,2023-06-12,매도,16477.69,18115.45,15540.53,14909.1,16322.81
세아제강지주,금융,2023-06-08,매수,167628.94,189459.69,188680.0,212828.83,215777.95
하나투어,기타,2023-06-02,매수,45546.3,41966.43,46581.45,55035.11,53488.2
피에이치에이,정보기술,2023-06-01,매수,9766.61,9022.58,8711.78,11404.03,12051.54
LG유플러스,통신서비스,2023-06-01,매도,9360.52,9100.1,9048.24,9173.34,8778.02
아모텍,정보기술,2023-06-01,매도,12050.0,10380.0,7850.0,8500.0,7570.0
SBS,통신서비스,2023-05-31,매수,31749.42,27035.11,24726.06,25227.08,19388.11
하이브,기타,2023-05-30,매수,274522.03,243190.7,210864.72,217005.94,200044.55
제이브이엠,산업재,2023-05-26,매도,21965.21,28694.98,24956.21,27768.54,26391.97
포스코인터내셔널,기타,2023-05-26,매도,26262.58,74256.52,53542.37,54467.11,44838.78
인탑스,정보기술,2023-05-25,매수,33595.81,25500.39,28166.78,29194.75,25435.56
코스맥스,소재,2023-05-25,매수,80875.98,134921.98,115426.81,110273.84,159596.69
서진시스템,정보기술,2023-05-24,매도,16380.0,15110.0,18290.0,21900.0,24850.0
삼성중공업,기타,2023-05-23,매수,6040.0,8210.0,7720.0,7310.0,9920.0
한올바이오파마,기타,2023-05-19,매수,21850.0,22350.0,36850.0,35200.0,33550.0
대동,산업재,2023-05-19,매도,11374.06,9738.07,13487.22,14036.93,11568.47
진에어,산업재,2023-05-18,매수,15100.0,14460.0,11220.0,12850.0,13500.0
SKC,소재,2023-05-18,매도,93200.0,95300.0,90700.0,82500.0,110600.0
화신,정보기술,2023-05-17,매수,15925.4,12636.05,9735.35,12187.67,10231.5
인터로조,헬스케어,2023-05-15,매도,33677.93,32003.34,28188.99,30066.89,23617.21
에스엘,정보기술,2023-05-12,매수,29416.14,30765.5,26807.37,31197.72,30643.91
대웅,기타,2023-05-10,매도,14763.67,13418.84,16079.05,24148.02,19318.41
에스앤에스텍,정보기술,2023-05-09,매수,49329.86,51993.67,43262.29,39452.1,42818.14
대한유화,소재,2023-05-09,매도,135522.92,134745.19,152439.0,137386.66,139441.59
현대코퍼레이션,기타,2023-05-08,매수,16709.42,20456.82,16673.21,17823.54,16552.43
한세실업,기타,2023-05-04,매도,14829.04,15799.83,20350.97,17923.35,19909.77
쿠쿠홈시스,기타,2023-05-03,매도,21869.49,19288.89,17932.99,18569.12,20793.79
동아쏘시오홀딩스,금융,2023-05-03,매도,72793.34,74733.54,85190.82,98177.29,101827.01
하이트진로,기타,2023-04-28,매도,20621.2,18767.61,19694.41,20722.88,20336.44
효성화학,소재,2023-04-27,매도,106400.0,81500.0,86500.0,75800.0,58300.0
한화시스템,정보기술,2023-04-26,매수,13940.17,14798.76,11933.55,18210.66,16621.16
두산에너빌리티,산업재,2023-04-25,매수,18100.0,17280.0,13860.0,15010.0,14690.0
세아베스틸지주,소재,2023-04-25,매수,21334.34,25125.15,18336.95,18676.69,19000.29
동성화인텍,소재,2023-04-20,매수,10525.9,14144.47,11355.16,11479.25,11633.21
롯데관광개발,기타,2023-04-20,매수,11710.0,10560.0,10090.0,9390.0,9330.0
화승엔터프라이즈,기타,2023-04-20,매도,8090.78,8129.96,,,7306.4
KG스틸,소재,2023-04-19,매수,11962.08,7725.51,6666.37,7064.37,6235.94
아모그린텍,정보기술,2023-04-19,매도,20250.0,16760.0,12530.0,12470.0,10100.0
에이비엘바이오,기타,2023-04-17,매수,23050.0,18550.0,19350.0,23350.0,22200.0
신세계,기타,2023-04-14,매수,197783.67,179404.72,166436.83,158046.78,157951.34
유니드,소재,2023-04-14,매도,66445.39,58069.92,56394.82,61925.45,82503.75
클리오,소재,2023-04-07,매수,22295.96,18688.85,25562.25,28960.78,30207.43
인텍플러스,산업재,2023-04-06,매수,20600.0,34500.0,30650.0,30950.0,36600.0
한화에어로스페이스,정보기술,2023-04-06,매도,121611.91,142560.97,109794.5,141381.42,227823.56
에스원,기타,2023-04-06,매도,47558.18,46943.96,50102.81,55048.59,55323.83
강원랜드,기타,2023-04-05,매도,16557.54,14389.19,12245.77,13939.65,14538.07
현대백화점,기타,2023-04-04,매도,49816.42,46244.86,54918.66,48981.51,49076.62
풍산,소재,2023-04-03,매수,35334.13,39517.84,29013.1,36499.81,47196.41
두산테스나,기타,2023-04-03,매도,40521.02,41658.98,42302.16,60064.13,49872.03
SK네트웍스,기타,2023-03-31,매수,3877.32,4264.63,5250.09,5026.32,5258.7
두산밥캣,산업재,2023-03-30,매수,38545.89,52059.63,47276.76,45759.12,46632.91
동원시스템즈,기타,2023-03-30,매도,41138.63,36109.0,28517.09,32740.09,43795.8
에스앤에스텍,정보기술,2023-03-29,매수,38723.94,58406.55,44347.54,42867.65,45342.69
대신증권,금융,2023-03-29,매도,10484.85,11359.99,12235.13,12201.48,15198.01
메리츠금융지주,금융,2023-03-28,매수,37413.45,39834.88,55645.39,56215.13,83274.35
한미사이언스,금융,2023-03-28,매수,36595.01,32881.76,31464.87,37376.74,41355.09
티와이홀딩스,금융,2023-03-28,매수,10492.83,8670.0,6250.0,4500.0,3355.0
엘앤에프,기타,2023-03-28,매도,289000.0,250500.0,175500.0,178800.0,186100.0
와이지엔터테인먼트,기타,2023-03-24,매수,56380.47,78027.43,78519.4,53035.04,44743.92
코스맥스,소재,2023-03-24,매수,74120.23,89368.91,128069.72,116005.88,101262.01
더네이쳐홀딩스,기타,2023-03-24,매도,24025.22,22799.89,21880.89,16060.58,13448.94
덕산네오룩스,정보기술,2023-03-23,매수,44500.0,43100.0,44000.0,45150.0,40250.0
한샘,필수소비재,2023-03-23,매도,41550.88,33287.92,47217.19,45041.8,40400.09
유진테크,산업재,2023-03-22,매수,27848.7,32737.04,43303.74,39501.71,34644.05
파크시스템스,기타,2023-03-22,매도,133838.0,182289.73,172758.25,163028.2,157733.38
아이에스동서,기타,2023-03-21,매수,37099.98,32262.78,29422.59,24940.42,26700.74
대한해운,산업재,2023-03-21,매수,2195.0,1957.0,1815.0,2215.0,1969.0
LX인터내셔널,기타,2023-03-21,매도,24740.76,29671.76,25555.44,26027.11,23391.0
대웅제약,기타,2023-03-21,매도,104427.5,107204.29,107501.8,107600.98,111964.52
효성티앤씨,소재,2023-03-17,매수,374109.94,339288.25,326341.72,325448.84,269254.88
솔루엠,정보기술,2023-03-17,매수,23790.83,26777.13,27772.56,27623.25,27374.39
유니드,소재,2023-03-17,매도,67469.05,62629.89,58535.22,65514.78,70690.28
천보,소재,2023-03-17,매도,224500.0,197000.0,140000.0,118300.0,87400.0
레이,헬스케어,2023-03-14,매수,25800.0,38050.0,25850.0,21900.0,15780.0
BNK금융지주,금융,2023-03-14,매도,5218.44,5823.47,5928.37,6064.85,7125.69
동아쏘시오홀딩스,금융,2023-03-14,매도,81970.46,82415.96,86993.81,89608.12,108214.0
SK,금융,2023-03-13,매도,154802.52,153278.7,133341.2,154614.23,173714.72
원익머트리얼즈,소재,2023-03-13,매도,24649.0,26806.99,24457.18,28293.6,34122.09
넥센타이어,기타,2023-03-10,매수,7158.28,7289.28,7354.78,7991.07,8590.71
현대로템,정보기술,2023-03-09,매도,25169.97,30967.0,30521.07,28836.46,31883.81
드림텍,정보기술,2023-03-08,매수,9795.43,8202.98,11665.63,10341.67,9946.8
다우기술,통신서비스,2023-03-08,매도,17975.64,16350.92,15918.81,15236.08,20265.76
율촌화학,기타,2023-03-07,매수,45026.98,35458.13,30455.14,33029.5,40916.82
한세실업,기타,2023-03-07,매수,15835.46,14544.04,17990.79,19282.21,18087.36
효성중공업,에너지 / 유틸리티,2023-03-07,매수,74140.51,85174.47,180995.75,195030.17,218706.19
한미반도체,산업재,2023-03-07,매수,15980.74,24763.74,57306.15,58881.58,93934.83
신세계인터내셔날,기타,2023-03-07,매도,20426.51,16614.17,16941.72,15103.79,15104.42
와이지-원,소재,2023-03-07,매도,6047.51,6181.5,5002.37,5038.1,5779.93
인텔리안테크,정보기술,2023-03-06,매수,83088.25,69370.74,81875.34,77508.64,54462.1
코스모신소재,소재,2023-03-06,매도,97557.3,177376.92,153825.2,157900.0,177100.0
코웨이,기타,2023-03-06,매도,48776.98,44118.5,39323.01,46310.72,50685.43
나노신소재,소재,2023-03-03,매도,145183.67,134205.89,154282.38,121645.71,133300.55
한진칼,금융,2023-03-02,매수,44354.66,50183.0,42823.48,52850.2,73021.73
케이씨텍,기타,2023-02-28,매도,17355.28,19208.85,20633.18,25950.0,31976.84
한국가스공사,에너지 / 유틸리티,2023-02-28,매도,26124.89,24075.88,22725.39,22911.67,28127.33
한솔제지,소재,2023-02-28,매도,10393.8,9528.36,8841.1,9035.76,9485.38
에스티팜,기타,2023-02-27,매도,74811.95,84544.38,79235.78,65472.75,61152.86
금호석유화학,소재,2023-02-24,매수,152319.84,123306.53,108988.28,122835.55,155401.88
콘텐트리중앙,통신서비스,2023-02-24,매도,24500.0,22400.0,15130.0,13950.0,13250.0
종근당홀딩스,기타,2023-02-23,매도,49822.14,47238.77,49637.62,51021.57,59526.46
솔루스첨단소재,정보기술,2023-02-22,매수,25930.44,19547.18,16343.13,11822.69,11979.51
LG디스플레이,정보기술,2023-02-22,매수,14613.62,14763.31,12480.52,12742.48,12020.0
롯데쇼핑,기타,2023-02-22,매수,75947.55,70953.27,60534.16,68197.8,76794.8
두산,정보기술,2023-02-22,매도,83578.81,94221.45,102227.82,81821.31,95686.02
한화솔루션,소재,2023-02-21,매도,46573.44,45381.03,36802.01,32171.29,33000.59
쏘카,정보기술,2023-02-20,매수,21129.3,16992.72,12895.82,13431.49,18302.14
팬오션,산업재,2023-02-20,매수,5454.38,4783.91,4031.89,3723.84,3918.04
동성화인텍,소재,2023-02-17,매수,10535.33,10422.24,12853.47,11063.03,11084.74
하이록코리아,소재,2023-02-17,매도,21345.62,19042.77,24357.03,21611.33,22769.11
삼양식품,필수소비재,2023-02-15,매수,122436.73,109929.23,174489.88,207138.91,174873.03
키움증권,금융,2023-02-14,매수,93135.21,85227.51,85491.1,79164.93,103683.3
인텍플러스,산업재,2023-02-14,매도,17590.0,18320.0,35100.0,32050.0,32300.0
제일기획,기타,2023-02-13,매도,17317.99,15498.56,15882.48,16900.69,16322.09
진에어,산업재,2023-02-10,매수,17730.0,15510.0,14250.0,11270.0,13040.0
씨앤씨인터내셔널,소재,2023-02-10,매수,32043.42,38745.63,53519.85,56944.34,61934.3
ESR켄달스퀘어리츠,기타,2023-02-09,매수,3519.88,3210.03,3367.49,2898.0,3460.54
신세계푸드,기타,2023-02-06,매도,46676.96,42238.21,38780.66,36070.68,37986.36
더존비즈온,정보기술,2023-02-03,매수,35485.94,32295.64,26700.35,26798.51,45105.92
JB금융지주,금융,2023-02-03,매도,7794.05,6895.69,7238.87,8521.28,9415.6
롯데케미칼,소재,2023-02-01,매수,168919.28,161673.14,141722.8,137488.05,131060.02
우리금융지주,금융,2023-02-01,매도,10460.62,9578.01,9666.04,10001.7,11348.73
제주항공,산업재,2023-01-31,매수,16340.0,14130.0,13060.0,10430.0,12900.0
현대글로비스,산업재,2023-01-31,매도,76031.74,76031.74,79593.59,77858.34,76579.72
SK바이오팜,기타,2023-01-30,매수,76200.0,69000.0,81400.0,74800.0,89300.0
현대모비스,정보기술,2023-01-30,매도,195058.11,210643.84,221046.69,208713.62,198752.28
유한양행,기타,2023-01-27,매도,50683.29,53587.51,60707.53,54336.98,59026.73
한국카본,소재,2023-01-26,매도,10784.35,11152.55,13565.22,11239.75,10488.46
대주전자재료,정보기술,2023-01-25,매도,81669.73,99718.84,108892.97,74988.56,73991.38
롯데관광개발,기타,2023-01-20,매수,14800.0,11710.0,10560.0,10090.0,9390.0
하나투어,기타,2023-01-19,매수,55466.43,50463.23,43130.97,36230.01,49255.57
인터로조,헬스케어,2023-01-19,매수,29584.48,34096.58,32096.37,30700.88,27268.87
CJ제일제당,필수소비재,2023-01-19,매도,322672.5,298346.41,262715.59,267847.22,282491.44
덴티움,헬스케어,2023-01-18,매수,97586.2,143451.73,138084.48,99147.59,127355.48
영풍,소재,2023-01-17,매도,56353.38,53522.01,49959.96,46854.59,46387.8
LG디스플레이,정보기술,2023-01-13,매도,12255.98,15745.66,13827.74,11339.12,13257.04
엠씨넥스,기타,2023-01-12,매수,26747.27,30249.89,26838.25,22198.41,26092.58
멕아이씨에스,헬스케어,2023-01-10,매도,6950.0,3845.0,3420.0,2535.0,3755.0
롯데케미칼,소재,2023-01-09,매수,174565.59,172118.84,142099.22,123089.91,134911.89
대한유화,소재,2023-01-09,매수,175479.84,164980.2,130370.34,127162.12,145214.97
테이팩스,기타,2023-01-09,매도,46508.95,60374.98,48097.77,30331.93,26467.56
효성화학,소재,2023-01-03,매도,96300.0,124200.0,91800.0,84500.0,86300.0
LG유플러스,통신서비스,2023-01-02,매도,9081.73,9157.77,9324.79,9074.17,9191.31
포스코인터내셔널,기타,2023-01-02,매도,19974.36,20436.72,37359.45,62882.23,57703.69
호텔신라,기타,2022-12-29,매수,82843.52,80550.62,72774.69,86831.17,64600.0
코스모신소재,소재,2022-12-29,매수,51045.14,143773.84,185950.14,148400.0,143000.0
피에스케이,산업재,2022-12-29,매수,14596.15,19998.62,21515.1,18406.31,19287.77
한올바이오파마,기타,2022-12-29,매수,17800.0,18250.0,20350.0,25200.0,38050.0
덴티움,헬스케어,2022-12-28,매수,97293.45,116127.59,152722.42,103929.3,125593.45
제주항공,산업재,2022-12-28,매도,15250.0,15170.0,14110.0,11000.0,11620.0
하나투어,기타,2022-12-28,매도,53913.71,51412.11,44683.68,41319.47,45373.78
화승엔터프라이즈,기타,2022-12-28,매도,9334.76,8120.17,7777.34,7512.87,8384.64
대한유화,소재,2022-12-27,매수,171591.09,161285.92,139995.02,134259.09,150980.72
코스모화학,소재,2022-12-23,매수,21088.23,45854.65,52377.29,41150.0,36800.0
진에어,산업재,2022-12-22,매수,16500.0,15590.0,16760.0,12320.0,12090.0
에스에프에이,산업재,2022-12-22,매도,35086.85,35050.23,37220.23,31468.36,28245.69
현대건설,산업재,2022-12-22,매도,33518.73,35091.77,38020.08,35811.84,33987.65
지누스,기타,2022-12-22,매도,29115.1,23647.2,23363.27,20321.18,13876.0
성광벤드,소재,2022-12-21,매수,13405.91,12202.94,14155.8,15282.83,11911.47
삼양식품,필수소비재,2022-12-20,매수,119616.95,111199.52,102991.47,185931.83,208125.3
파미셀,정보기술,2022-12-20,매수,11432.36,9026.6,8002.66,7992.71,5517.36
현대위아,정보기술,2022-12-19,매도,49936.29,51283.91,55928.84,54980.9,57445.56
효성화학,소재,2022-12-15,매도,112500.0,128300.0,105600.0,97000.0,88600.0
서진시스템,정보기술,2022-12-14,매수,18600.0,17150.0,17270.0,15470.0,18270.0
SBS,통신서비스,2022-12-13,매수,33309.93,37473.93,31316.47,25447.64,24389.32
한솔제지,소재,2022-12-12,매수,11657.39,9893.2,9604.72,9053.21,9001.17
한미사이언스,금융,2022-12-12,매수,33004.55,34005.51,35764.41,32490.89,36643.87
더네이쳐홀딩스,기타,2022-12-08,매수,26897.7,22756.13,22887.41,18905.09,15167.83
아모레퍼시픽,소재,2022-12-05,매수,135286.27,140324.69,103879.25,129897.78,125999.88
파마리서치,헬스케어,2022-12-05,매수,66710.54,73502.38,119636.84,129899.81,105952.89
아세아제지,소재,2022-12-02,매수,6824.51,6585.64,5920.87,6754.05,7318.37
두산,정보기술,2022-11-30,매수,92702.25,98615.18,95686.02,113065.73,86410.34
레이,헬스케어,2022-11-28,매수,19150.0,26000.0,36050.0,27000.0,24350.0
대주전자재료,정보기술,2022-11-25,매수,90419.48,92439.37,89946.4,93935.14,79675.35
이수페타시스,정보기술,2022-11-25,매수,6171.25,8056.02,10602.64,35622.88,30866.56
유진테크,산업재,2022-11-25,매도,25099.0,26614.27,30465.69,32786.41,44241.91
신세계푸드,기타,2022-11-24,매도,44444.24,44480.95,40649.61,36537.92,37051.88
와이지엔터테인먼트,기타,2022-11-23,매도,40069.0,53035.04,89342.88,71434.95,53231.83
덴티움,헬스케어,2022-11-18,매수,82789.82,126862.07,158870.34,121104.48,116030.0
한화시스템,정보기술,2022-11-17,매수,11083.53,12743.92,13361.33,13602.51,13795.46
한국가스공사,에너지 / 유틸리티,2022-11-17,매도,32132.21,29198.4,24075.88,23284.21,21794.02
대동,산업재,2022-11-16,매수,10239.77,12036.25,10750.83,10604.76,12260.23
태광,소재,2022-11-16,매수,16986.5,14921.17,16718.56,19067.53,13313.98
에스엘,정보기술,2022-11-15,매수,25351.84,23613.88,29281.2,31080.35,26312.6
한국카본,소재,2022-11-14,매수,10439.45,11840.5,10532.42,13923.73,11094.41
HL만도,정보기술,2022-11-11,매수,47952.79,44221.65,43697.47,40409.43,33833.38
한국앤컴퍼니,금융,2022-11-10,매수,10220.43,11886.52,11016.57,9672.87,12274.13
롯데관광개발,기타,2022-11-10,매도,10500.0,14020.0,10670.0,10600.0,12050.0
에스티팜,기타,2022-11-09,매수,77132.69,79629.02,87690.21,77466.24,71076.27
자화전자,정보기술,2022-11-09,매도,20100.0,27900.0,33500.0,28750.0,24200.0
SK네트웍스,기타,2022-11-09,매도,3432.55,3468.5,4169.95,5189.85,5224.27
해성디에스,정보기술,2022-11-08,매수,36472.16,36720.29,43362.69,65394.86,45280.57
삼성에스디에스,정보기술,2022-11-04,매수,116021.98,117911.53,111492.02,130372.95,131128.2
천보,소재,2022-11-03,매수,220640.91,243500.0,196400.0,190500.0,101500.0
코오롱글로벌,산업재,2022-11-03,매도,19900.33,15481.0,12985.21,11235.49,11725.75
롯데정밀화학,소재,2022-10-28,매도,47738.07,51909.33,55357.86,61982.65,49459.07
원익머트리얼즈,소재,2022-10-27,매수,27493.69,29396.57,25128.56,27957.92,24505.14
코스맥스,소재,2022-10-27,매도,44780.97,75181.84,68908.65,94580.5,127780.18
현대백화점,기타,2022-10-27,매도,50540.92,57145.1,47126.15,50280.26,49074.28
인터로조,헬스케어,2022-10-25,매수,22996.28,28840.21,33119.73,31398.62,28142.47
키움증권,금융,2022-10-25,매도,62724.14,89357.09,87775.55,78725.62,88127.0
대우건설,산업재,2022-10-21,매수,3975.0,4465.0,4215.0,4290.0,4080.0
한솔케미칼,소재,2022-10-21,매도,166050.52,193916.08,221411.64,208387.42,158220.09
나노신소재,소재,2022-10-19,매수,88044.19,80108.15,160315.22,129260.94,132722.41
세아제강지주,금융,2022-10-14,매수,136469.22,153984.72,136442.16,199302.98,192285.97
SKC,소재,2022-10-14,매도,98025.41,93000.0,105800.0,103800.0,70800.0
오리온홀딩스,금융,2022-10-07,매수,12312.9,13133.61,14766.67,12597.9,13168.18
농심,필수소비재,2022-10-05,매수,281826.25,336205.5,356828.62,390401.25,458985.25
성광벤드,소재,2022-09-30,매수,14129.25,12873.33,12008.63,14194.67,14282.11
피에스케이,산업재,2022-09-29,매수,13183.64,15212.22,19856.45,21183.37,18406.31
이수페타시스,정보기술,2022-09-29,매수,4669.87,5806.68,10513.46,24673.43,26357.96
두산밥캣,산업재,2022-09-29,매도,25530.41,32650.63,38545.89,52241.02,48288.52
하이트진로,기타,2022-09-29,매도,24250.09,24745.44,20389.5,20250.48,17877.89
현대백화점,기타,2022-09-28,매도,49815.02,53898.21,49074.28,45178.02,61134.12
제이브이엠,산업재,2022-09-27,매수,17453.17,18512.33,17207.64,27900.49,24488.87
진에어,산업재,2022-09-27,매도,17250.0,16400.0,16150.0,15820.0,12060.0
한화에어로스페이스,정보기술,2022-09-27,매도,68908.9,76223.85,99803.41,141379.22,113662.02
DL,소재,2022-09-26,매수,60103.52,57763.04,49000.4,40912.96,40389.65
세아제강,소재,2022-09-26,매수,118725.33,115799.0,111479.59,127193.22,122479.14
크래프톤,정보기술,2022-09-26,매수,207240.0,170551.58,173427.16,199803.16,147348.62
대한항공,산업재,2022-09-26,매도,19981.7,21437.32,20529.73,21531.18,20438.69
BNK금융지주,금융,2022-09-22,매도,5005.96,5620.19,5252.05,5806.67,6141.62
유진테크,산업재,2022-09-21,매도,23145.77,23927.06,27354.93,31996.38,43303.75
태광,소재,2022-09-20,매수,16327.75,15574.88,14911.66,17308.18,17935.84
와이지엔터테인먼트,기타,2022-09-20,매도,50783.43,45842.07,53822.2,80684.1,78027.42
효성중공업,에너지 / 유틸리티,2022-09-19,매수,59718.92,79270.33,65816.64,93304.76,171026.47
지누스,기타,2022-09-19,매도,27740.79,29435.05,23322.71,23768.88,20726.79
유니드,소재,2022-09-16,매수,130000.43,82939.1,69702.51,60861.74,55836.46
두산,정보기술,2022-09-15,매수,76600.83,81078.73,96955.34,98517.54,145579.44
화신,정보기술,2022-09-13,매수,10756.35,7884.87,10455.79,14949.02,11052.99
한솔제지,소재,2022-09-13,매수,13416.22,11657.39,9893.2,9604.72,9053.21
팬오션,산업재,2022-09-08,매수,4266.23,4840.37,5662.77,4457.73,4113.44
명신산업,정보기술,2022-09-07,매수,23096.73,16235.36,20052.6,21598.83,20100.92
영풍,소재,2022-09-07,매수,61211.2,64087.49,57358.05,49777.29,49959.96
HDC,금융,2022-09-07,매도,5904.03,5182.52,5953.04,6137.06,5640.21
한화솔루션,소재,2022-09-06,매수,58608.06,54830.38,44900.46,46404.66,35388.43
롯데렌탈,정보기술,2022-09-05,매수,31005.34,24624.4,23874.2,25156.33,24537.37
인텍플러스,산업재,2022-09-05,매도,16464.79,14690.14,16800.0,19650.0,40150.0
씨에스윈드,소재,2022-09-01,매수,63085.57,71923.19,63339.23,76120.69,62203.1
유한양행,기타,2022-09-01,매도,49703.3,51741.05,49371.71,56116.98,67452.81
오뚜기,필수소비재,2022-08-31,매수,438236.28,408502.12,416675.78,418540.09,345831.59
경동나비엔,기타,2022-08-31,매도,41321.09,33504.88,35496.78,39752.52,48554.18
코스모신소재,소재,2022-08-30,매수,63560.06,62476.09,71246.4,170774.56,161215.91
현대위아,정보기술,2022-08-30,매도,70415.77,55827.64,51757.88,57824.74,52800.62
오스코텍,기타,2022-08-30,매도,18537.26,18300.0,18170.0,24600.0,30450.0
삼양식품,필수소비재,2022-08-29,매수,108433.27,105515.77,118918.99,104359.48,180013.59
아모그린텍,정보기술,2022-08-29,매수,15550.0,14800.0,13860.0,15830.0,14590.0
롯데관광개발,기타,2022-08-29,매도,11800.0,10500.0,13820.0,11300.0,16110.0
한화에어로스페이스,정보기술,2022-08-26,매수,83114.74,76435.86,93035.27,119140.99,116992.38
코스맥스비티아이,금융,2022-08-26,매도,7575.33,7304.78,7732.42,7671.33,8770.98
이마트,기타,2022-08-26,매도,90963.92,84356.59,109000.21,80757.98,66729.16
후성,소재,2022-08-25,매도,16571.88,13427.22,13840.0,13350.0,11700.0
SK케미칼,기타,2022-08-25,매도,93385.91,86735.84,79852.37,71568.52,59774.29
나노신소재,소재,2022-08-24,매수,84297.62,84297.62,127480.75,131041.12,147161.66
효성,금융,2022-08-24,매도,74013.85,73320.27,73258.79,69890.57,64417.22
SK디앤디,기타,2022-08-23,매수,23457.5,19134.13,18484.16,19098.83,18155.29
레이,헬스케어,2022-08-23,매수,20000.0,19150.0,27550.0,37400.0,26300.0
삼성증권,금융,2022-08-23,매도,26744.67,26625.8,27862.18,29777.96,30152.79
대상,필수소비재,2022-08-19,매수,20623.18,18045.28,18078.09,16991.62,16314.81
기아,자유소비재,2022-08-19,매도,62458.21,53639.62,62128.98,74708.82,67349.19
이오테크닉스,산업재,2022-08-19,매도,75652.05,67950.37,77012.67,79978.49,147895.97
신세계,기타,2022-08-17,매도,205375.89,199874.75,198716.59,191719.55,199649.56
현대오토에버,정보기술,2022-08-16,매수,131188.95,113889.32,114703.45,119369.36,151155.83
삼성전자,정보기술,2022-08-16,매도,56391.57,57616.77,58913.62,60762.06,63905.53
한샘,필수소비재,2022-08-16,매도,44777.37,34901.16,36593.1,37262.01,48358.88
케이카,자유소비재,2022-08-12,매수,17269.91,10889.36,10664.28,11671.71,10013.86
이녹스첨단소재,정보기술,2022-08-11,매도,31548.02,27027.56,29532.69,37639.7,40486.82
솔루엠,정보기술,2022-08-10,매수,20456.13,19211.85,22397.23,25532.84,26976.22
오리온,필수소비재,2022-08-10,매수,99393.95,91367.77,114899.15,138969.67,113958.9
한전KPS,통신서비스,2022-08-10,매수,34583.39,27940.72,29404.51,30827.31,29318.28
현대제철,소재,2022-08-10,매도,30629.17,27701.38,31595.39,33175.16,32664.06
롯데정밀화학,소재,2022-08-10,매도,57662.12,51673.47,53361.34,55993.11,54904.1
SBS,통신서비스,2022-08-09,매수,39812.85,26198.82,33433.1,34876.25,24918.48
셀트리온,기타,2022-08-09,매수,183834.56,159062.55,153197.52,147127.61,136527.88
피에이치에이,정보기술,2022-08-09,매도,6519.19,5640.19,6865.82,8222.04,9314.54
하나투어,기타,2022-08-09,매도,43993.59,43130.96,55293.9,48479.21,41966.43
하이트진로,기타,2022-08-08,매도,28097.89,24339.57,24189.37,21038.26,18906.63
코리아써키트,정보기술,2022-08-08,매도,19202.0,14463.84,13885.29,14234.41,17446.38
신세계푸드,기타,2022-08-08,매도,57510.66,44306.21,46676.96,42238.21,38079.8
진성티이씨,산업재,2022-08-05,매수,9233.6,10330.66,11245.18,10815.19,14114.9
파미셀,정보기술,2022-08-05,매수,13967.37,10338.83,10537.66,9076.3,6779.89
아세아시멘트,기타,2022-08-05,매수,11305.09,8588.22,8689.49,9818.85,9090.83
한진,산업재,2022-08-04,매도,23766.19,17835.79,20143.54,18298.96,18225.54
덴티움,헬스케어,2022-08-03,매수,83957.23,74617.85,110467.59,152039.31,140231.38
DL,소재,2022-08-02,매수,64690.86,57575.8,57753.88,48239.23,35061.46
JB금융지주,금융,2022-08-02,매도,5516.68,5463.42,8226.59,6953.92,7238.87
한세실업,기타,2022-08-02,매도,14081.37,12742.34,14357.01,15497.02,16200.62
LG생활건강,소재,2022-08-01,매수,761860.31,493082.19,724293.88,605684.62,442840.06
호텔신라,기타,2022-08-01,매도,72300.77,64643.05,80251.54,81248.45,71678.09
포스코인터내셔널,기타,2022-07-28,매수,17652.72,17564.01,21823.83,26771.19,61032.75
대웅제약,기타,2022-07-26,매수,188197.23,157078.0,149054.62,106510.09,97882.18
효성티앤씨,소재,2022-07-26,매도,278521.62,243326.27,358931.25,351788.34,311609.47
롯데관광개발,기타,2022-07-25,매도,11400.0,9410.0,14160.0,10930.0,10540.0
파크시스템스,기타,2022-07-22,매도,96579.38,99548.02,110207.85,152900.98,188048.34
이녹스첨단소재,정보기술,2022-07-21,매도,33784.46,28455.07,29291.41,45119.39,37639.71
삼성카드,금융,2022-07-20,매수,23657.42,23773.57,25660.99,25409.41,24235.38
테이팩스,기타,2022-07-15,매도,65128.04,60962.87,48049.62,57967.68,48097.77
솔루스첨단소재,정보기술,2022-07-15,매도,20794.26,13986.61,16591.51,22999.61,17783.71
DB하이텍,정보기술,2022-07-14,매도,39539.29,36401.98,41994.89,72345.75,55452.35
인터로조,헬스케어,2022-07-13,매수,25910.66,23770.41,26979.56,30700.88,31398.62
카카오페이,금융,2022-07-13,매수,67500.0,36350.0,66900.0,54800.0,46250.0
한독,기타,2022-07-11,매도,16621.05,13204.5,16169.34,14429.48,13247.51
현대로템,정보기술,2022-07-08,매수,19125.22,26309.56,26359.11,26210.47,35921.71
우리금융지주,금융,2022-07-07,매도,8651.96,8463.05,9357.36,9210.25,9898.35
심텍,정보기술,2022-07-05,매도,36193.08,30580.25,25213.91,30532.46,33585.71
한화솔루션,소재,2022-07-01,매수,41284.68,50027.32,47706.74,44900.46,41871.43
천보,소재,2022-07-01,매도,205073.3,181921.47,215000.0,241500.0,191600.0
