종목명,섹터,변동일자,매수매도,기준주가,90일후_주가,180일후_주가,270일후_주가,360일후_주가
아세아시멘트,기타,2024-07-09,매도,10209.07,10409.8,10065.55,9575.5,12104.14
세아제강,소재,2024-07-08,매도,116942.3,109170.82,111021.17,174328.66,153293.97
CJ,금융,2024-07-08,매도,108612.34,110052.83,93919.43,128968.82,151791.67
제이에스코퍼레이션,기타,2024-07-05,매수,8506.58,6504.5,6937.74,8262.4,11064.39
LG생활건강,소재,2024-07-04,매수,341750.28,374157.59,300995.56,310187.69,317135.88
NH투자증권,금융,2024-07-04,매수,11712.24,12072.34,12594.49,13487.85,19231.26
피에스케이홀딩스,산업재,2024-07-03,매수,61258.57,43168.14,37163.4,34135.63,34428.64
원텍,헬스케어,2024-07-03,매도,7662.07,6726.47,4328.38,6205.8,11369.02
애경케미칼,소재,2024-07-02,매수,12823.21,10924.88,6736.89,6431.12,10465.37
세아제강지주,금융,2024-07-02,매수,180388.41,171246.09,177439.28,236201.81,206986.08
세아베스틸지주,소재,2024-07-02,매도,18769.15,19000.29,18269.87,17190.68,31126.14
삼성증권,금융,2024-06-28,매수,35050.71,38793.56,42272.21,44362.08,67920.52
자화전자,정보기술,2024-06-27,매수,24500.0,17460.0,12300.0,13310.0,15030.0
LG디스플레이,정보기술,2024-06-27,매수,10750.0,10880.0,9440.0,9160.0,9010.0
풍산,소재,2024-06-27,매도,59112.8,54890.45,48885.35,65263.13,133470.45
파마리서치,헬스케어,2024-06-27,매도,154024.92,191890.2,262789.0,323803.44,485210.06
제이에스코퍼레이션,기타,2024-06-26,매수,8639.14,6614.2,6669.05,8419.64,11597.85
CJ제일제당,필수소비재,2024-06-26,매수,380502.12,302389.0,254802.94,258902.69,233173.78
이마트,기타,2024-06-26,매도,52750.42,58833.35,66151.88,78507.83,81662.24
케이씨텍,기타,2024-06-25,매수,42930.5,31829.48,26573.69,36201.12,26151.72
제일기획,기타,2024-06-25,매도,16322.09,16119.05,16551.6,17063.27,19190.27
DB하이텍,정보기술,2024-06-25,매도,49537.33,36574.74,32382.38,47369.8,46626.55
쿠쿠홈시스,기타,2024-06-25,매도,21157.0,19794.96,18932.33,20103.15,25819.69
티이엠씨,소재,2024-06-25,매도,15251.85,8884.01,7945.29,7615.63,6312.05
영원무역홀딩스,금융,2024-06-24,매수,74184.64,81548.56,79471.8,90304.62,126909.12
제주항공,산업재,2024-06-24,매도,10480.0,8960.0,8460.0,7050.0,7120.0
드림텍,정보기술,2024-06-24,매도,8298.42,7836.87,7026.81,6844.96,5963.92
LX하우시스,기타,2024-06-21,매수,41611.99,37688.16,32989.25,30250.0,31600.0
씨앤씨인터내셔널,소재,2024-06-21,매도,114475.73,90406.47,43344.23,45000.0,33050.0
HL만도,정보기술,2024-06-20,매수,44143.6,32430.06,42013.87,39012.88,32568.69
LX인터내셔널,기타,2024-06-20,매수,26420.69,26955.34,26108.81,24687.05,29240.97
동국제강,소재,2024-06-20,매도,9243.7,7545.5,7664.83,8821.44,9020.63
SBS,통신서비스,2024-06-20,매도,17634.46,14812.95,15204.82,20426.58,26353.72
에스티아이,산업재,2024-06-19,매수,39029.73,18826.68,15385.77,21293.71,19870.81
코미코,산업재,2024-06-19,매수,85847.74,53678.85,35289.76,55862.88,67114.42
농심,필수소비재,2024-06-18,매도,543801.25,375319.97,359782.78,382784.28,385736.34
대한전선,기타,2024-06-17,매수,15650.0,11410.0,12040.0,13010.0,16260.0
오리온,필수소비재,2024-06-17,매수,99236.61,85738.91,96575.09,107527.13,109767.28
유니드,소재,2024-06-13,매도,98318.56,67451.11,59734.24,81023.8,85319.05
동성화인텍,소재,2024-06-13,매도,11450.39,10536.28,12970.69,22453.89,25556.07
한화,소재,2024-06-13,매도,25583.73,26689.79,26497.44,51784.04,91092.38
유한양행,기타,2024-06-11,매도,75070.91,118746.73,108248.69,119860.74,106730.77
토니모리,소재,2024-06-10,매수,11870.51,8834.32,5298.63,8462.14,9322.83
롯데웰푸드,필수소비재,2024-06-10,매수,168013.89,125703.48,99259.47,110687.06,118438.12
대상,필수소비재,2024-06-10,매수,24247.3,18833.31,17639.45,22766.55,21349.4
코스메카코리아,소재,2024-06-10,매도,60042.75,87632.64,47141.01,43302.1,50908.55
셀트리온,기타,2024-06-05,매도,172861.62,178947.67,167683.95,175707.14,154162.66
한국가스공사,에너지 / 유틸리티,2024-06-04,매수,36695.92,47592.93,37301.31,34542.02,40177.57
LS,금융,2024-06-03,매도,165891.45,104634.71,87732.94,111054.29,159696.27
비에이치,정보기술,2024-05-31,매도,25684.82,19906.95,16721.84,15119.24,12036.3
하이브,기타,2024-05-31,매도,199545.67,187074.09,211019.56,250429.84,289090.53
한미약품,기타,2024-05-30,매도,284161.56,294345.59,277469.12,267521.88,305881.59
호텔신라,기타,2024-05-28,매도,56800.0,48350.0,39800.0,41550.0,48250.0
디아이,기타,2024-05-27,매수,18592.67,14593.82,12310.17,17749.2,14082.75
SK이노베이션,에너지 / 유틸리티,2024-05-27,매도,103229.89,104604.98,117471.88,130044.12,84600.0
엠로,정보기술,2024-05-24,매수,71000.0,47550.0,67700.0,75700.0,50300.0
씨에스윈드,소재,2024-05-23,매도,49128.28,61720.39,39350.32,39891.08,47947.42
한화에어로스페이스,정보기술,2024-05-22,매도,219103.05,313393.66,385185.12,572357.5,821283.0
레이,헬스케어,2024-05-22,매도,11920.0,9040.0,6690.0,8280.0,8050.0
솔루엠,정보기술,2024-05-21,매도,25383.53,18554.86,17629.11,17519.61,15638.24
원텍,헬스케어,2024-05-20,매도,8420.4,5643.15,4338.23,5928.75,9234.23
삼양식품,필수소비재,2024-05-17,매도,442635.0,543256.38,538925.12,810376.25,942569.94
태광,소재,2024-05-17,매도,11869.43,13765.84,13053.49,20548.79,17571.41
삼화전기,정보기술,2024-05-10,매수,67467.98,42071.11,35613.46,32193.0,27881.0
LG생활건강,소재,2024-05-10,매수,457631.09,343714.34,330947.81,290684.12,327061.88
리노공업,정보기술,2024-05-10,매도,55582.14,37391.62,34146.09,39969.72,36367.51
칩스앤미디어,정보기술,2024-05-10,매도,19255.37,15021.36,13866.63,18232.46,16950.73
효성중공업,에너지 / 유틸리티,2024-05-09,매수,315035.22,272768.38,442327.12,445589.78,513797.38
테크윙,산업재,2024-05-08,매수,32736.6,40386.74,46496.91,41527.36,35046.5
세방전지,기타,2024-05-03,매수,97534.13,86581.61,63921.21,77778.28,66173.88
크래프톤,정보기술,2024-05-02,매수,240953.69,291524.22,342094.72,360934.72,373825.25
삼성전기,정보기술,2024-05-02,매수,149541.84,155890.78,117406.47,132883.27,120199.4
제이엘케이,정보기술,2024-04-26,매도,10490.0,15100.0,11140.0,8580.0,7200.0
대덕전자,정보기술,2024-04-25,매도,22443.31,22151.84,16234.97,17196.82,14327.84
코스맥스,소재,2024-04-24,매도,126553.29,147290.19,139828.78,165492.39,160966.44
대한유화,소재,2024-04-24,매도,126231.34,115271.72,101767.9,89509.5,85643.64
현대홈쇼핑,기타,2024-04-24,매도,46963.21,43361.18,43634.75,40123.91,46805.64
삼성증권,금융,2024-04-23,매수,32937.1,39189.86,41611.71,41797.25,42652.19
대한해운,산업재,2024-04-23,매도,1785.0,2040.0,1842.0,1733.0,1560.0
피에스케이홀딩스,산업재,2024-04-22,매수,45896.07,55515.57,47571.11,52546.41,33500.78
롯데관광개발,기타,2024-04-22,매수,9720.0,9880.0,9670.0,8050.0,9660.0
CJ,금융,2024-04-19,매수,111493.31,111109.18,105827.41,91422.59,114311.03
하이트진로,기타,2024-04-18,매수,20288.14,19901.7,19563.56,19150.0,19270.0
두산,정보기술,2024-04-09,매수,146882.8,218593.22,168148.64,291292.78,264392.03
주성엔지니어링,산업재,2024-04-08,매수,36078.74,34694.91,27281.46,31240.65,38127.56
키움증권,금융,2024-04-05,매수,112648.06,123152.22,118534.02,108069.69,122011.05
현대위아,정보기술,2024-04-05,매도,53981.98,55521.57,49170.75,37046.46,43512.06
인터로조,헬스케어,2024-04-05,매도,23617.21,23617.21,23617.21,23905.22,23905.22
제이브이엠,산업재,2024-04-04,매수,30236.85,25537.56,19983.85,18577.94,21004.96
서흥,소재,2024-04-04,매도,21541.79,20003.09,16329.45,12394.2,13615.06
한세실업,기타,2024-04-03,매수,19454.17,17731.99,14579.23,12911.73,10582.62
아모텍,정보기술,2024-04-02,매수,7800.0,6400.0,3630.0,3735.0,6650.0
한미사이언스,금융,2024-04-01,매도,36590.9,31583.65,31435.84,28922.27,27582.81
에이비엘바이오,기타,2024-01-04,매수,23750.0,24850.0,24150.0,31000.0,29900.0
유니드,소재,2024-01-04,매도,62878.15,80693.62,94126.69,74120.0,70578.57
해성디에스,정보기술,2024-01-02,매수,58526.37,50247.03,43870.98,27978.46,22967.91
효성중공업,에너지 / 유틸리티,2023-12-28,매수,159139.47,256058.27,356810.53,333219.78,417261.91
호텔신라,기타,2023-12-28,매도,65400.0,60600.0,55000.0,45050.0,38250.0
한화솔루션,소재,2023-12-28,매도,38795.34,26616.55,29317.49,23571.85,15478.85
대동,산업재,2023-12-28,매도,16671.91,13459.0,10216.69,8384.94,9687.73
셀트리온,기타,2023-12-28,매도,183035.3,167320.61,162052.09,186214.56,176131.73
LX인터내셔널,기타,2023-12-22,매수,27141.94,23212.78,25440.5,26955.34,25796.93
솔루스첨단소재,정보기술,2023-12-22,매수,13064.57,13256.27,16298.52,12109.18,9156.7
롯데지주,금융,2023-12-21,매수,24526.49,26240.39,22374.82,22147.43,19919.05
LS,금융,2023-12-21,매수,89268.74,102680.75,138535.97,106100.18,94181.01
씨에스윈드,소재,2023-12-21,매도,63244.55,49605.26,43023.02,65822.36,40161.18
롯데관광개발,기타,2023-12-21,매도,9260.0,8970.0,9860.0,9420.0,8130.0
SK이노베이션,에너지 / 유틸리티,2023-12-21,매도,135446.27,117570.11,101265.48,110694.66,119239.86
에스티팜,기타,2023-12-21,매도,59475.99,86922.29,91481.5,108528.98,88210.77
팬오션,산업재,2023-12-20,매도,3624.17,4029.32,3727.94,3273.54,3190.07
비에이치,정보기술,2023-12-19,매수,20724.23,16692.7,22674.5,17537.54,16984.03
코미코,산업재,2023-12-19,매수,59170.09,57327.86,84791.45,53678.85,34569.56
신세계인터내셔날,기타,2023-12-19,매도,16677.86,14462.67,16741.35,11858.46,9989.0
동국제강,소재,2023-12-18,매수,11336.61,10427.84,9206.98,7490.42,7683.19
에스티아이,산업재,2023-12-18,매수,28601.74,36326.16,34163.3,20153.89,15257.97
큐리언트,기타,2023-12-18,매도,4810.0,4470.0,3570.0,4310.0,4395.0
메드팩토,기타,2023-12-18,매도,6760.0,15850.0,8390.0,6270.0,4330.0
이수페타시스,정보기술,2023-12-15,매수,29677.48,33008.09,48070.52,33604.63,23016.19
풍산,소재,2023-12-15,매수,34424.63,42317.26,54702.8,52920.03,43302.47
한국타이어앤테크놀로지,기타,2023-12-15,매도,39294.97,47909.2,40909.19,36227.36,33818.26
한섬,기타,2023-12-15,매도,17200.7,18209.44,16538.93,14794.59,14240.83
두산테스나,기타,2023-12-15,매도,57689.27,46359.21,41246.2,28142.71,22732.56
하이트진로,기타,2023-12-14,매도,21640.68,19312.37,19950.0,19853.39,19196.44
파미셀,정보기술,2023-12-14,매도,5308.59,6223.18,5686.36,5139.59,5278.77
지누스,기타,2023-12-12,매도,13929.54,12392.85,13092.81,17633.56,22802.48
대한유화,소재,2023-12-07,매수,162646.97,134548.91,143257.89,100495.8,74564.56
종근당,기타,2023-12-05,매수,111426.27,100062.7,96976.66,115025.34,88560.17
우신시스템,산업재,2023-11-29,매수,8779.08,8317.94,7992.33,6689.87,6522.13
롯데쇼핑,기타,2023-11-29,매수,66131.2,69205.67,59899.95,55382.61,51588.04
SK가스,기타,2023-11-29,매도,136263.38,143751.47,158564.48,168086.16,188343.19
동아쏘시오홀딩스,금융,2023-11-29,매도,80773.52,99637.19,91516.57,115718.8,95789.45
한화오션,기타,2023-11-28,매수,25550.0,22950.0,30800.0,32700.0,38150.0
솔루엠,정보기술,2023-11-27,매수,27921.88,28071.19,24786.27,18962.99,19371.11
세아제강지주,금융,2023-11-27,매수,185756.23,214303.39,220201.66,162988.53,169083.41
원텍,헬스케어,2023-11-27,매수,9766.31,8755.25,8095.4,5584.05,4407.17
유한양행,기타,2023-11-17,매도,57709.62,61502.68,73288.22,86559.34,131225.53
한솔케미칼,소재,2023-11-16,매수,175296.28,178383.5,180528.09,152717.02,112122.59
티와이홀딩스,금융,2023-11-16,매도,5450.0,4045.0,3800.0,3765.0,3250.0
쏘카,정보기술,2023-11-15,매도,13262.85,17687.11,20583.71,18857.65,17746.63
효성화학,소재,2023-11-15,매도,88300.0,72300.0,57700.0,46250.0,35800.0
와이솔,정보기술,2023-11-14,매수,5610.7,6169.26,7660.26,5820.42,5416.34
두산밥캣,산업재,2023-11-14,매수,36791.25,43413.68,52252.89,37090.22,37753.39
성광벤드,소재,2023-11-14,매수,11241.09,10991.83,12005.4,15055.96,14485.21
인텍플러스,산업재,2023-11-13,매수,32050.0,32300.0,28300.0,16400.0,12470.0
세아제강,소재,2023-11-10,매도,107813.07,124158.68,124713.79,110281.03,105470.12
POSCO홀딩스,소재,2023-11-09,매도,430591.53,420305.94,384583.59,299601.47,330816.0
HL만도,정보기술,2023-11-09,매도,32546.75,31752.41,37754.39,31558.8,34995.42
클리오,소재,2023-11-08,매수,29349.25,27138.74,32700.74,29967.69,21337.0
효성티앤씨,소재,2023-11-08,매수,332145.34,278428.81,343563.72,251365.7,277970.09
한올바이오파마,기타,2023-11-08,매수,36100.0,33100.0,35850.0,30700.0,44200.0
진에어,산업재,2023-11-08,매수,11370.0,13150.0,13900.0,9810.0,11620.0
S-Oil,에너지 / 유틸리티,2023-11-08,매도,65639.59,68855.52,69950.04,64477.42,58617.8
이마트,기타,2023-11-08,매도,74481.94,76789.31,60924.36,53890.97,61114.45
이노션,기타,2023-11-08,매도,18387.55,18788.65,20193.98,16661.46,18220.69
SKC,소재,2023-11-08,매도,87200.0,81100.0,115300.0,114100.0,143900.0
DL,소재,2023-11-06,매도,45146.97,56271.24,54233.83,52875.56,39729.43
종근당홀딩스,기타,2023-11-06,매도,51851.93,58109.16,58581.59,49510.89,52723.43
씨앤씨인터내셔널,소재,2023-11-03,매수,54791.8,63597.62,79252.43,111540.45,65554.48
피엔에이치테크,소재,2023-10-31,매수,20658.58,20227.2,15261.47,14465.8,6509.13
대덕전자,정보기술,2023-10-26,매수,20868.64,26049.82,22151.84,20937.38,16730.47
멕아이씨에스,헬스케어,2023-10-26,매도,3295.0,3150.0,2665.0,2405.0,2630.0
두산,정보기술,2023-10-26,매도,72350.35,79087.43,131452.67,192381.83,204745.72
CJ,금융,2023-10-25,매수,76913.62,84980.16,117639.37,110629.02,103042.48
하이록코리아,소재,2023-10-24,매수,21921.32,23368.3,24336.22,25211.96,22815.21
금호석유화학,소재,2023-10-23,매수,112002.65,104114.44,118451.83,146741.7,131345.84
한화오션,기타,2023-10-23,매수,24400.0,22250.0,32200.0,30100.0,31350.0
SNT모티브,정보기술,2023-10-23,매도,19405.78,19325.16,20495.02,19857.1,20585.81
삼익THK,산업재,2023-10-17,매도,10359.77,10172.3,13209.25,11941.4,9445.01
삼양식품,필수소비재,2023-10-16,매수,191554.17,203225.47,240400.86,587866.88,524010.19
국도화학,소재,2023-10-12,매수,44575.2,36322.77,33702.01,36000.92,31357.12
와이지엔터테인먼트,기타,2023-10-12,매도,59529.12,44347.96,42516.62,38507.49,37270.1
DB손해보험,금융,2023-10-11,매도,75499.63,66856.59,85583.2,98997.5,102038.07
한미약품,기타,2023-10-10,매수,309247.81,345655.5,306477.94,277965.5,326609.47
제일기획,기타,2023-10-10,매수,17359.72,16586.91,16684.02,16198.5,15810.09
한화에어로스페이스,정보기술,2023-10-06,매도,106141.84,144215.59,248534.8,256165.25,291464.91
드림텍,정보기술,2023-10-04,매수,12461.86,12103.82,10295.31,8788.22,8062.93
두산밥캣,산업재,2023-10-04,매수,44195.5,45529.18,50200.11,48695.72,38463.94
씨에스윈드,소재,2023-10-04,매도,47291.4,67253.28,54470.39,44310.85,65822.36
한화솔루션,소재,2023-10-04,매도,27150.62,37911.39,28531.76,26027.25,25388.85
CJ,금융,2023-09-26,매수,84136.0,91076.98,106459.71,112357.59,119656.04
동성화인텍,소재,2023-09-26,매수,11477.66,11402.27,11681.32,11748.67,11334.92
롯데관광개발,기타,2023-09-26,매수,14030.0,9220.0,9150.0,9660.0,9430.0
농심,필수소비재,2023-09-26,매도,441719.34,392799.28,358811.72,492334.34,370950.12
클리오,소재,2023-09-25,매수,27124.39,29727.95,27090.79,39365.56,29056.67
메리츠금융지주,금융,2023-09-25,매수,55645.39,56215.13,83669.95,75659.0,94054.52
피엔에이치테크,소재,2023-09-22,매수,22048.6,23438.62,17734.75,16018.79,8704.41
와이지엔터테인먼트,기타,2023-09-22,매도,65334.44,52149.48,43803.5,39992.36,32568.03
심텍,정보기술,2023-09-20,매수,37525.39,36146.5,28532.86,35703.16,17723.01
티와이홀딩스,금융,2023-09-20,매도,6730.0,4670.0,3550.0,3405.0,3415.0
S-Oil,에너지 / 유틸리티,2023-09-19,매수,77813.11,66321.31,77910.22,66566.96,59515.01
두산,정보기술,2023-09-19,매도,115799.62,89534.77,158174.84,216615.0,157367.34
비에이치,정보기술,2023-09-18,매수,21443.82,21108.01,16692.7,22140.41,18673.69
해성디에스,정보기술,2023-09-18,매수,58752.47,52484.3,45441.2,42158.02,26027.58
동국제강,소재,2023-09-15,매수,10730.76,10987.79,10538.0,9225.34,7407.81
한미반도체,산업재,2023-09-14,매도,52973.73,57700.01,97023.2,158243.75,96528.7
파마리서치,헬스케어,2023-09-13,매수,121005.25,103900.3,87859.29,129668.87,180254.52
두산테스나,기타,2023-09-13,매수,51851.07,55413.36,45963.4,41444.73,28936.86
올릭스,기타,2023-09-13,매수,19970.0,13230.0,17060.0,14170.0,16980.0
SBS,통신서비스,2023-09-13,매도,29055.53,24245.01,24002.46,18751.31,14920.71
동아쏘시오홀딩스,금융,2023-09-13,매도,88616.48,87895.3,108122.77,92611.48,110208.37
한화시스템,정보기술,2023-09-12,매수,12637.8,15686.3,17651.39,17082.31,16886.07
화신,정보기술,2023-09-11,매수,11071.95,10550.58,11152.05,10413.69,8045.2
코스모신소재,소재,2023-09-11,매도,145900.0,153500.0,167600.0,165200.0,111800.0
하나머티리얼즈,정보기술,2023-09-08,매수,45891.35,48386.51,47550.63,48876.95,32568.25
호텔신라,기타,2023-09-08,매수,87828.09,64201.23,59200.0,56800.0,47050.0
하나마이크론,정보기술,2023-09-08,매수,24442.43,22391.61,22682.39,17776.95,12105.07
대양전기공업,기타,2023-09-08,매도,11131.74,11624.29,12757.17,15170.69,12018.34
삼양식품,필수소비재,2023-09-07,매수,189581.42,211084.42,188553.59,581918.81,486225.78
피에이치에이,정보기술,2023-09-07,매도,8061.93,8372.73,11201.07,11954.9,9703.09
이노션,기타,2023-09-07,매도,17310.89,18915.32,18493.1,19268.05,17516.8
HL홀딩스,금융,2023-09-07,매도,29734.18,27985.11,29563.54,31597.12,31190.29
DL,소재,2023-09-06,매도,36536.23,45955.72,45987.18,52390.46,44774.44
덕산네오룩스,정보기술,2023-09-05,매수,45600.0,44550.0,40000.0,44750.0,33700.0
아세아제지,소재,2023-09-05,매도,6736.32,7560.82,9204.32,7679.68,7237.35
국도화학,소재,2023-09-04,매수,50381.58,35106.32,36506.68,32736.47,30483.54
인탑스,정보기술,2023-09-04,매수,28215.26,25888.23,29438.85,22896.89,23383.61
태광,소재,2023-09-04,매도,19400.38,14407.63,12312.25,11185.95,13140.12
한솔케미칼,소재,2023-09-04,매도,164587.48,196810.34,172787.91,184919.33,136127.94
현대백화점,기타,2023-08-30,매수,65308.68,47868.3,49742.39,47840.19,44844.24
한세실업,기타,2023-08-30,매수,17349.54,19460.34,19226.37,18451.84,15745.57
포스코인터내셔널,기타,2023-08-30,매도,74164.05,53264.95,52617.64,43802.59,51150.12
와이지엔터테인먼트,기타,2023-08-29,매수,77633.84,52936.64,41675.2,43853.0,35141.8
유니드,소재,2023-08-29,매도,53416.88,70353.93,74786.89,105940.15,77835.52
디와이파워,산업재,2023-08-25,매수,11518.64,11482.36,12541.59,12400.99,11576.13
솔루엠,정보기술,2023-08-25,매수,30659.32,28369.82,27324.62,25383.53,18554.86
파마리서치,헬스케어,2023-08-25,매수,137621.48,110449.05,93282.7,134007.61,179071.22
LX인터내셔널,기타,2023-08-24,매수,26455.89,25769.84,25173.17,29316.72,26554.36
하나투어,기타,2023-08-24,매도,41578.25,47357.8,54517.54,56106.5,43622.8
POSCO홀딩스,소재,2023-08-22,매도,521200.62,441344.62,415630.69,379380.12,314843.56
한국앤컴퍼니,금융,2023-08-22,매도,9440.31,11059.63,15863.68,13526.82,15319.89
제일기획,기타,2023-08-18,매수,15907.51,17067.61,16436.84,16869.39,15351.06
한전KPS,통신서비스,2023-08-18,매도,28326.63,29792.55,31233.68,32930.67,37792.3
경동나비엔,기타,2023-08-17,매도,47877.13,47345.16,48805.61,52868.66,64617.26
케이씨,기타,2023-08-16,매도,17349.21,14760.2,22579.3,21561.78,20447.35
한독,기타,2023-08-11,매도,13238.05,11744.04,13560.58,13231.95,13260.95
코스모화학,소재,2023-08-11,매도,45560.39,36700.0,30500.0,31500.0,17220.0
세아제강지주,금융,2023-08-10,매수,193163.11,183612.16,201523.83,232981.22,171934.23
성광벤드,소재,2023-08-09,매수,16419.57,13184.23,10716.3,11287.05,12182.53
메드팩토,기타,2023-08-07,매도,12559.73,7830.0,11220.0,9330.0,7850.0
HL만도,정보기술,2023-08-04,매도,42553.8,31927.27,34075.76,38141.62,38577.25
LS,금융,2023-08-04,매도,108082.37,76502.35,89003.01,134921.14,114502.23
SNT모티브,정보기술,2023-08-03,매도,21427.68,17735.53,19550.13,20742.48,19834.33
아모텍,정보기술,2023-08-03,매도,11080.0,7030.0,8020.0,7330.0,5720.0
LG전자,정보기술,2023-07-31,매수,104906.52,99777.32,91996.9,88582.38,107993.28
세아베스틸지주,소재,2023-07-28,매수,24684.36,17984.32,18584.23,19555.05,18538.0
파미셀,정보기술,2023-07-28,매도,6501.54,6064.12,5636.65,5746.01,5189.3
유한양행,기타,2023-07-27,매수,64361.22,53962.25,59620.96,70911.31,95571.8
현대백화점,기타,2023-07-27,매수,52506.7,50651.34,44891.79,47554.87,44749.13
오리온,필수소비재,2023-07-27,매도,109163.59,112548.51,88115.27,87925.16,86214.17
파크시스템스,기타,2023-07-26,매수,180999.03,153397.41,186891.64,145293.81,163206.77
한화,소재,2023-07-25,매수,31193.7,21247.21,22265.54,25679.91,28036.3
케이씨텍,기타,2023-07-25,매도,21364.85,20974.62,31927.72,34874.89,42341.07
하이트진로,기타,2023-07-25,매도,18220.8,19184.67,20481.36,20336.44,19756.78
인터로조,헬스케어,2023-07-24,매도,31398.62,27677.3,26510.08,23617.21,23617.21
이녹스첨단소재,정보기술,2023-07-20,매수,46567.07,28953.62,28891.22,28404.83,33365.95
대웅제약,기타,2023-07-20,매도,96493.78,106410.92,110377.78,111766.18,121484.98
삼성중공업,기타,2023-07-17,매수,8470.0,7820.0,7350.0,8910.0,9830.0
유진테크,산업재,2023-07-17,매도,33378.94,40094.23,42188.31,47945.77,47945.77
인텍플러스,산업재,2023-07-14,매수,41350.0,31550.0,30200.0,35900.0,22550.0
대한항공,산업재,2023-07-12,매수,23534.08,18663.39,21332.95,19876.29,21332.95
이마트,기타,2023-07-12,매도,71436.21,64975.57,64975.57,60354.08,54936.48
강원랜드,기타,2023-07-12,매도,14380.89,12229.15,13473.23,13543.64,12267.59
효성중공업,에너지 / 유틸리티,2023-07-11,매수,130278.22,157475.97,171721.22,291935.91,305205.72
대한유화,소재,2023-07-11,매도,128814.84,129300.93,143062.19,138952.33,124176.41
JB금융지주,금융,2023-07-11,매도,6968.89,8715.33,8976.88,11237.52,14363.7
콘텐트리중앙,통신서비스,2023-07-11,매도,15540.0,12020.0,14940.0,14220.0,11190.0
하이록코리아,소재,2023-07-07,매수,25021.31,22718.47,25073.68,23829.21,25442.41
한국콜마,소재,2023-07-06,매수,44266.14,47987.21,52303.76,50348.48,65501.9
현대로템,정보기술,2023-07-04,매도,37507.23,26359.11,26611.29,37802.96,40588.44
LG생활건강,소재,2023-06-30,매도,446242.81,425826.47,344205.38,373175.56,353534.75
코스모신소재,소재,2023-06-30,매도,184077.83,142000.0,148800.0,168200.0,146600.0
해성디에스,정보기술,2023-06-29,매수,55945.83,52577.85,49771.2,45298.46,42443.51
세아제강,소재,2023-06-29,매수,134875.45,120733.18,123788.61,129524.7,117682.45
씨에스윈드,소재,2023-06-29,매수,81138.59,51599.22,62960.52,48555.91,43166.11
와이지엔터테인먼트,기타,2023-06-29,매도,77141.87,61792.21,49050.03,45139.88,38457.99
대상,필수소비재,2023-06-29,매도,15183.82,16644.31,18879.58,18074.42,25542.96
이수페타시스,정보기술,2023-06-28,매수,25168.88,25862.51,28339.76,37382.66,51798.85
LX인터내셔널,기타,2023-06-28,매수,29586.0,24354.85,27356.33,23034.57,26197.92
원익머트리얼즈,소재,2023-06-28,매도,29732.26,24649.0,28917.02,32917.21,31760.53
에스티팜,기타,2023-06-27,매도,76679.79,74811.95,60459.06,91283.27,91977.06
대덕전자,정보기술,2023-06-23,매수,28928.25,24850.47,26529.56,21876.09,21714.63
피에스케이,산업재,2023-06-23,매도,20662.08,18292.57,19240.38,25701.07,31922.93
엠씨넥스,기타,2023-06-22,매도,27929.97,24973.22,27566.06,23306.89,20985.49
두산밥캣,산업재,2023-06-21,매수,49882.92,51231.83,43321.7,46724.89,49733.56
콘텐트리중앙,통신서비스,2023-06-21,매도,17530.0,14800.0,16310.0,13620.0,12040.0
효성중공업,에너지 / 유틸리티,2023-06-20,매수,95337.34,179834.28,169477.84,241805.48,368114.47
한국콜마,소재,2023-06-20,매수,42284.8,50645.11,52288.18,43993.82,66479.55
하이록코리아,소재,2023-06-20,매수,21567.04,23958.46,24755.6,24658.86,25073.68
두산,정보기술,2023-06-20,매도,97345.88,128004.47,89534.77,158174.84,214142.23
씨앤씨인터내셔널,소재,2023-06-19,매수,46817.64,67707.02,63793.31,66337.22,99016.61
비나텍,기타,2023-06-16,매수,62963.7,50370.96,40243.93,42672.21,49560.8
삼성SDI,기타,2023-06-16,매도,722541.12,580418.19,426865.75,457682.25,391445.31
동국제강,소재,2023-06-16,매도,13622.29,9922.97,10795.02,10675.69,9344.67
후성,소재,2023-06-16,매도,13700.0,11800.0,11750.0,8770.0,7590.0
효성,금융,2023-06-16,매도,68101.2,67048.64,70522.12,63523.41,65064.71
이오테크닉스,산업재,2023-06-15,매수,101530.18,151158.38,140679.11,183448.64,196537.95
하나마이크론,정보기술,2023-06-15,매수,17201.78,22977.56,23396.09,22766.24,18992.83
한전KPS,통신서비스,2023-06-15,매도,28800.9,28369.75,31215.35,34444.2,33389.31
솔루엠,정보기술,2023-06-14,매수,27225.08,29415.03,27523.71,27374.39,23342.89
레이,헬스케어,2023-06-14,매수,39300.0,23800.0,21900.0,15600.0,11120.0
아모레퍼시픽,소재,2023-06-14,매도,100078.8,123953.47,124148.38,112614.18,172747.0
대웅제약,기타,2023-06-14,매도,110080.27,107105.12,109981.09,118311.49,106311.76
이녹스첨단소재,정보기술,2023-06-13,매수,41210.65,33344.92,30015.25,31809.52,31906.8
이마트,기타,2023-06-13,매도,74389.64,66359.98,67929.01,64883.27,56932.43
현대그린푸드,기타,2023-06-13,매도,11726.16,10735.34,10135.4,10898.16,11356.54
하나머티리얼즈,정보기술,2023-06-12,매수,49316.08,45353.18,47848.34,49122.55,51382.2
호텔신라,기타,2023-06-12,매도,73871.3,89622.53,64600.0,57900.0,56400.0
