종목명,섹터,변동일자,매수매도,90일_수익률,90일_시장수익률,90일_초과수익률,180일_수익률,180일_시장수익률,180일_초과수익률,270일_수익률,270일_시장수익률,270일_초과수익률,360일_수익률,360일_시장수익률,360일_초과수익률
LS,금융,2023-08-04,매도,-0.2975133331111841,-0.06960962357527187,-0.22790370953591224,-0.11415541518068215,-0.010219800659764982,-0.10393561452091717,0.17148430562541891,0.028365541954563842,0.14311876367085508,-0.003876817615153605,0.02819651575278239,-0.032073333367936
SNT모티브,정보기술,2023-08-03,매도,-0.1620512970169138,-0.061959989980956136,-0.10009130703595764,-0.03827645308957257,-0.005404117834525914,-0.03287233525504665,-0.03827645653716867,0.02734331258339247,-0.06561976912056114,-0.09561381544104136,0.027174454399247653,-0.12278826984028901
아모텍,정보기술,2023-08-03,매도,-0.2815884476534296,-0.061959989980956136,-0.21962845767247346,-0.2933212996389892,-0.005404117834525914,-0.28791718180446324,-0.2870036101083033,0.02734331258339247,-0.31434692269169573,-0.490072202166065,0.027174454399247653,-0.5172466565653127
LG전자,정보기술,2023-07-31,매수,-0.06457557375860085,-0.1003730114156962,0.03579743765709535,-0.09515986516269878,-0.006560111760607947,-0.08859975340209084,-0.14909681857350215,0.019399153189339415,-0.16849597176284156,-0.028492706266062946,0.05246179002449029,-0.08095449629055324
세아베스틸지주,소재,2023-07-28,매수,-0.20714293287580685,-0.11760826958578595,-0.0895346632900209,-0.18344943063568286,-0.04198488179961229,-0.14146454883607057,-0.16846697452223755,0.030333651918969112,-0.19880062644120666,-0.2823344708460957,0.04737909104157847,-0.32971356188767414
파미셀,정보기술,2023-07-28,매도,-0.051987717745469536,-0.11760826958578595,0.06562055184031641,-0.1207950795879429,-0.04198488179961229,-0.07881019778833062,-0.11009170384550826,0.030333651918969112,-0.14042535576447737,-0.18960250229325312,0.04737909104157847,-0.2369815933348316
유한양행,기타,2023-07-27,매수,-0.16448314906249348,-0.1251320415189355,-0.03935110754355797,-0.07211203951913978,-0.03961892531658554,-0.032493114202554234,0.09253813559116296,0.02017044959094086,0.0723676860002221,0.4726181672872688,0.04919323639880936,0.42342493088845945
현대백화점,기타,2023-07-27,매수,-0.05653713507072089,-0.1251320415189355,0.06859490644821462,-0.07257199491076807,-0.03961892531658554,-0.03295306959418253,-0.07981749946472601,0.02017044959094086,-0.09998794905566687,-0.15046139205163866,0.04919323639880936,-0.199654628450448
오리온,필수소비재,2023-07-27,매도,0.03186916998140692,-0.1251320415189355,0.1570012115003424,-0.20326365079477543,-0.03961892531658554,-0.1636447254781899,-0.19803906693938428,0.02017044959094086,-0.21820951653032514,-0.23199840319944098,0.04919323639880936,-0.28119163959825033
파크시스템스,기타,2023-07-26,매수,-0.2161272113272025,-0.10870791360618977,-0.10741929772101273,-0.004831431662654933,-0.04389824102844267,0.039066809365787734,-0.17472487980554452,0.0246763443550841,-0.1994012241606286,-0.04881681859830396,0.053827319176211426,-0.10264413777451539
한화,소재,2023-07-25,매수,-0.3368263762684962,-0.12655223568239105,-0.21027414058610516,-0.2677170590141301,-0.05989087817878421,-0.2078261808353459,-0.17521810386524472,0.007536665635701282,-0.18275476950094602,-0.03492817529079733,0.028139984109551493,-0.06306815940034882
케이씨텍,기타,2023-07-25,매도,-0.06621016337800732,-0.12655223568239105,0.06034207230438372,0.4461233098356374,-0.05989087817878421,0.5060141880144217,0.7105177129053597,0.007536665635701282,0.7029810472696584,0.843864649188339,0.028139984109551493,0.8157246650787875
하이트진로,기타,2023-07-25,매도,0.07070205433565047,-0.12655223568239105,0.1972542900180415,0.1638309366977345,-0.05989087817878421,0.2237218148765187,0.10815783942010822,0.007536665635701282,0.10062117378440694,0.06574034164889869,0.028139984109551493,0.0376003575393472
인터로조,헬스케어,2023-07-24,매도,-0.09037039156586223,-0.12391715790679182,0.033546766340929596,-0.1360578548459685,-0.05705469179792539,-0.07900316304804311,-0.24782655538092774,3.4273106877572285e-05,-0.2478608284878053,-0.24782655538092774,0.049525754010673335,-0.29735230939160107
이녹스첨단소재,정보기술,2023-07-20,매수,-0.3948185874373069,-0.08334646255561454,-0.3114721248816924,-0.38897877565886774,-0.05225687105876865,-0.3367219046000991,-0.40360149213541957,-0.0032188972166862493,-0.40038259491873335,-0.3137761226456799,0.07508181273779306,-0.38885793538347296
대웅제약,기타,2023-07-20,매도,0.04727644365682892,-0.08334646255561454,0.13062290621244346,0.1644398392253905,-0.05225687105876865,0.21669671028415916,0.10483033841637314,-0.0032188972166862493,0.10804923563305939,0.21479962601216854,0.07508181273779306,0.1397178132743755
삼성중공업,기타,2023-07-17,매수,-0.13105076741440377,-0.09316533027873235,-0.037885437135671426,-0.11216056670602124,-0.05584574637862734,-0.056314820327393905,0.12632821723730814,0.005994635804457808,0.12033358143285033,0.29043683589138136,0.08563957199789997,0.2047972638934814
유진테크,산업재,2023-07-17,매도,0.21449702393525857,-0.09316533027873235,0.3076623542139909,0.29812014219296223,-0.05584574637862734,0.35396588857158956,0.5226519390034509,0.005994635804457808,0.5166573031989931,0.39477266788133286,0.08563957199789997,0.3091330958834329
인텍플러스,산업재,2023-07-14,매수,-0.23579201934703747,-0.06304453376461158,-0.1727474855824259,-0.3422007255139057,-0.04973174999398543,-0.29246897551992024,-0.13784764207980654,0.016029327713662056,-0.1538769697934686,-0.4740024183796856,0.08701439977290454,-0.5610168181525901
대한항공,산업재,2023-07-12,매수,-0.23481623390548678,-0.05378448221339301,-0.18103175169209376,-0.08753969476444066,-0.019291387972353257,-0.0682483067920874,-0.1813813379666853,0.04159679455432284,-0.22297813252100812,-0.11748919950523874,0.10963523509695997,-0.22712443460219872
이마트,기타,2023-07-12,매도,-0.11369503208391578,-0.05378448221339301,-0.059910549870522765,-0.11111105035371377,-0.019291387972353257,-0.09181966238136051,-0.1897261378841591,0.04159679455432284,-0.23132293243848193,-0.22431911774436,0.10963523509695997,-0.33395435284131997
강원랜드,기타,2023-07-12,매도,-0.13344888384023174,-0.05378448221339301,-0.07966440162683872,-0.06617493868679321,-0.019291387972353257,-0.04688355071443995,-0.08147350266300611,0.04159679455432284,-0.12307029721732896,-0.12798115011053898,0.10963523509695997,-0.23761638520749895
효성중공업,에너지 / 유틸리티,2023-07-11,매수,0.3060920758955008,-0.041498732988572075,0.3475908088840729,0.36564499102041953,-0.01461076591476777,0.3802557569351873,1.5577548817998403,0.04656801727217113,1.5111868645276691,1.8935074766671232,0.12833615298992687,1.7651713236771962
대한유화,소재,2023-07-11,매도,0.018867924528301886,-0.041498732988572075,0.060366657516873964,0.05514904508045099,-0.01461076591476777,0.06975981099521876,0.07717884803163455,0.04656801727217113,0.03061083075946342,-0.026133136830358495,0.12833615298992687,-0.15446928982028538
JB금융지주,금융,2023-07-11,매도,0.2953994068225912,-0.041498732988572075,0.3368981398111633,0.29539954695427295,-0.01461076591476777,0.31001031286904074,0.5544748288098706,0.04656801727217113,0.5079068115376996,0.8856756614163293,0.12833615298992687,0.7573395084264024
콘텐트리중앙,통신서비스,2023-07-11,매도,-0.21171171171171171,-0.041498732988572075,-0.17021297872313965,-0.10296010296010295,-0.01461076591476777,-0.08834933704533518,-0.09202059202059203,0.04656801727217113,-0.13858860929276315,-0.3056628056628057,0.12833615298992687,-0.4339989586527325
하이록코리아,소재,2023-07-07,매수,-0.09380535076701414,-0.030327929994809363,-0.06347742077220478,-0.016327800575618705,0.013666004341892538,-0.029993804917511243,-0.08448500778086682,0.07556860279103995,-0.16005361057190676,-0.029222433908095997,0.13278928912234947,-0.16201172303044548
한국콜마,소재,2023-07-06,매수,0.034934373349273844,-0.06013009423370126,0.0950644675829751,0.18599181636855128,0.004510454260152557,0.1814813621083987,0.11973526960899594,0.06177699692203782,0.05795827268695812,0.37371869885395803,0.11968123207116636,0.25403746678279165
현대로템,정보기술,2023-07-04,매도,-0.28005277941779755,-0.07117547611144134,-0.2088773033063562,-0.27591443315611053,-0.0058727958187184985,-0.270041637337392,-0.010681587402427657,0.04661991802449926,-0.05730150542692691,0.010537031926139234,0.08931823714828137,-0.07878120522214213
LG생활건강,소재,2023-06-30,매도,-0.04575165046437376,-0.06184585383762099,0.016094203373247233,-0.22095658550218844,0.041153863108239125,-0.26211044861042754,-0.10872156904487958,0.07159127553449676,-0.18031284457937635,-0.2396624903386042,0.09107431185139972,-0.3307368021900039
코스모신소재,소재,2023-06-30,매도,-0.2285871609503487,-0.06184585383762099,-0.16674130711272772,-0.21609244595165716,0.041153863108239125,-0.2572463090598963,-0.12971593791722438,0.07159127553449676,-0.20130721345172115,-0.21663569442986114,0.09107431185139972,-0.3077100062812609
해성디에스,정보기술,2023-06-29,매수,-0.06020060841504662,-0.0333134448048336,-0.026887163610213018,-0.057636325208867314,0.041278111136152616,-0.09891443634501992,-0.10866692193592406,0.07710130186248154,-0.1857682237984056,-0.22348558161592144,0.09717572682965686,-0.3206613084455783
세아제강,소재,2023-06-29,매수,-0.10485431640695368,-0.0333134448048336,-0.07154087160212008,-0.056134484719641234,0.041278111136152616,-0.09741259585579384,-0.06779564804520467,0.07710130186248154,-0.1448969499076862,-0.1322748684000019,0.09717572682965686,-0.22945059522965877
씨에스윈드,소재,2023-06-29,매수,-0.36406067357742444,-0.0333134448048336,-0.33074722877259083,-0.17465784816488764,0.041278111136152616,-0.21593595930104026,-0.40391960515090886,0.07710130186248154,-0.4810209070133904,-0.41802803651930437,0.09717572682965686,-0.5152037633489612
와이지엔터테인먼트,기타,2023-06-29,매도,-0.19897966004196813,-0.0333134448048336,-0.16566621523713454,-0.3468345506690747,0.041278111136152616,-0.3881126618052273,-0.3955974482892722,0.07710130186248154,-0.4726987501517537,-0.48285717295012165,0.09717572682965686,-0.5800328997797786
대상,필수소비재,2023-06-29,매도,0.09618769369573095,-0.0333134448048336,0.12950113850056455,0.26473463918005824,0.041278111136152616,0.22345652804390562,0.18245078248798288,0.07710130186248154,0.10534948062550134,0.715772590390698,0.09717572682965686,0.618596863561041
이수페타시스,정보기술,2023-06-28,매수,0.0984251928786998,-0.03865543322134545,0.13708062610004526,0.16333227718660204,0.03552392372332195,0.1278083534632801,0.6709323044089587,0.07114915258820355,0.5997831518207551,1.318764173299012,0.0911126446526024,1.2276515286464096
LX인터내셔널,기타,2023-06-28,매수,-0.17246384398555245,-0.03865543322134545,-0.133808410764207,-0.11451638638495176,0.03552392372332195,-0.1500403101082737,-0.18680070123960657,0.07114915258820355,-0.2579498538278101,-0.08138595165365375,0.0911126446526024,-0.17249859630625614
원익머트리얼즈,소재,2023-06-28,매도,-0.15967741267984317,-0.03865543322134545,-0.12102197945849771,-0.02579840305266027,0.03552392372332195,-0.06132232677598222,0.19465314109600138,0.07114915258820355,0.12350398850779783,0.0909112885526473,0.0911126446526024,-0.0002013560999550995
에스티팜,기타,2023-06-27,매도,-0.020512861266714574,-0.045060928050112296,0.024548066783397722,-0.12364437251834232,0.028624167519674185,-0.1522685400380165,0.14779318173088513,0.06401202341012655,0.08378115832075858,0.12323447763135922,0.07851203206394024,0.044722445567418986
대덕전자,정보기술,2023-06-23,매수,-0.13101163202467853,-0.04086612400530819,-0.09014550801937034,-0.10447763914831043,0.01264152717787279,-0.11711916632618322,-0.21061361065378278,0.06516087480633373,-0.2757744854601165,-0.26951377887033956,0.08332745962099831,-0.35284123849133786
피에스케이,산업재,2023-06-23,매도,-0.11605500112298119,-0.04086612400530819,-0.075188877117673,-0.06651375973344888,0.01264152717787279,-0.07915528691132166,0.2902031045703444,0.06516087480633373,0.22504222976401064,0.630705557357871,0.08332745962099831,0.5473780977368727
엠씨넥스,기타,2023-06-22,매도,-0.1400650832561488,-0.05040289275160147,-0.08966219050454732,-0.00814334343159853,0.0022400658145229646,-0.010383409246121494,-0.17549766103770276,0.059706253744542324,-0.2352039147822451,-0.24032761623552654,0.0734703559321316,-0.31379797216765815
두산밥캣,산업재,2023-06-21,매수,-0.03196281667711561,-0.033636206885468686,0.0016733902083530747,-0.09004492238308677,0.006536022472853306,-0.09658094485594007,-0.03380658739457539,0.064248530881456,-0.09805511827603139,0.0026173787559432135,0.07807163089646765,-0.07545425214052444
콘텐트리중앙,통신서비스,2023-06-21,매도,-0.2104962920707359,-0.033636206885468686,-0.1768600851852672,-0.09526525955504848,0.006536022472853306,-0.10180128202790178,-0.2053622361665716,0.064248530881456,-0.2696107670480276,-0.3166001140901312,0.07807163089646765,-0.39467174498659885
효성중공업,에너지 / 유틸리티,2023-06-20,매수,0.8700507466128293,-0.03715292757226508,0.9072036741850944,0.6842639118872221,-0.002072970861160157,0.6863368827483823,1.464143154828754,0.055145917260551854,1.408997237568202,2.680749417836123,0.07782225779123728,2.602927160044886
한국콜마,소재,2023-06-20,매수,0.13371428803697102,-0.03715292757226508,0.1708672156092361,0.2091428398282923,-0.002072970861160157,0.21121581068945244,0.06469320570669053,0.055145917260551854,0.009547288446138676,0.562937255448268,0.07782225779123728,0.4851149976570307
하이록코리아,소재,2023-06-20,매수,0.14168364527546098,-0.03715292757226508,0.17883657284772606,0.13347026101839965,-0.002072970861160157,0.1355432318795598,0.14335839598997493,0.055145917260551854,0.08821247872942309,0.1732780913439878,0.07782225779123728,0.09545583355275053
두산,정보기술,2023-06-20,매도,0.1494484109617823,-0.03715292757226508,0.18660133853404737,-0.07723169468277301,-0.002072970861160157,-0.07515872382161286,0.47442323294200694,0.055145917260551854,0.4192773156814551,1.1693254899531103,0.07782225779123728,1.091503232161873
씨앤씨인터내셔널,소재,2023-06-19,매수,0.2518286753414491,-0.03884656723031232,0.2906752425717614,0.32915363509428,-0.0038283158591205214,0.3329819509534005,0.47126445988278154,0.05570419905034489,0.41556026083243663,1.4346917874081742,0.07197933631921824,1.362712451088956
비나텍,기타,2023-06-16,매수,-0.13706292552268154,-0.025154352726430178,-0.11190857279625135,-0.34685315310050324,-0.021799149735068576,-0.32505400336543466,-0.34650349724103163,0.0228693261589053,-0.36937282339993693,-0.27895105227429545,0.050510467645712286,-0.3294615199200077
삼성SDI,기타,2023-06-16,매도,-0.22558456447721228,-0.025154352726430178,-0.2004302117507821,-0.3803301248077748,-0.021799149735068576,-0.3585309750727062,-0.3879330224975084,0.0228693261589053,-0.4108023486564137,-0.4713340711229413,0.050510467645712286,-0.5218445387686536
동국제강,소재,2023-06-16,매도,-0.18867931291375062,-0.025154352726430178,-0.16352496018732043,-0.12196771662710414,-0.021799149735068576,-0.10016856689203556,-0.23450137688672695,0.0228693261589053,-0.25737070304563225,-0.3126685264118295,0.050510467645712286,-0.3631789940575418
후성,소재,2023-06-16,매도,-0.20145985401459854,-0.025154352726430178,-0.17630550128816835,-0.12408759124087591,-0.021799149735068576,-0.10228844150580733,-0.37518248175182484,0.0228693261589053,-0.39805180791073014,-0.41824817518248175,0.050510467645712286,-0.468758642828194
효성,금융,2023-06-16,매도,-0.006182434827578532,-0.025154352726430178,0.018971917898851644,0.03091194469994909,-0.021799149735068576,0.05271109443501766,-0.0672204419112456,0.0228693261589053,-0.0900897680701509,-0.044587880124180995,0.050510467645712286,-0.09509834776989329
이오테크닉스,산업재,2023-06-15,매수,0.3924049522528823,-0.018910991353895054,0.41131594360677737,0.44109059936996875,-0.015978260259177243,0.457068859629146,0.7433549430307168,0.022349685247337752,0.7210052577833791,0.9308755409317565,0.05745738250825021,0.8734181584235063
하나마이크론,정보기술,2023-06-15,매수,0.3625304022987266,-0.018910991353895054,0.38144139365262164,0.45255470142930115,-0.015978260259177243,0.4685329616884784,0.3502923479944846,0.022349685247337752,0.32794266274714684,0.06755978073216672,0.05745738250825021,0.010102398223916509
한전KPS,통신서비스,2023-06-15,매도,0.019461061499745594,-0.018910991353895054,0.03837205285364065,0.07485029391916934,-0.015978260259177243,0.09082855417834658,0.18797921695834569,0.022349685247337752,0.16562953171100794,0.17046205285180546,0.05745738250825021,0.11300467034355526
솔루엠,정보기술,2023-06-14,매수,0.06946978956311747,-0.016937285649407257,0.08640707521252473,0.042047489106112605,-0.021198290191644997,0.0632457792977576,0.0,0.018235414092346653,-0.018235414092346653,-0.19378432352010033,0.053201826440432254,-0.24698614996053259
레이,헬스케어,2023-06-14,매수,-0.39185750636132316,-0.016937285649407257,-0.3749202207119159,-0.4491094147582697,-0.021198290191644997,-0.4279111245666247,-0.5597964376590331,0.018235414092346653,-0.5780318517513797,-0.6946564885496184,0.053201826440432254,-0.7478583149900506
아모레퍼시픽,소재,2023-06-14,매도,0.24926969649303654,-0.016937285649407257,0.2662069821424438,0.30963976354257106,-0.021198290191644997,0.33083805373421604,0.10859201949089331,0.018235414092346653,0.09035660539854666,0.8290297192384188,0.053201826440432254,0.7758278927979866
대웅제약,기타,2023-06-14,매도,-0.02342346216972076,-0.016937285649407257,-0.006486176520313504,-0.018018031444952738,-0.021198290191644997,0.0031802587466922584,0.01711712632415807,0.018235414092346653,-0.0011182877681885847,-0.0657657189633076,0.053201826440432254,-0.11896754540373985
이녹스첨단소재,정보기술,2023-06-13,매수,-0.18501162946545785,-0.0139009164516976,-0.17111071301376024,-0.23770484266903863,-0.02819988777462524,-0.2095049548944134,-0.26707170580422024,0.010951737998636378,-0.2780234438028566,-0.18681541587918096,0.04432985597558473,-0.2311452718547657
이마트,기타,2023-06-13,매도,-0.0905707216877686,-0.0139009164516976,-0.076669805236071,-0.08932989451446217,-0.02819988777462524,-0.061130006739836935,-0.1277916510972525,0.010951737998636378,-0.13874338909588887,-0.25639288614750483,0.04432985597558473,-0.3007227421230896
현대그린푸드,기타,2023-06-13,매도,-0.09767450343474533,-0.0139009164516976,-0.08377358698304774,-0.12945732805911198,-0.02819988777462524,-0.10125744028448674,-0.05465586505064382,0.010951737998636378,-0.0656076030492802,0.00038942048801482665,0.04432985597558473,-0.04394043548756991
하나머티리얼즈,정보기술,2023-06-12,매수,0.02380950495036957,-0.010675667871081944,0.03448517282145151,-0.029761940594297816,-0.025021407046990022,-0.0047405335473077945,-0.07763370465197551,0.03400456720809952,-0.11163827186007504,0.05384827906973797,0.0375833649185158,0.016264914151222172
호텔신라,기타,2023-06-12,매도,0.18893385730206866,-0.010675667871081944,0.19960952517315061,-0.10931174003434606,-0.025021407046990022,-0.08429033298735604,-0.21214324829734485,0.03400456720809952,-0.24614781550544437,-0.24327848075294806,0.0375833649185158,-0.2808618456714639
태광,소재,2023-06-12,매도,0.05069645410860499,-0.010675667871081944,0.06137212197968693,-0.1571030404825596,-0.025021407046990022,-0.13208163343556958,-0.26182039940229246,0.03400456720809952,-0.295824966610392,-0.33851443811598547,0.0375833649185158,-0.37609780303450124
한솔제지,소재,2023-06-12,매도,-0.043286205159307325,-0.010675667871081944,-0.03261053728822538,-0.06553966427848446,-0.025021407046990022,-0.04051825723149444,-0.06734012279929022,0.03400456720809952,-0.10134469000738974,0.03814113236745233,0.0375833649185158,0.0005577674489365275
신세계인터내셔날,기타,2023-06-12,매도,0.08117059798067391,-0.010675667871081944,0.09184626585175586,-0.018774142641026094,-0.025021407046990022,0.006247264405963928,-0.10253246073614927,0.03400456720809952,-0.1365370279442488,-0.00883456643612688,0.0375833649185158,-0.04641793135464268
세아제강지주,금융,2023-06-08,매수,0.12790695073158237,-0.02844668087146095,0.15635363160304333,0.11046505991842846,-0.032744120511215495,0.14320918042964395,0.27843911571055563,0.026619682249237473,0.25181943346131813,0.20220190577178837,0.04282889481825487,0.1593730109535335
하나투어,기타,2023-06-02,매수,-0.09469690569855384,-0.01461543883246923,-0.08008146686608461,0.013257628548147219,-0.041163112257888684,0.0544207408060359,0.26704547647384574,0.028027612133113583,0.23901786434073216,0.17436977979053422,0.013515972667167895,0.16085380712336633
피에이치에이,정보기술,2023-06-01,매수,-0.1301832645086111,0.005063896184854209,-0.1352471606934653,-0.12439724831764475,-0.021104081221515643,-0.1032931670961291,0.1597381824173941,0.02848787264855578,0.1312503097688383,0.19734068832454804,0.02621473071236074,0.1711259576121873
LG유플러스,통신서비스,2023-06-01,매도,-0.036130903831271086,0.005063896184854209,-0.04119480001612529,-0.037977401349208684,-0.021104081221515643,-0.01687332012769304,-0.009438221987415148,0.02848787264855578,-0.03792609463597093,-0.07374805363491016,0.02621473071236074,-0.0999627843472709
아모텍,정보기술,2023-06-01,매도,-0.1817427385892116,0.005063896184854209,-0.1868066347740658,-0.36182572614107883,-0.021104081221515643,-0.3407216449195632,-0.29045643153526973,0.02848787264855578,-0.3189443041838255,-0.36016597510373444,0.02621473071236074,-0.3863807058160952
SBS,통신서비스,2023-05-31,매수,-0.16666663590822692,0.0028830366078293397,-0.16954967251605627,-0.22424242275110604,-0.027980887247339967,-0.19626153550376607,-0.23937454312182538,0.025315075459336235,-0.26468961858116163,-0.40939671507265574,0.02304894597174429,-0.4324456610444
하이브,기타,2023-05-30,매수,-0.09782606220995038,-0.008435463051531167,-0.08939059915841921,-0.23369563732597023,-0.031138807341442018,-0.20255682998452823,-0.2763868310190076,0.02198400610370443,-0.298370837122712,-0.2585782059361363,0.019307497717248535,-0.27788570365338483
제이브이엠,산업재,2023-05-26,매도,0.30851069789253904,0.0009418096905166223,0.30756888820202244,0.17446811083614383,-0.014479405653300685,0.18894751648944452,0.23178976127642195,0.03449651107740319,0.19729325019901878,0.23827293641836117,0.05033200437443933,0.18794093204392184
포스코인터내셔널,기타,2023-05-26,매도,1.8239436740175337,0.0009418096905166223,1.823001864327017,1.0281690915959911,-0.014479405653300685,1.0426484972492918,1.003520931672552,0.03449651107740319,0.9690244205951488,0.6104820309316071,0.05033200437443933,0.5601500265571678
인탑스,정보기술,2023-05-25,매수,-0.193345048117976,-0.0009903469128947698,-0.19235470120508125,-0.160155399761503,-0.023106533728465474,-0.13704886603303754,-0.10339003565943444,0.044236291823115614,-0.14762632748255006,-0.25306731096804497,0.05202594416480871,-0.3050932551328537
코스맥스,소재,2023-05-25,매수,0.778043058792277,-0.0009903469128947698,0.7790334057051718,0.3520286897617639,-0.023106533728465474,0.3751352234902294,0.33953028967482524,0.044236291823115614,0.2952939978517096,1.026069430189454,0.05202594416480871,0.9740434860246452
서진시스템,정보기술,2023-05-24,매도,-0.05067155067155067,-0.0093633915050719,-0.04130815916647877,0.13247863247863248,-0.027583816512976315,0.1600624489916088,0.2973137973137973,0.03904652550451562,0.25826727180928166,0.9108669108669109,0.04679746393090709,0.8640694469360037
삼성중공업,기타,2023-05-23,매수,0.35927152317880795,-0.018854610554561634,0.37812613373336956,0.2632450331125828,-0.027621726808400176,0.290866759920983,0.23013245033112584,0.03900601758063496,0.19112643275049088,0.5728476821192053,0.0600806242651558,0.5127670578540495
한올바이오파마,기타,2023-05-19,매수,0.05263157894736842,-0.012723684215589582,0.065355263162958,0.6681922196796338,-0.010785020339039142,0.678977240018673,0.6247139588100686,0.05613938446844707,0.5685745743416215,0.7070938215102975,0.07361920223866038,0.6334746192716372
대동,산업재,2023-05-19,매도,-0.12157535305107564,-0.012723684215589582,-0.10885166883548605,0.1789383396983268,-0.010785020339039142,0.18972336003736592,0.22550536445311425,0.05613938446844707,0.16936597998466718,-0.02338499738989477,0.07361920223866038,-0.09700419962855515
진에어,산업재,2023-05-18,매수,-0.0781456953642384,0.00013520231526928167,-0.07828089767950769,-0.18013245033112582,-0.00962071722644437,-0.17051173310468146,-0.152317880794702,0.05301745750153498,-0.20533533829623696,-0.14503311258278145,0.08317572671001812,-0.22820883929279956
SKC,소재,2023-05-18,매도,-0.023605150214592276,0.00013520231526928167,-0.023740352529861557,0.046137339055793994,-0.00962071722644437,0.055758056282238365,-0.11158798283261803,0.05301745750153498,-0.164605440334153,0.08690987124463519,0.08317572671001812,0.0037341445346170676
화신,정보기술,2023-05-17,매수,-0.21428575808646907,0.005668162080976288,-0.21995392016744536,-0.30892861566733376,-0.009945169011894255,-0.2989834466554395,-0.23229434205326935,0.061771986196687514,-0.2940663282499569,-0.37981428550053803,0.0921809838534988,-0.4719952693540368
인터로조,헬스케어,2023-05-15,매도,-0.024861886783698987,0.010143747898904801,-0.03500563468260379,-0.1864641508777424,-0.003831649273323855,-0.18263250160441855,-0.09877366584589382,0.054227900811172916,-0.15300156665706674,-0.29873337175642756,0.10123216986243205,-0.3999655416188596
에스엘,정보기술,2023-05-12,매수,0.06727831893406196,0.020287455174508744,0.04699086375955321,-0.08103969819394553,-0.017035461944193496,-0.06400423624975204,0.06840897827670077,0.058535582267844395,0.009873396008856374,0.030755795208094197,0.10188572803698867,-0.07112993282889447
대웅,기타,2023-05-10,매도,-0.045877647523871225,0.029785623582921666,-0.07566327110679288,0.04654261669901443,-0.0347886038175363,0.08133122051655073,0.61569147335288,0.04959325542835433,0.5660982179245256,0.30186174170991203,0.09257718660962741,0.20928455510028462
에스앤에스텍,정보기술,2023-05-09,매수,-0.014000062082074403,0.03234980409885766,-0.046349866180932064,-0.08300008433342347,-0.03999910127274952,-0.04300098306067395,-0.18920096654813795,0.043927239664296194,-0.23312820621243413,-0.13099998701344362,0.08050796764504087,-0.2115079546584845
대한유화,소재,2023-05-09,매도,-0.04949784791965567,0.03234980409885766,-0.08184765201851332,0.09182209469153516,-0.03999910127274952,0.13182119596428468,0.010141848681519319,0.043927239664296194,-0.03378539098277687,0.007975818666284197,0.08050796764504087,-0.07253214897875668
현대코퍼레이션,기타,2023-05-08,매수,0.21885154614303495,0.031055920532405527,0.18779562561062943,-0.017876562904723475,-0.04120230718387645,0.023325744279152974,0.054370171955754755,0.0426188456542325,0.011751326301522258,0.20819069144186056,0.09224859502154048,0.11594209642032008
한세실업,기타,2023-05-04,매도,0.1537537090200087,0.0292050352162517,0.124548673803757,0.37537538012166133,0.0005718553083069353,0.3748035248133544,0.25966613897281526,0.045730853146033965,0.21393528582678129,0.3211133319517014,0.07024956437277001,0.25086376757893136
쿠쿠홈시스,기타,2023-05-03,매도,-0.10199995873961491,0.03170626916529357,-0.1337062279049085,-0.17600008645032295,-0.053194139141226976,-0.12280594730909597,-0.1280759862683295,0.04553856268374721,-0.1736145489520767,-0.038807624883441645,0.07005276537532597,-0.10886039025876762
동아쏘시오홀딩스,금융,2023-05-03,매도,0.07619043939354425,0.03170626916529357,0.04448417022825068,0.18888726829067778,-0.053194139141226976,0.24208140743190476,0.392583584499225,0.04553856268374721,0.34704502181547775,0.3712749043578642,0.07005276537532597,0.30122213898253825
하이트진로,기타,2023-04-28,매도,-0.08764047093517974,0.0459478559362156,-0.13358832687139532,-0.044943785105894495,-0.08936132544662363,0.04441754034072914,0.023670740143829506,-0.00035183545382918484,0.02402257559765869,-0.020836695694737742,0.061882146932146116,-0.08271884262688387
효성화학,소재,2023-04-27,매도,-0.16635338345864661,0.06861900775498937,-0.234972391213636,-0.16541353383458646,-0.0742284089799721,-0.09118512485461436,-0.2941729323308271,-0.006911583652210863,-0.28726134867861625,-0.46710526315789475,0.06431579958520325,-0.531421062743098
한화시스템,정보기술,2023-04-26,매수,0.05190312194368103,0.05946080631456659,-0.00755768437088556,-0.1875431882134637,-0.07325250170369736,-0.11429068650976633,0.15431340237702587,-0.0025233192347628147,0.1568367216117887,0.40347617107126865,0.06901880394550369,0.33445736712576496
두산에너빌리티,산업재,2023-04-25,매수,-0.03425414364640884,0.04793053004474927,-0.08218467369115812,-0.24972375690607734,-0.07481256055649098,-0.17491119634958635,-0.16187845303867404,-0.0042024414650830705,-0.15767601157359096,-0.12375690607734807,0.0560863699611948,-0.1798432760385429
세아베스틸지주,소재,2023-04-25,매수,0.15702472832097308,0.04793053004474927,0.10909419827622381,-0.11363646350734365,-0.07481256055649098,-0.03882390295085267,-0.08556754147874832,-0.0042024414650830705,-0.08136510001366525,-0.06173154839573776,0.0560863699611948,-0.11781791835693256
동성화인텍,소재,2023-04-20,매수,0.293643758054791,0.028617519513980047,0.2650262385408109,0.009847917010521757,-0.08040625617052495,0.09025417318104671,0.07503133082043516,-0.03525799259494143,0.11028932341537659,0.174673004826357,0.011216841569447213,0.1634561632569098
