종목명,섹터,변동일자,매수매도,90일_종목수익률,90일_시장수익률,90일_초과수익률,180일_종목수익률,180일_시장수익률,180일_초과수익률,270일_종목수익률,270일_시장수익률,270일_초과수익률,360일_종목수익률,360일_시장수익률,360일_초과수익률
풍산,소재,2024-07-30,매도,0.2065974194565441,-0.045928154166339,0.2525255736228831,-0.07986088882096325,-0.08064445087594754,0.0007835620549842964,0.029593875437174056,-0.06914415655443575,0.0987380319916098,1.8854047979146642,0.1672126905800889,1.7181921073345754
두산,정보기술,2024-07-29,매수,0.262808841067856,-0.05536012845073864,0.31816896951859464,0.711874403159666,-0.08973321912272587,0.8016076222823919,0.8721822280373422,-0.07927231964445107,0.9514545476817933,2.374176459367933,0.1536486378284,2.220527821539533
삼성전기,정보기술,2024-07-29,매도,-0.2220796270920496,-0.05536012845073864,-0.16671949864131094,-0.12679690399030458,-0.08973321912272587,-0.0370636848675787,-0.1990754841449657,-0.07927231964445107,-0.11980316450051463,-0.12028536636861646,0.1536486378284,-0.27393400419701647
주성엔지니어링,산업재,2024-07-25,매수,0.567156469912862,-0.04096057740995938,0.6081170473228213,0.2680677385003741,-0.07106040248145921,0.3391281409818333,0.2987759986274507,-0.08198402171988346,0.38076002034733414,0.09285050866132274,0.18451669314341884,-0.0916661844820961
SK케미칼,기타,2024-07-19,매도,0.05517397827201732,-0.06659366068936413,0.12176763896138146,-0.13488200969543082,-0.10683390444397323,-0.028048105251457595,-0.22627501142190115,-0.11377378079901458,-0.11250123062288657,0.5121389869043693,0.1454394174985878,0.3666995694057815
한일시멘트,기타,2024-07-18,매도,-0.023335880458359225,-0.07576609939821263,0.052430218939853404,0.10686050519436148,-0.11576121373331703,0.2226217189276785,0.15876710923927825,-0.13045840364616515,0.2892255128854434,0.4241510632769085,0.13372277464965754,0.29042828862725095
테크윙,산업재,2024-07-17,매수,-0.2884250372908418,-0.07380185806152026,-0.21462317922932153,-0.12403191828674116,-0.12440868698199468,0.00037676869525352097,-0.4239557131861562,-0.13625066073530437,-0.2877050524508519,-0.4477592071613695,0.12617073365918732,-0.5739299408205568
케이씨텍,기타,2024-07-16,매수,-0.28370787480675635,-0.08471473030592006,-0.1989931445008363,-0.36985018976471457,-0.13137410819280712,-0.23847608157190744,-0.5345345093471751,-0.1431218777963807,-0.39141263155079437,-0.47222058075055706,0.10804961537986482,-0.5802701961304219
성광벤드,소재,2024-07-16,매수,0.03150781634747191,-0.08471473030592006,0.11622254665339196,1.065441421991282,-0.13137410819280712,1.196815530184089,1.0919215575061483,-0.1431218777963807,1.235043435302529,1.2432360730572722,0.10804961537986482,1.1351864576774073
롯데쇼핑,기타,2024-07-16,매도,0.03758175194864518,-0.08471473030592006,0.12229648225456524,-0.12418302308496705,-0.13137410819280712,0.00719108510784007,0.08701669998658038,-0.1431218777963807,0.23013857778296107,0.37792269659442396,0.10804961537986482,0.2698730812145591
SBS,통신서비스,2024-07-16,매도,-0.08483437620473891,-0.08471473030592006,-0.00011964589881885423,0.39163310696598563,-0.13137410819280712,0.5230072151587928,0.06333560689184775,-0.1431218777963807,0.20645748468822844,0.32481124521811333,0.10804961537986482,0.2167616298382485
대주전자재료,정보기술,2024-07-15,매수,-0.032813833347853316,-0.08306065506956282,0.05024682172170951,-0.34860629890750267,-0.12980435434133608,-0.21880194456616658,-0.31492768799430915,-0.14967212045950581,-0.16525556753480333,-0.4299278850207807,0.11265958761352302,-0.5425874726343037
디와이파워,산업재,2024-07-15,매도,-0.08768120031510747,-0.08306065506956282,-0.004620545245544644,-0.1702902220054162,-0.12980435434133608,-0.040485867664080105,-0.14115051328654135,-0.14967212045950581,0.008521607172964463,-0.03677619408021641,0.11265958761352302,-0.14943578169373942
제이엘케이,정보기술,2024-07-15,매도,0.01598173515981735,-0.08306065506956282,0.09904239022938018,-0.2091324200913242,-0.12980435434133608,-0.07932806574998813,-0.3963470319634703,-0.14967212045950581,-0.2466749115039645,-0.382648401826484,0.11265958761352302,-0.49530798944000703
신세계인터내셔날,기타,2024-07-12,매도,-0.09940797744028812,-0.09024854318887819,-0.009159434251409929,-0.2949311430480526,-0.11758836232827266,-0.17734278071977996,-0.36979325926680945,-0.18297865576872593,-0.18681460349808351,-0.15401575895536754,0.07086803314775114,-0.22488379210311868
삼성증권,금융,2024-07-11,매수,-0.008978714835894573,-0.10105666061807131,0.09207794578217673,0.07017732114319508,-0.13808428122337554,0.20826160236657063,0.022963814456375714,-0.19477065296965204,0.21773446742602776,0.7190631061403531,0.05814580295314435,0.6609173031872088
디아이,기타,2024-07-11,매수,-0.2833714258887139,-0.10105666061807131,-0.18231476527064258,-0.2264189883602724,-0.13808428122337554,-0.08833470713689687,-0.4418643458794732,-0.19477065296965204,-0.24709369290982117,-0.30726863595184206,0.05814580295314435,-0.3654144389049864
대상,필수소비재,2024-07-10,매수,-0.24007554331995978,-0.095408241920028,-0.14466730139993178,-0.26540616790046184,-0.13227037017142768,-0.13313579772903417,-0.13175634133717223,-0.18821196758025918,0.05645562624308695,-0.1023572767638111,0.06676452188492543,-0.16912179864873653
제이브이엠,산업재,2024-07-09,매수,-0.18913873414105978,-0.08962886345841237,-0.09950987068264741,-0.22323848839874555,-0.13208573879749894,-0.09115274960124661,-0.23092952454444562,-0.1880392391927381,-0.042890285351707524,-0.05788850976163904,0.06518150859768605,-0.1230700183593251
현대오토에버,정보기술,2024-07-09,매도,-0.10022660186218375,-0.08962886345841237,-0.010597738403771387,-0.23839189690523846,-0.13208573879749894,-0.10630615810773952,-0.3599392990139089,-0.1880392391927381,-0.17190005982117082,-0.04593647383135286,0.06518150859768605,-0.11111798242903892
아세아시멘트,기타,2024-07-09,매도,0.019661928069843734,-0.08962886345841237,0.1092907915282561,-0.014058087563313842,-0.13208573879749894,0.1180276512341851,-0.06205952158227926,-0.1880392391927381,0.12597971761045884,0.1856261148175103,0.06518150859768605,0.12044460621982424
세아제강,소재,2024-07-08,매도,-0.06645567942481032,-0.08656434623893192,0.0201086668141216,-0.05063291896944052,-0.12916414111966415,0.07853122215022362,0.4907237158838162,-0.13728937578729788,0.6280130916711141,0.31085133437601276,0.09045896397256477,0.220392370403448
CJ,금융,2024-07-08,매도,0.013262673467858305,-0.08656434623893192,0.09982701970679023,-0.13527845915114253,-0.12916414111966415,-0.006114318031478383,0.18742327068913175,-0.13728937578729788,0.3247126464764296,0.3975545504313784,0.09045896397256477,0.30709558645881363
제이에스코퍼레이션,기타,2024-07-05,매수,-0.23535662980892438,-0.10220004036270479,-0.1331565894462196,-0.18442664384511756,-0.16186331714219085,-0.02256332670292671,-0.02870483790195358,-0.11908200606395902,0.09037716816200544,0.30068605714635016,0.07318418580355304,0.22750187134279712
LG생활건강,소재,2024-07-04,매수,0.09482745705431461,-0.09318782185116284,0.18801527890547745,-0.11925292350894351,-0.15079966612951706,0.031546742620573553,-0.09235571072538704,-0.12170871995515668,0.029353009229769647,-0.07202452036030525,0.08735053306754137,-0.15937505342784664
NH투자증권,금융,2024-07-04,매수,0.030745613136342866,-0.09318782185116284,0.1239334349875057,0.07532717908786023,-0.15079966612951706,0.2261268452173773,0.15160293846437578,-0.12170871995515668,0.2733116584195325,0.6419796725476936,0.08735053306754137,0.5546291394801522
피에스케이홀딩스,산업재,2024-07-03,매수,-0.2953126395212947,-0.08314933287546207,-0.21216330664583266,-0.39333549575185967,-0.1412020780714183,-0.2521334176804414,-0.44276155972952036,-0.1119859597798548,-0.33077559994966554,-0.4379783922478112,0.09938759719387834,-0.5373659894416896
원텍,헬스케어,2024-07-03,매도,-0.12210799431485218,-0.08314933287546207,-0.03895866143939011,-0.43508999526237685,-0.1412020780714183,-0.2938879171909585,-0.19006221556315717,-0.1119859597798548,-0.07807625578330236,0.48380529021530744,0.09938759719387834,0.3844176930214291
애경케미칼,소재,2024-07-02,매수,-0.1480385956402492,-0.0674575781032506,-0.0805810175369986,-0.47463310668701514,-0.13714106515809846,-0.33749204152891665,-0.4984781501667679,-0.10778679209155287,-0.39069135807521504,-0.18387283683258704,0.09891897591331932,-0.28279181274590637
세아제강지주,금융,2024-07-02,매수,-0.050681304857668,-0.0674575781032506,0.016776273245582604,-0.016348777618251664,-0.13714106515809846,0.12079228753984679,0.30940679614616035,-0.10778679209155287,0.41719358823771324,0.14744666799823772,0.09891897591331932,0.0485276920849184
세아베스틸지주,소재,2024-07-02,매도,0.012314889059973381,-0.0674575781032506,0.07977246716322399,-0.02660109807849596,-0.13714106515809846,0.1105399670796025,-0.08409917337759042,-0.10778679209155287,0.023687618713962452,0.6583670544483898,0.09891897591331932,0.5594480785350705
삼성증권,금융,2024-06-28,매수,0.10678385687479651,-0.045124417194574,0.15190827406937052,0.20603006329971632,-0.13158464000161957,0.3376147033013359,0.26565424780268365,-0.06505422268714892,0.33070847048983254,0.937778721172838,0.07743525210711359,0.8603434690657245
자화전자,정보기술,2024-06-27,매수,-0.2873469387755102,-0.06743388658404298,-0.21991305219146723,-0.49795918367346936,-0.12339534055742486,-0.3745638431160445,-0.456734693877551,-0.05459292796691545,-0.40214176591063555,-0.386530612244898,0.08276039570272661,-0.46929100794762457
LG디스플레이,정보기술,2024-06-27,매수,0.012093023255813953,-0.06743388658404298,0.07952690983985693,-0.12186046511627907,-0.12339534055742486,0.0015348754411457916,-0.14790697674418604,-0.05459292796691545,-0.09331404877727059,-0.16186046511627908,0.08276039570272661,-0.2446208608190057
풍산,소재,2024-06-27,매도,-0.07142869226292792,-0.06743388658404298,-0.003994805678884938,-0.17301582736733845,-0.12339534055742486,-0.049620486809913586,0.10404396340555673,-0.05459292796691545,0.15863689137247217,1.2578942293378086,0.08276039570272661,1.175133833635082
파마리서치,헬스케어,2024-06-27,매도,0.24583866039339605,-0.06743388658404298,0.313272546977439,0.7061459924796584,-0.12339534055742486,0.8295413330370832,1.102279553204767,-0.05459292796691545,1.1568724811716824,2.1502049148929925,0.08276039570272661,2.067444519190266
제이에스코퍼레이션,기타,2024-06-26,매수,-0.23439138617964286,-0.057438124096238996,-0.17695326208340387,-0.22804237458821125,-0.1253702594655917,-0.10267211512261956,-0.025407621591964018,-0.0572983928192464,0.031890771227282386,0.3424773762203184,0.07966186779794787,0.2628155084223705
CJ제일제당,필수소비재,2024-06-26,매수,-0.20528957893848265,-0.057438124096238996,-0.14785145484224366,-0.3303508006735941,-0.1253702594655917,-0.20498054120800244,-0.3195762220720347,-0.0572983928192464,-0.26227782925278825,-0.3871945312683146,0.07966186779794787,-0.4668563990662625
이마트,기타,2024-06-26,매도,0.11531529038062636,-0.057438124096238996,0.17275341447686537,0.254054090943731,-0.1253702594655917,0.37942435040932265,0.488288244908761,-0.0572983928192464,0.5455866377280074,0.5480870104920493,0.07966186779794787,0.46842514269410146
케이씨텍,기타,2024-06-25,매수,-0.2585811951875706,-0.062132537057477004,-0.1964486581300936,-0.38100674345744867,-0.11980287403066957,-0.2612038694267791,-0.15675056195478732,-0.051297701379130284,-0.10545286057565703,-0.39083588590861973,0.0891908509234637,-0.4800267368320834
제일기획,기타,2024-06-25,매도,-0.012439583411193104,-0.062132537057477004,0.0496929536462839,0.0140613120010978,-0.11980287403066957,0.13386418603176736,0.04540962585061106,-0.051297701379130284,0.09670732722974135,0.17572381968240589,0.0891908509234637,0.08653296875894219
DB하이텍,정보기술,2024-06-25,매도,-0.26167316647869404,-0.062132537057477004,-0.19954062942121703,-0.3463034846649991,-0.11980287403066957,-0.22650061063432952,-0.04375548702362438,-0.051297701379130284,0.007542214355505901,-0.05875932352429973,0.0891908509234637,-0.14795017444776343
쿠쿠홈시스,기타,2024-06-25,매도,-0.06437774731767268,-0.062132537057477004,-0.002245210260195675,-0.10515054119204038,-0.11980287403066957,0.014652332838629184,-0.049810937278442054,-0.051297701379130284,0.0014867641006882301,0.2203852152951741,0.0891908509234637,0.1311943643717104
티이엠씨,소재,2024-06-25,매도,-0.4175126296154237,-0.062132537057477004,-0.35538009255794667,-0.4790605729796713,-0.11980287403066957,-0.3592576989490017,-0.5006750000819573,-0.051297701379130284,-0.44937729870282705,-0.5861452872930168,0.0891908509234637,-0.6753361382164805
영원무역홀딩스,금융,2024-06-24,매수,0.09926475345839783,-0.05885564661021125,0.15812040006860908,0.07127027913055861,-0.11672748260515806,0.18799776173571667,0.21729538621472042,-0.0439826306783251,0.26127801689304553,0.7107196314493135,0.07704550219023917,0.6336741292590743
제주항공,산업재,2024-06-24,매도,-0.1450381679389313,-0.05885564661021125,-0.08618252132872004,-0.19274809160305342,-0.11672748260515806,-0.07602060899789537,-0.32729007633587787,-0.0439826306783251,-0.2833074456575528,-0.32061068702290074,0.07704550219023917,-0.39765618921313994
드림텍,정보기술,2024-06-24,매도,-0.05561902145227648,-0.05885564661021125,0.0032366251579347693,-0.15323519416949247,-0.11672748260515806,-0.03650771156433441,-0.1751490042682824,-0.0439826306783251,-0.1311663735899573,-0.2813186124587572,0.07704550219023917,-0.3583641146489964
LX하우시스,기타,2024-06-21,매수,-0.09429565853495578,-0.07307505772588638,-0.0212206008090694,-0.20721767932752072,-0.10768752813076508,-0.09953015119675564,-0.27304606196435205,-0.061747078675124155,-0.2112989832892279,-0.24060348952309174,0.058327850766143274,-0.298931340289235
씨앤씨인터내셔널,소재,2024-06-21,매도,-0.21025644475034136,-0.07307505772588638,-0.13718138702445498,-0.621367516066506,-0.10768752813076508,-0.5136799879357409,-0.606903576854238,-0.061747078675124155,-0.5451564981791138,-0.7112925158896126,0.058327850766143274,-0.769620366655756
HL만도,정보기술,2024-06-20,매수,-0.26535080963038804,-0.08079050425163295,-0.1845603053787551,-0.048245498781250194,-0.1249523045634924,0.0767068057822422,-0.11622794697306067,-0.07014455238985007,-0.046083394583210605,-0.26221037704219863,0.04951864565481965,-0.3117290226970183
LX인터내셔널,기타,2024-06-20,매수,0.020236034713703596,-0.08079050425163295,0.10102653896533655,-0.011804385123931184,-0.1249523045634924,0.11314791943956122,-0.06561675717023285,-0.07014455238985007,0.004527795219617214,0.1067451304261926,0.04951864565481965,0.05722648477137295
동국제강,소재,2024-06-20,매도,-0.18371431353246,-0.08079050425163295,-0.10292380928082706,-0.1708049806895508,-0.1249523045634924,-0.045852676126058395,-0.04568084208704309,-0.07014455238985007,0.02446371030280698,-0.024132111600333364,0.04951864565481965,-0.07365075725515302
SBS,통신서비스,2024-06-20,매도,-0.15999979585425347,-0.08079050425163295,-0.07920929160262052,-0.1377779642812992,-0.1249523045634924,-0.012825659717806803,0.15833317266307007,-0.07014455238985007,0.22847772505292013,0.4944444003388821,0.04951864565481965,0.4449257546840624
에스티아이,산업재,2024-06-19,매수,-0.5176323279715233,-0.0774059632755285,-0.44022636469599474,-0.6057935835067269,-0.11023372244599866,-0.4955598610607282,-0.4544233331872909,-0.06672081288449574,-0.3877025203027952,-0.4908801572544827,0.05338298656712979,-0.5442631438216124
코미코,산업재,2024-06-19,매수,-0.3747202896663326,-0.0774059632755285,-0.2973143263908041,-0.5889261615972651,-0.11023372244599866,-0.4786924391512664,-0.34927955004989075,-0.06672081288449574,-0.28255873716539504,-0.21821564551378994,0.05338298656712979,-0.2715986320809197
농심,필수소비재,2024-06-18,매도,-0.3098214283251464,-0.06625368253167384,-0.24356774579347257,-0.33839287791265643,-0.09947826237503772,-0.23891461553761872,-0.2960952553897218,-0.0554393704593298,-0.24065588493039203,-0.2906666911854284,0.047287981926710465,-0.3379546731121389
대한전선,기타,2024-06-17,매수,-0.27092651757188496,-0.05950950877032526,-0.2114170088015597,-0.23067092651757187,-0.09297405993718412,-0.13769686658038777,-0.16869009584664538,-0.06477168612988413,-0.10391840971676125,0.038977635782747606,0.06411206784726536,-0.025134432064517757
오리온,필수소비재,2024-06-17,매수,-0.13601532740789912,-0.05950950877032526,-0.07650581863757386,-0.02681994074565832,-0.09297405993718412,0.0661541191915258,0.0835429585915924,-0.06477168612988413,0.14831464472147654,0.10611678492443462,0.06411206784726536,0.042004717077169254
유니드,소재,2024-06-13,매도,-0.31395343869967174,-0.08766948401142889,-0.22628395468824286,-0.3924418746572366,-0.12234601665770267,-0.27009585799953395,-0.17590534279590747,-0.06697182362789035,-0.10893351916801712,-0.13221827089412208,0.03661856948435705,-0.16883684037847912
동성화인텍,소재,2024-06-13,매도,-0.07983221532192343,-0.08766948401142889,0.007837268689505461,0.13277277018512043,-0.12234601665770267,0.2551187868428231,0.9609716350272786,-0.06697182362789035,1.027943458655169,1.2318951581561852,0.03661856948435705,1.1952765886718282
한화,소재,2024-06-13,매도,0.04323294531329096,-0.08766948401142889,0.13090242932471985,0.03571449511075981,-0.12234601665770267,0.15806051176846247,1.0241004732304477,-0.06697182362789035,1.0910722968583382,2.560558995893093,0.03661856948435705,2.523940426408736
유한양행,기타,2024-06-11,매도,0.5817941996440431,-0.06261371388172772,0.6444079135257709,0.4419525485970531,-0.12743038957436206,0.5693829381714152,0.5966336361181714,-0.04987586399086508,0.6465095001090365,0.4217327324259157,0.05561262526068291,0.3661201071652328
토니모리,소재,2024-06-10,매수,-0.255775868096653,-0.06117348964099034,-0.19460237845566264,-0.5536308044052025,-0.12608975133026126,-0.4275410530749413,-0.28712919663940306,-0.050974187255377626,-0.23615500938402545,-0.21462262362779697,0.04104892700573175,-0.2556715506335287
롯데웰푸드,필수소비재,2024-06-10,매수,-0.2518268578865713,-0.06117348964099034,-0.19065336824558093,-0.4092186663852614,-0.12608975133026126,-0.28312891505500015,-0.3412029207823235,-0.050974187255377626,-0.2902287335269459,-0.29506947312510895,0.04104892700573175,-0.3361184001308407
대상,필수소비재,2024-06-10,매수,-0.22328217987157326,-0.06117348964099034,-0.1621086902305829,-0.2725190021156994,-0.12608975133026126,-0.14642925078543814,-0.0610686550667497,-0.050974187255377626,-0.010094467811372076,-0.11951433767883426,0.04104892700573175,-0.160563264684566
코스메카코리아,소재,2024-06-10,매도,0.4595041033263799,-0.06117348964099034,0.5206775929673703,-0.21487590092059405,-0.12608975133026126,-0.08878614959033279,-0.27881217965532895,-0.050974187255377626,-0.22783799239995134,-0.15212827527053635,0.04104892700573175,-0.1931772022762681
셀트리온,기타,2024-06-05,매도,0.03520764181198821,-0.00924711551868377,0.04445475733067198,-0.0299526870105694,-0.08738427943158579,0.05743159242101639,0.016461259590185597,-0.05970629415318832,0.07616755374337392,-0.10817299988279638,0.00352108968325897,-0.11169408956605535
한국가스공사,에너지 / 유틸리티,2024-06-04,매수,0.296954266305355,0.007099621220250034,0.28985464508510494,0.016497474378623003,-0.07799110084939767,0.09448857522802068,-0.05869589861761203,-0.050028237442500255,-0.008667661175111772,0.09487839520033839,0.013361565273246551,0.08151682992709183
LS,금융,2024-06-03,매도,-0.36925796959397245,-0.0005666386532748456,-0.3686913309406976,-0.4711424850406697,-0.08500963176496563,-0.38613285327570407,-0.33056049603520865,-0.05582064221110302,-0.27473985382410565,-0.03734478178350977,0.014210471038175573,-0.05155525282168534
비에이치,정보기술,2024-05-31,매도,-0.22495271526138783,0.0097704586253075,-0.23472317388669534,-0.3489602029525611,-0.050619741154564794,-0.2983404617979963,-0.4113550338293202,-0.002362955874637218,-0.408992077954683,-0.5313846855847151,0.002988743781244253,-0.5343734293659593
하이브,기타,2024-05-31,매도,-0.06249987784751238,0.0097704586253075,-0.07227033647281988,0.05750007003409287,-0.050619741154564794,0.10811981118865766,0.2550001210249262,-0.002362955874637218,0.2573630768995634,0.4487436886002087,0.002988743781244253,0.44575494481896444
한미약품,기타,2024-05-30,매도,0.035838872787719876,0.020637972379567052,0.015200900408152824,-0.023551531741309424,-0.04366627073389853,0.020114738992589108,-0.05855711096180635,0.003729957177379177,-0.06228706813918553,0.07643549676458712,0.003399797049717261,0.07303569971486987
호텔신라,기타,2024-05-28,매도,-0.1487676056338028,-0.009122826082863182,-0.13964477955093962,-0.2992957746478873,-0.06923260664547377,-0.23006316800241355,-0.26848591549295775,-0.028492232529355423,-0.23999368296360232,-0.1505281690140845,-0.04802321283796688,-0.10250495617611763
디아이,기타,2024-05-27,매수,-0.21507669420260775,-0.00917373202190872,-0.20590296218069903,-0.3379019796511205,-0.06928042446733798,-0.2686215551837825,-0.04536572746141343,-0.02512308614968018,-0.02024264131173325,-0.24256440844698468,-0.04749193673982036,-0.19507247170716432
SK이노베이션,에너지 / 유틸리티,2024-05-27,매도,0.013320657418117917,-0.00917373202190872,0.022494389440026637,0.1379638203624939,-0.06928042446733798,0.2072442448298319,0.2597525774753804,-0.02512308614968018,0.28487566362506056,-0.18046992009775462,-0.04749193673982036,-0.13297798335793426
엠로,정보기술,2024-05-24,매수,-0.3302816901408451,0.007467563435591516,-0.3377492535764366,-0.04647887323943662,-0.07639159515316017,0.02991272191372355,0.06619718309859154,-0.022618706970398087,0.08881589006898963,-0.2915492957746479,-0.031321689508294115,-0.2602276062663538
씨에스윈드,소재,2024-05-23,매도,0.2563108254553182,-0.007597949649702822,0.26390877510502103,-0.19902915388041265,-0.0917992446361109,-0.10722990924430174,-0.188022051657416,-0.04092502207016636,-0.14709702958724966,-0.024036257731799293,-0.043496840032958596,0.019460582301159303
한화에어로스페이스,정보기술,2024-05-22,매도,0.430348231117732,-0.009851467805593973,0.440199698923326,0.758008936890655,-0.09340687809875349,0.8514158149894084,1.6122753654045439,-0.04150604036183006,1.653781405766374,2.7483868891829664,-0.04407630028868809,2.7924631894716545
레이,헬스케어,2024-05-22,매도,-0.24161073825503357,-0.009851467805593973,-0.23175927044943959,-0.438758389261745,-0.09340687809875349,-0.3453515111629915,-0.3053691275167785,-0.04150604036183006,-0.26386308715494844,-0.32466442953020136,-0.04407630028868809,-0.2805881292415133
솔루엠,정보기술,2024-05-21,매도,-0.26901971475204584,-0.01828800793960267,-0.25073170681244317,-0.30549021353609995,-0.09364648065945161,-0.21184373287664834,-0.3098040343482565,-0.04175935974137859,-0.26804467460687786,-0.3839217792009228,-0.035720773552032084,-0.3482010056488907
원텍,헬스케어,2024-05-20,매도,-0.32982399885991165,-0.024717843659144725,-0.30510615520076695,-0.4847952591325828,-0.09958274738566063,-0.38521251174692217,-0.2959063702436939,-0.05509924718244307,-0.2408071230612508,0.09664980285972162,-0.0440458145418301,0.14069561740155173
삼양식품,필수소비재,2024-05-17,매도,0.2273235961909926,-0.010052827748707801,0.2373764239397004,0.21753842330588408,-0.11287446536949138,0.33041288867537544,0.8308002078461938,-0.06810860243920185,0.8989088102853956,1.129451896031719,-0.04304821737261968,1.1725001134043387
태광,소재,2024-05-17,매도,0.15977262598119707,-0.010052827748707801,0.16982545372990487,0.09975710712308843,-0.11287446536949138,0.2126315724925798,0.7312364620710514,-0.06810860243920185,0.7993450645102532,0.48039206600485446,-0.04304821737261968,0.5234402833774742
삼화전기,정보기술,2024-05-10,매수,-0.37642849244930704,-0.06265509240114812,-0.3137734000481589,-0.47214278536277504,-0.0601694071769182,-0.41197337818585683,-0.5228403162507607,-0.09016617062160122,-0.43267414562915946,-0.5867521155961687,-0.05639688689205837,-0.5303552287041103
LG생활건강,소재,2024-05-10,매수,-0.2489270342187634,-0.06265509240114812,-0.18627194181761525,-0.27682402434677245,-0.0601694071769182,-0.21665461716985424,-0.36480687970740805,-0.09016617062160122,-0.27464070908580684,-0.2853154273237861,-0.05639688689205837,-0.22891854043172774
리노공업,정보기술,2024-05-10,매도,-0.3272727534420229,-0.06265509240114812,-0.26461766104087475,-0.38566435189433157,-0.0601694071769182,-0.32549494471741336,-0.28088914892445666,-0.09016617062160122,-0.19072297830285545,-0.34569791663293276,-0.05639688689205837,-0.2893010297408744
칩스앤미디어,정보기술,2024-05-10,매도,-0.21988723145802955,-0.06265509240114812,-0.15723213905688144,-0.27985647640112865,-0.0601694071769182,-0.21968706922421044,-0.053123362469794135,-0.09016617062160122,0.037042808151807084,-0.11968817010527451,-0.05639688689205837,-0.06329128321321614
효성중공업,에너지 / 유틸리티,2024-05-09,매수,-0.13416544347009826,-0.052995046775453074,-0.08117039669464518,0.4040560925219727,-0.049872062328263085,0.4539281548502358,0.41441258536109093,-0.0951978701809581,0.5096104555420491,0.6309204412128906,-0.051007635752334274,0.6819280769652248
테크윙,산업재,2024-05-08,매수,0.23368767678989266,-0.08120075864537775,0.3148884354352704,0.42033412144205584,-0.056858736762060616,0.47719285820411644,0.26853002449857355,-0.10604546091264239,0.37457548541121594,0.07056016812986081,-0.062385019199598,0.1329451873294588
세방전지,기타,2024-05-03,매수,-0.11229422972245719,0.03775271638301575,-0.15004694610547292,-0.3446272602216271,-0.03094930841276982,-0.31367795180885727,-0.20255319855726406,-0.05950010744767444,-0.1430530911095896,-0.3215310373917315,-0.047735316791864185,-0.27379572059986734
크래프톤,정보기술,2024-05-02,매수,0.2098765534572223,0.03243345526794836,0.17744309818927395,0.4197529824091923,-0.024537423252606615,0.4442904056617989,0.49794228094203485,-0.061960311965815855,0.5599025929078507,0.5514402373335723,-0.050226296211050896,0.6016665335446232
삼성전기,정보기술,2024-05-02,매수,0.042455944102332846,0.03243345526794836,0.010022488834384488,-0.21489216663376615,-0.024537423252606615,-0.19035474338115954,-0.11139738550762789,-0.061960311965815855,-0.04943707354181203,-0.1962155875573017,-0.050226296211050896,-0.1459892913462508
제이엘케이,정보기술,2024-04-26,매도,0.43946615824594853,0.020449199693244543,0.419016958552704,0.06196377502383222,-0.021348988743721698,0.08331276376755392,-0.18207816968541468,-0.05206433114884037,-0.1300138385365743,-0.3136320305052431,-0.06321132965844412,-0.25042070084679896
대덕전자,정보기술,2024-04-25,매도,-0.012986943547988293,0.04948978473511419,-0.06247672828310248,-0.27662318971666844,-0.022034437626383557,-0.25458875209028486,-0.23376632056501476,-0.041303065303913096,-0.19246325526110167,-0.3615986233759637,-0.05333604289025514,-0.3082625804857086
코스맥스,소재,2024-04-24,매도,0.16385903519379078,0.036827072432962724,0.12703196276082807,0.10490039413436036,-0.026471112071381857,0.13137150620574223,0.3076893536311859,-0.05818927447327852,0.3658786281044644,0.2719261585376406,-0.07001030668971317,0.34193646522735377
대한유화,소재,2024-04-24,매도,-0.08682170370686072,0.036827072432962724,-0.12364877613982345,-0.19379846557915018,-0.026471112071381857,-0.1673273535077683,-0.2909090563405252,-0.05818927447327852,-0.2327197818672467,-0.3215342560730164,-0.07001030668971317,-0.25152394938330325
현대홈쇼핑,기타,2024-04-24,매도,-0.07669897351565191,0.036827072432962724,-0.11352604594861464,-0.0708737754510392,-0.026471112071381857,-0.04440266337965735,-0.14563101627848685,-0.05818927447327852,-0.08744174180520833,-0.0033551795117923097,-0.07001030668971317,0.06665512717792085
삼성증권,금융,2024-04-23,매수,0.18983942119980213,0.053560395722592094,0.13627902547721005,0.2633689669096551,-0.006900480179897597,0.2702694470895527,0.26900212829909137,-0.039256265654246274,0.30825839395333765,0.29495887616092503,-0.053221133127759127,0.34818000928868414
대한해운,산업재,2024-04-23,매도,0.14285714285714285,0.053560395722592094,0.08929674713455076,0.031932773109243695,-0.006900480179897597,0.03883325328914129,-0.029131652661064426,-0.039256265654246274,0.010124612993181847,-0.12605042016806722,-0.053221133127759127,-0.0728292870403081
피에스케이홀딩스,산업재,2024-04-22,매수,0.20959310895246586,0.050988070215314756,0.1586050387371511,0.03649637104004767,-0.009325187141614824,0.045821558181662496,0.14489998816892175,-0.040270892257571037,0.18517088042649277,-0.27007301496620517,-0.06048057108763024,-0.20959244387857492
롯데관광개발,기타,2024-04-22,매수,0.01646090534979424,0.050988070215314756,-0.034527164865520515,-0.0051440329218107,-0.009325187141614824,0.004181154219804125,-0.17181069958847736,-0.040270892257571037,-0.1315398073309063,-0.006172839506172839,-0.06048057108763024,0.0543077315814574
CJ,금융,2024-04-19,매수,-0.0034453188267529653,0.08970005347458083,-0.0931453723013338,-0.05081829573451532,0.007137730908788114,-0.05795602664330344,-0.18001725843460922,-0.03644494732089713,-0.1435723111137121,0.02527254774299912,-0.05246047595485378,0.0777330236978529
