종목명,섹터,변동일자,매수매도,기준주가,90일후_주가,180일후_주가,270일후_주가,360일후_주가,90일_시장수익률,180일_시장수익률,270일_시장수익률,360일_시장수익률,개인_90진입_180매도_종목수익률,개인_90진입_180매도_시장수익률,개인_90진입_180매도_초과수익률,개인_90진입_360매도_종목수익률,개인_90진입_360매도_시장수익률,개인_90진입_360매도_초과수익률,개인_180진입_360매도_종목수익률,개인_180진입_360매도_시장수익률,개인_180진입_360매도_초과수익률
실리콘투,기타,2025-03-04,매도,25546.92,51490.69,43801.81,43553.78,43504.17,0.0672421642762203,0.2427953548289436,0.5502152058183188,1.4690896017707658,-0.1493256353721421,0.1644923677390311,-0.3138180031111732,-0.1551060978207906,1.3135232887329256,-1.468629386553716,-0.006795152985687108,0.9867225864475551,-0.9935177394332422
LG유플러스,통신서비스,2025-02-28,매수,9754.36,12325.56,14510.81,14812.92,16859.44,0.0741714089294212,0.2583642776882453,0.5231405746545756,1.308171170069172,0.1772941756804559,0.17147437292377843,0.0058198027566774835,0.3678437328608193,1.1487922233655645,-0.7809484905047452,0.16185381794675827,0.8342631072693338,-0.6724092893225756
두산테스나,기타,2025-02-27,매도,30674.07,23114.0,36293.48,41385.55,64399.71,0.0184609144059311,0.2126862238664537,0.4669820000357585,1.2298426027462572,0.5701946872025614,0.1907047258399841,0.3794899613625773,1.7861776412563815,1.1894238366986576,0.5967538045577239,0.7744154046401721,0.8387630360282026,-0.06434763138803046
와이지엔터테인먼트,기타,2025-02-26,매수,58825.11,80623.25,103217.67,60218.6,73100.0,-0.0014653484200499,0.2153542668381724,0.4562396323502563,1.2135139844544762,0.2802469510966129,0.21713779778714293,0.06310915330946998,-0.09331365331960693,1.2167623136083479,-1.3100759669279547,-0.29178792739653975,0.8212911616405352,-1.113079089037075
STX엔진,산업재,2025-02-26,매도,29150.0,24950.0,34850.0,30750.0,35450.0,-0.0014653484200499,0.2153542668381724,0.4562396323502563,1.2135139844544762,0.3967935871743487,0.21713779778714293,0.17965578938720578,0.42084168336673344,1.2167623136083479,-0.7959206302416144,0.01721664275466284,0.8212911616405352,-0.8040745188858723
현대코퍼레이션,기타,2025-02-26,매도,23881.4,23590.76,21653.12,20732.74,28250.0,-0.0014653484200499,0.2153542668381724,0.4562396323502563,1.2135139844544762,-0.08213554798573677,0.21713779778714293,-0.2992733457728797,0.1975027510771167,1.2167623136083479,-1.019259562531231,0.3046618685898384,0.8212911616405352,-0.5166292930506968
대주전자재료,정보기술,2025-02-25,매수,114828.36,71493.13,71992.38,68297.91,92400.0,0.0053643754383372,0.2203445474651715,0.4622189954247708,1.2083229221468492,0.0069831884546109535,0.213833091045327,-0.20684990259071603,0.2924318742234393,1.1965398576849555,-0.9041079834615162,0.28346916715352366,0.8095896988550069,-0.5261205317014832
두산밥캣,산업재,2025-02-25,매수,47014.51,45173.23,56025.79,56508.81,64595.58,0.0053643754383372,0.2203445474651715,0.4622189954247708,1.2083229221468492,0.2402431705680554,0.213833091045327,0.02641007952272839,0.42995265116087555,1.1965398576849555,-0.76658720652408,0.15296152004282315,0.8095896988550069,-0.6566281788121837
경동나비엔,기타,2025-02-24,매수,79903.43,79015.62,76253.52,55735.11,67400.0,-0.0003289332208339,0.2134338210171346,0.4566603716502387,1.1461892200350974,-0.03495637951078523,0.21383309104532677,-0.248789470556112,-0.14700409868327297,1.1468954052555418,-1.2938995039388148,-0.11610637777770788,0.768690787138355,-0.8847971649160629
SBS,통신서비스,2025-02-21,매수,22630.89,22532.92,21161.35,19250.95,18486.79,-0.0229453075278943,0.1791281467393103,0.4893580155171081,1.138662173645932,-0.06086960766735957,0.2068189793510189,-0.26768858701837844,-0.17956527604944222,1.1888868556935868,-1.368452131743029,-0.1263889118605381,0.8137656874361443,-0.9401545992966824
하나머티리얼즈,정보기술,2025-02-21,매수,33762.52,24527.47,23584.11,40763.27,61300.0,-0.0229453075278943,0.1791281467393103,0.4893580155171081,1.138662173645932,-0.03846136597048128,0.2068189793510189,-0.24528034532150017,1.499238608792509,1.1888868556935868,0.31035175309892216,1.5992076868705243,0.8137656874361443,0.78544199943438
현대백화점,기타,2025-02-20,매수,53261.45,64485.05,69842.57,91502.09,103846.06,-0.0107307219279129,0.1874486594186567,0.540752624176366,1.139081209416219,0.08308158247531798,0.20032905674862,-0.11724747427330202,0.6103896949758121,1.162284078592751,-0.551894383616939,0.48685908894818714,0.8014094272197474,-0.31455033827156026
한솔케미칼,소재,2025-02-19,매수,114171.83,123849.55,167642.77,234323.36,313587.06,-0.0260974913882016,0.1893154481598706,0.5306828959183721,1.1251010505233423,0.35360015438085957,0.22118532157302084,0.13241483280783872,1.5319999951554124,1.1820470034033113,0.34995299175210115,0.8705671589654598,0.7868270809156102,0.08374007804984962
엠로,정보기술,2025-02-19,매수,73900.0,49800.0,43500.0,40150.0,41250.0,-0.0260974913882016,0.1893154481598706,0.5306828959183721,1.1251010505233423,-0.12650602409638553,0.22118532157302084,-0.3476913456694064,-0.1716867469879518,1.1820470034033113,-1.353733750391263,-0.05172413793103448,0.7868270809156102,-0.8385512188466446
이녹스첨단소재,정보기술,2025-02-18,매수,29386.9,22312.28,24686.97,23648.04,37302.56,-0.0089043882873175,0.2095583458355631,0.5567360824669447,1.0964628742792126,0.10642973286459306,0.22042548825875818,-0.11399575539416512,0.6718399016147162,1.115298311790906,-0.4434584101761899,0.5110222113122832,0.7332465866547142,-0.222224375342431
대한전선,기타,2025-02-18,매수,13630.0,12270.0,16340.0,24750.0,31550.0,-0.0089043882873175,0.2095583458355631,0.5567360824669447,1.0964628742792126,0.33170334148329256,0.22042548825875818,0.11127785322453437,1.5713121434392827,1.115298311790906,0.4560138316483766,0.9308445532435741,0.7332465866547142,0.19759796658885986
현대건설,산업재,2025-02-14,매수,33814.54,43221.92,63564.57,62072.44,113600.53,0.0116979826798245,0.2444260266781847,0.5848362861906045,1.0447463148998943,0.4706558616553823,0.2300370742876261,0.24061878736775622,1.6283082750604323,1.0211034813805715,0.6072047936798608,0.7871674424919416,0.6431240355507903,0.14404340694115125
대덕전자,정보기술,2025-02-12,매수,17740.9,15342.03,23614.6,47030.33,60552.79,0.0235560616025456,0.2583514119525339,0.5983582426288812,1.078975456029078,0.5392096091586314,0.22939178336981114,0.3098178257888202,2.9468564459853095,1.0311300318754397,1.9157264141098698,1.564209853226394,0.6521421888049657,0.9120676644214283
하나투어,기타,2025-02-12,매수,55792.0,49452.0,53256.0,45550.46,47900.0,0.0235560616025456,0.2583514119525339,0.5983582426288812,1.078975456029078,0.07692307692307693,0.22939178336981114,-0.15246870644673421,-0.031383968292485645,1.0311300318754397,-1.0625140001679254,-0.10057082770016523,0.6521421888049657,-0.7527130165051309
진시스템,헬스케어,2025-02-12,매도,10080.0,10110.0,5300.0,5850.0,5270.0,0.0235560616025456,0.2583514119525339,0.5983582426288812,1.078975456029078,-0.47576656775469833,0.22939178336981114,-0.7051583511245094,-0.47873392680514343,1.0311300318754397,-1.509863958680583,-0.005660377358490566,0.6521421888049657,-0.6578025661634562
피엔에이치테크,소재,2025-02-12,매도,7295.21,5770.98,5358.77,4754.83,5100.0,0.0235560616025456,0.2583514119525339,0.5983582426288812,1.078975456029078,-0.07142807634058672,0.22939178336981114,-0.3008198597103979,-0.11626794755830025,1.0311300318754397,-1.14739797943374,-0.04828906633425215,0.6521421888049657,-0.7004312551392178
BNK금융지주,금융,2025-02-10,매수,10621.08,10184.78,14024.62,14325.82,17502.93,0.0341336143796887,0.271886785108184,0.5681620687738559,1.0480034999102363,0.3770174711677621,0.2299056596000011,0.14711181156776099,0.7185378574696752,0.9804051153860849,-0.26186725791640963,0.24801456296142066,0.6102089619053928,-0.3621943989439721
비에이치아이,산업재,2025-02-07,매도,19830.0,30600.0,44050.0,48650.0,69600.0,0.0228239041590801,0.2681369716927285,0.6343660235296305,0.9626594321817378,0.4395424836601307,0.23983900506835898,0.19970347859177173,1.2745098039215685,0.9188634761086742,0.3556463278128943,0.5800227014755959,0.5476714865918233,0.03235121488377257
올릭스,기타,2025-02-07,매도,20550.0,47450.0,51500.0,122000.0,130800.0,0.0228239041590801,0.2681369716927285,0.6343660235296305,0.9626594321817378,0.08535300316122234,0.23983900506835898,-0.15448600190713663,1.7565858798735512,0.9188634761086742,0.8377224037648769,1.5398058252427185,0.5476714865918233,0.9921343386508952
아모레퍼시픽,소재,2025-02-06,매수,123895.21,122241.2,126107.7,119167.81,137013.25,0.014605321308022,0.2606681777865379,0.6642830855178871,0.951185541292993,0.03163008870986214,0.24252076281375445,-0.2108906741038923,0.12084346357856438,0.9230980759863732,-0.8022546124078088,0.086478065970595,0.5477391875781739,-0.4612611216075789
더존비즈온,정보기술,2025-02-05,매수,73794.51,64650.71,68828.14,88123.89,91008.31,0.0257166541641977,0.2544484951794956,0.6825092892857247,0.9725537241303488,0.06461537700050007,0.22299710167198117,-0.1583817246714811,0.40769235171585894,0.9230980759863732,-0.5154057242705142,0.3222543860694187,0.5724469611230243,-0.2501925750536056
씨에스윈드,소재,2025-02-05,매도,39451.64,37742.72,45066.67,44627.23,39200.0,0.0257166541641977,0.2544484951794956,0.6825092892857247,0.9725537241303488,0.19404934249571829,0.22299710167198117,-0.028947759176262883,0.03861088972919807,0.9230980759863732,-0.884487186257175,-0.13017757912887726,0.5724469611230243,-0.7026245402519016
한화,소재,2025-02-04,매수,29852.56,48269.06,88914.08,96835.16,113370.41,0.0371158805477854,0.268389716007926,0.7012077321775244,1.1051622026242591,0.8420512021572413,0.22299710167198117,0.6190541004852601,1.3487179986517246,1.0298235154902375,0.31889448316148705,0.275055761697135,0.6597124496167897,-0.3846566879196546
동아에스티,기타,2025-02-04,매도,45040.59,43366.76,43132.34,46226.62,51383.75,0.0371158805477854,0.268389716007926,0.7012077321775244,1.1051622026242591,-0.00540552257074325,0.22299710167198117,-0.22840262424272442,0.1848648596298178,1.0298235154902375,-0.8449586558604197,0.19130448290076552,0.6597124496167897,-0.46840796671602414
두산에너빌리티,산업재,2025-02-03,매수,23350.0,27300.0,64300.0,88700.0,94000.0,0.0488396666765823,0.2827278724640669,0.6738320184722912,1.127692130602179,1.3553113553113554,0.22299710167198117,1.1323142536393742,2.4432234432234434,1.0286152385369967,1.4146082046864468,0.4618973561430793,0.6587244857437851,-0.19682712960070575
제주항공,산업재,2025-02-03,매도,7130.0,7080.0,6760.0,5710.0,5510.0,0.0488396666765823,0.2827278724640669,0.6738320184722912,1.127692130602179,-0.04519774011299435,0.22299710167198117,-0.26819484178497555,-0.22175141242937854,1.0286152385369967,-1.2503666509663751,-0.1849112426035503,0.6587244857437851,-0.8436357283473354
삼화전기,정보기술,2025-02-03,매도,32389.0,27881.0,25578.0,34398.0,51500.0,0.0488396666765823,0.2827278724640669,0.6738320184722912,1.127692130602179,-0.08260105448154657,0.22299710167198117,-0.30559815615352776,0.8471360424661957,1.0286152385369967,-0.18147919607080099,1.0134490577840332,0.6587244857437851,0.3547245720402481
SNT모티브,정보기술,2025-01-31,매수,23310.05,25886.0,32859.27,32865.69,36117.46,0.0168508879903576,0.2928055149630283,0.5930950656512738,0.966174862391656,0.269383836822993,0.27138160592852567,-0.0019977691055326763,0.39525071467202344,0.9335921181890148,-0.5383414035169913,0.09915588508204846,0.5208589688356062,-0.42170308375355775
씨앤씨인터내셔널,소재,2025-01-23,매도,37250.0,32200.0,45600.0,38500.0,29900.0,0.00400322338728,0.260167980676758,0.5164798731919522,0.9497832133265692,0.4161490683229814,0.2551433614179406,0.1610057069050408,-0.07142857142857142,0.942008917808492,-1.0134374892370634,-0.3442982456140351,0.5472407196693425,-0.8915389652833776
에스티아이,산업재,2025-01-22,매수,22537.5,19303.64,19194.19,22836.01,30000.0,-0.0237215317368619,0.2605945618598648,0.4976835463834204,0.9256162176866366,-0.005669915104094396,0.29122438201729794,-0.2968942971213923,0.554111038125452,0.9724046778501947,-0.41829363972474265,0.5629729621307282,0.5275460294272627,0.03542693270346553
이노션,기타,2025-01-22,매도,16545.63,16696.62,19380.85,16838.64,17484.82,-0.0237215317368619,0.2605945618598648,0.4976835463834204,0.9256162176866366,0.16076487336958017,0.29122438201729794,-0.13045950864771777,0.0472071592933181,0.9724046778501947,-0.9251975185568766,-0.09783007453233471,0.5275460294272627,-0.6253761039595974
DB손해보험,금융,2025-01-21,매도,83436.91,82546.95,131460.09,127424.03,118967.54,-0.0117592352264929,0.2751277868955059,0.5149501384109583,0.922431495277564,0.5925493310170757,0.29030073677212664,0.3022485942449491,0.4412106080236762,0.9453068157112119,-0.5040962076875357,-0.0950292214161728,0.5076383049874695,-0.6026675264036423
삼양홀딩스,금융,2025-01-21,매도,67600.38,61017.96,97273.48,107199.36,58700.0,-0.0117592352264929,0.2751277868955059,0.5149501384109583,0.922431495277564,0.5941778453425843,0.29030073677212664,0.3038771085704577,-0.0379881595517123,0.9453068157112119,-0.9832949752629242,-0.3965467257879537,0.5076383049874695,-0.9041850307754232
LX인터내셔널,기타,2025-01-21,매도,22589.02,24495.3,32021.26,28665.74,34178.38,-0.0117592352264929,0.2751277868955059,0.5149501384109583,0.922431495277564,0.3072409809228709,0.29030073677212664,0.016940244150744244,0.39530358885173883,0.9453068157112119,-0.550003226859473,0.06736524421587405,0.5076383049874695,-0.4402730607715955
한화엔진,산업재,2025-01-21,매도,24250.0,24400.0,28950.0,46200.0,53000.0,-0.0117592352264929,0.2751277868955059,0.5149501384109583,0.922431495277564,0.1864754098360656,0.29030073677212664,-0.10382532693606106,1.1721311475409837,0.9453068157112119,0.2268243318297718,0.8307426597582038,0.5076383049874695,0.3231043547707343
롯데정밀화학,소재,2025-01-20,매수,38289.07,32578.47,42046.14,45639.0,43891.12,-0.0125513884011286,0.2741056710706371,0.4876251740799496,0.9037517952940892,0.2906112533829857,0.2903007367721264,0.0003105166108592905,0.34724313327175893,0.9279502476706556,-0.5807071143988967,0.04387989004460346,0.49418673703442306,-0.4503068469898196
진에어,산업재,2025-01-20,매도,10040.0,8880.0,9190.0,7600.0,6750.0,-0.0125513884011286,0.2741056710706371,0.4876251740799496,0.9037517952940892,0.03490990990990991,0.2903007367721264,-0.25539082686221654,-0.23986486486486486,0.9279502476706556,-1.1678151125355205,-0.26550598476605003,0.49418673703442306,-0.7596927218004731
풍산,소재,2025-01-17,매도,52544.71,53682.61,160949.67,124834.13,121693.66,-0.0210576908286114,0.2626576929956974,0.4114283408992691,0.8326523942769194,1.9981714748966195,0.28981828772367146,1.708353187172948,1.2669102713150497,0.872073948696876,0.3948363226181737,-0.24390239507791478,0.45142456616954574,-0.6953269612474605
호텔신라,기타,2025-01-15,매수,39100.0,39850.0,52300.0,50100.0,45550.0,-0.0077699728970579,0.2824483858016489,0.4356518776790776,0.8522794808297384,0.3124215809284818,0.29249100588708266,0.019930575041399168,0.14303638644918445,0.8667843445918695,-0.723747958142685,-0.12906309751434034,0.4443306267424496,-0.5733937242567899
LS에코에너지,금융,2025-01-13,매수,36001.1,30829.67,31177.75,40227.75,34807.69,-0.0135245445874657,0.2861830821247871,0.450296443017217,0.8285841715178169,0.011290422505333393,0.30381660797319876,-0.29252618546786535,0.12903219528460746,0.8536539976588886,-0.7246218023742812,0.11642725982471482,0.42171374894542857,-0.30528648912071377
하나머티리얼즈,정보기술,2025-01-13,매수,25470.84,28052.68,24726.08,42848.6,48900.0,-0.0135245445874657,0.2861830821247871,0.450296443017217,0.8285841715178169,-0.11858403546470421,0.30381660797319876,-0.42240064343790296,0.7431489611687725,0.8536539976588886,-0.11050503649011612,0.9776689228539257,0.42171374894542857,0.5559551739084971
SK이노베이션,에너지 / 유틸리티,2025-01-10,매수,122481.14,102200.0,116500.0,103000.0,102700.0,-0.0281105541341347,0.2456335425757438,0.4351811587698157,0.7718242324934362,0.13992172211350293,0.28166176500249707,-0.14174004288899414,0.004892367906066536,0.8230717907579512,-0.8181794228518847,-0.1184549356223176,0.42242816360711144,-0.540883099229429
TCC스틸,소재,2025-01-10,매수,29608.04,20750.51,17068.17,15217.04,14060.0,-0.0281105541341347,0.2456335425757438,0.4351811587698157,0.7718242324934362,-0.17745780706112768,0.28166176500249707,-0.45911957206362475,-0.3224262921730598,0.8230717907579512,-1.145498082931011,-0.17624443628110092,0.42242816360711144,-0.5986725998882123
신세계푸드,기타,2025-01-10,매도,32837.33,29303.41,41132.76,36027.98,46728.38,-0.0281105541341347,0.2456335425757438,0.4351811587698157,0.7718242324934362,0.40368510012998493,0.28166176500249707,0.12202333512748786,0.594639668216088,0.8230717907579512,-0.22843212254186318,0.13603803877979487,0.42242816360711144,-0.2863901248273166
DL,소재,2025-01-09,매도,31250.0,28150.0,52700.0,36200.0,36450.0,-0.0904873151229338,0.2351600268817048,0.4316984168565559,0.7675245616959715,0.872113676731794,0.3580459595774135,0.5140677171543805,0.29484902309058614,0.9433753823179256,-0.6485263592273395,-0.3083491461100569,0.4310085521131042,-0.7393576982231611
두산로보틱스,산업재,2025-01-07,매수,65700.0,41600.0,61600.0,70300.0,80300.0,-0.0657678825334979,0.2276673692122039,0.4488182481321347,0.7293165257950857,0.4807692307692308,0.3140924468979447,0.1666767838712861,0.9302884615384616,0.8510565987441467,0.07923186279431482,0.30357142857142855,0.4086197688098452,-0.10504834023841664
대웅,기타,2025-01-07,매수,21804.44,18157.16,22597.33,21408.0,21400.0,-0.0657678825334979,0.2276673692122039,0.4488182481321347,0.7293165257950857,0.24454099649945266,0.3140924468979447,-0.06955145039849203,0.17859841517065445,0.8510565987441467,-0.6724581835734923,-0.05298546332686214,0.4086197688098452,-0.46160523213670734
CJ제일제당,필수소비재,2024-09-30,매도,292302.25,245668.5,239922.98,244440.58,230756.56,-0.074724200656861,-0.0432465194519241,0.1784117806438955,0.3385070128753118,-0.023387288154565967,0.034019782239288254,-0.05740707039385422,-0.06069943847094765,0.446603287177217,-0.5073027256481646,-0.03820567750533947,0.3990092955904885,-0.43721497309582796
넷마블,정보기술,2024-09-27,매도,60078.55,51091.2,40768.18,60167.53,65485.12,-0.0830673131310004,-0.0022039896995429,0.1712820906879892,0.3090331514288618,-0.2020508424151321,0.08818894188141235,-0.29023978429654446,0.2817299260929476,0.42762186382377343,-0.14589193773082582,0.6062801920517423,0.31192461977742814,0.2943555722743142
비에이치,정보기술,2024-09-27,매도,17848.28,17207.37,14794.2,12597.73,18871.97,-0.0830673131310004,-0.0022039896995429,0.1712820906879892,0.3090331514288618,-0.14024048997609737,0.08818894188141235,-0.22842943185750972,0.09673761882263253,0.42762186382377343,-0.3308842450011409,0.2756330183450271,0.31192461977742814,-0.03629160143240101
이녹스첨단소재,정보기술,2024-09-27,매도,26605.21,20184.94,23697.52,23153.31,24934.34,-0.0830673131310004,-0.0022039896995429,0.1712820906879892,0.3090331514288618,0.17401983855290143,0.08818894188141235,0.08583089667148908,0.23529423421620285,0.42762186382377343,-0.19232762960757058,0.05219195932738952,0.31192461977742814,-0.2597326604500386
클리오,소재,2024-09-27,매도,30255.38,16925.75,19182.52,16317.41,14374.62,-0.0830673131310004,-0.0022039896995429,0.1712820906879892,0.3090331514288618,0.133333530271923,0.08818894188141235,0.04514458839051064,-0.15072478324446476,0.42762186382377343,-0.5783466470682381,-0.25063964484332607,0.31192461977742814,-0.5625642646207543
엠로,정보기술,2024-09-26,매수,54400.0,64000.0,54600.0,58100.0,41900.0,-0.0905460610407748,-0.0208716254258184,0.1283514538528748,0.2983563273988415,-0.146875,0.07661128577296772,-0.22348628577296772,-0.3453125,0.42762186382377343,-0.7729343638237735,-0.2326007326007326,0.32603278703213023,-0.5586335196328629
자화전자,정보기술,2024-09-25,매수,17460.0,12300.0,13310.0,15030.0,21550.0,-0.0600080285658215,0.013769488760525,0.1610548358192141,0.3359870166298886,0.08211382113821138,0.07848739092290513,0.003626430215306245,0.7520325203252033,0.4212749227969754,0.33075759752822786,0.6190833959429001,0.31784101952340227,0.3012423764194978
SK네트웍스,기타,2024-09-25,매도,4417.6,3889.44,3989.28,4373.71,4403.85,-0.0600080285658215,0.013769488760525,0.1610548358192141,0.3359870166298886,0.025669505121559952,0.07848739092290513,-0.05281788580134518,0.1322581142786623,0.4212749227969754,-0.28901680851831313,0.10392100830225007,0.31784101952340227,-0.2139200112211522
제주항공,산업재,2024-09-25,매도,8990.0,8370.0,7040.0,6980.0,6600.0,-0.0600080285658215,0.013769488760525,0.1610548358192141,0.3359870166298886,-0.15890083632019117,0.07848739092290513,-0.2373882272430963,-0.2114695340501792,0.4212749227969754,-0.6327444568471546,-0.0625,0.31784101952340227,-0.38034101952340227
지아이이노베이션,기타,2024-09-23,매수,11229.91,7153.24,13818.18,24000.0,18430.0,-0.0614909240931059,0.0115526298826412,0.1613483716624195,0.3302408660372141,0.9317372267671713,0.07782935280105208,0.8539078739661192,1.5764548652079338,0.4173979774801688,1.159056887727765,0.3337501754934441,0.3150485963261709,0.01870157916727322
JW중외제약,기타,2024-09-19,매수,26275.23,23297.05,21687.06,21833.92,21931.83,-0.0373411792328736,0.0122210316435872,0.1417621886078999,0.3202534075202463,-0.06910703286467591,0.05148471068593685,-0.12059174355061276,-0.05860055243045783,0.371465548373783,-0.4300661008042408,0.011286453765517337,0.3043133527629769,-0.29302689899745954
덕산네오룩스,정보기술,2024-09-19,매도,28100.0,28850.0,29000.0,33600.0,47050.0,-0.0373411792328736,0.0122210316435872,0.1417621886078999,0.3202534075202463,0.005199306759098787,0.05148471068593685,-0.04628540392683807,0.6308492201039861,0.371465548373783,0.25938367173020316,0.6224137931034482,0.3043133527629769,0.31810044034047136
이마트,기타,2024-09-12,매도,60354.09,61779.77,79458.29,88288.77,74645.92,-0.0503792922087222,-0.0134093243455015,0.1102916001955714,0.2517407936247737,0.2861538655776802,0.03893129915964999,0.2472225664180302,0.20825830202993637,0.3181481652145064,-0.10988986318457003,-0.06056473150882049,0.2687539265403822,-0.3293186580492027
STX엔진,산업재,2024-09-11,매수,18610.0,16560.0,27250.0,22700.0,47550.0,-0.0380087391998495,0.022686581256258,0.1362313890828386,0.2809852659079897,0.6455314009661836,0.06309342187331635,0.5824379790928672,1.8713768115942029,0.3315976122719775,1.5397791993222254,0.744954128440367,0.25256876288964314,0.4923853655507239
삼성카드,금융,2024-09-11,매수,37478.72,35604.78,38638.78,45253.38,48397.3,-0.0380087391998495,0.022686581256258,0.1362313890828386,0.2809852659079897,0.08521327754307147,0.06309342187331635,0.02211985566975512,0.35929220739462525,0.3315976122719775,0.02769459512264777,0.25255766357012316,0.25256876288964314,-1.1099319519980444e-05
뷰노,정보기술,2024-09-10,매수,31750.0,23000.0,22550.0,20700.0,23250.0,-0.0645351200259985,0.0186095759381631,0.131701730142573,0.2701442893259451,-0.01956521739130435,0.08888061726750474,-0.10844583465880908,0.010869565217391304,0.3577680108752399,-0.3468984456578486,0.031042128603104215,0.24693927813913663,-0.21589714953603242
에스앤에스텍,정보기술,2024-09-06,매도,23017.85,25344.38,30724.85,34260.45,53780.93,-0.040258906433712,0.005443525616735,0.0890468250290676,0.235292458161215,0.2122944021514828,0.047619542767124656,0.16467485938435814,1.1220061410064084,0.28711010338320486,0.8348960376232035,0.750404965361914,0.22860451799467474,0.5218004473672393
하나머티리얼즈,정보기술,2024-09-06,매도,29326.17,22645.5,27705.12,25172.93,26811.41,-0.040258906433712,0.005443525616735,0.0890468250290676,0.235292458161215,0.22342717096111805,0.047619542767124656,0.1758076281939934,0.18396193504228212,0.28711010338320486,-0.10314816834092275,-0.03225793643918522,0.22860451799467474,-0.26086245443385997
덴티움,헬스케어,2024-09-05,매도,71264.25,57755.37,61777.46,60492.49,54759.54,-0.0432925645505727,-0.0180858389147738,0.047940194410066,0.2203183582374781,0.06964010446128206,0.026347370890827948,0.043292733570454114,-0.05187102082455712,0.27553974498402,-0.32741076580857714,-0.11360000880580066,0.24279535482894343,-0.3563953636347441
대한유화,소재,2024-09-05,매도,98245.16,73586.02,87824.38,80489.16,117760.0,-0.0432925645505727,-0.0180858389147738,0.047940194410066,0.2203183582374781,0.1934927313639194,0.026347370890827948,0.16714536047309145,0.6003039707814065,0.27553974498402,0.3247642257973865,0.3408577436014919,0.24279535482894343,0.09806238877254847
코미코,산업재,2024-09-04,매도,55407.32,35241.75,41354.32,55961.58,79155.53,-0.0312693543261977,-0.0201023426734211,0.0457880965744161,0.2178122567332361,0.17344683507487568,0.01152746813848271,0.16191936693639297,1.2460726269268694,0.25712163868438864,0.9889509882424807,0.9140812858245523,0.24279535482894365,0.6712859309956086
이수페타시스,정보기술,2024-09-04,매도,35344.51,26595.38,36438.16,38023.8,64570.6,-0.0312693543261977,-0.0201023426734211,0.0457880965744161,0.2178122567332361,0.37009360272348063,0.01152746813848271,0.3585661345849979,1.4278878511982156,0.25712163868438864,1.170766212513827,0.7720598405627505,0.24279535482894365,0.5292644857338068
코스맥스,소재,2024-09-04,매도,116378.63,138084.55,163426.2,213014.88,207603.42,-0.0312693543261977,-0.0201023426734211,0.0457880965744161,0.2178122567332361,0.18352270402445478,0.01152746813848271,0.17199523588597207,0.5034514723044687,0.25712163868438864,0.2463298336200801,0.27031907980482933,0.24279535482894365,0.027523724975885677
한솔케미칼,소재,2024-09-02,매도,137591.69,95045.6,104511.12,131775.92,175370.97,-0.0844908689038605,-0.0567251317139127,0.0062178000279746,0.1922118867435192,0.09958924979167882,0.030328192529007092,0.06926105726267173,0.8451245507419596,0.3022392090356143,0.5428853417063453,0.6780125406750976,0.26390718848446126,0.4141053521906364
하나투어,기타,2024-08-30,매수,46147.6,55638.95,54816.61,49256.92,51597.84,-0.063433234367728,-0.0124218845142411,-0.013869030545444,0.2002572764916184,-0.014779933841310747,0.054466325013197814,-0.06924625885450857,-0.07263095367543781,0.28155014734195705,-0.35418110101739486,-0.058718881010701024,0.21535426683817227,-0.27407314784887327
삼화전기,정보기술,2024-08-29,매수,40866.32,28818.47,39053.0,26362.0,24794.0,-0.0598058690111483,-0.0120160125465177,-0.0067160955107518,0.2056808720717554,0.3551378681796778,0.0508297753511473,0.3043080928285305,-0.13964898205907533,0.28237438666382353,-0.42202336872289886,-0.36511919698870765,0.2203445474651713,-0.5854637444538789
팬오션,산업재,2024-08-29,매도,3366.27,3292.08,3658.84,3519.41,3846.35,-0.0598058690111483,-0.0120160125465177,-0.0067160955107518,0.2056808720717554,0.11140677018784484,0.0508297753511473,0.06057699483669754,0.16836468129571577,0.28237438666382353,-0.11400970536810776,0.05124848312579937,0.2203445474651713,-0.1690960643393719
녹십자,기타,2024-08-28,매수,166347.58,138672.06,130391.72,128015.56,132866.89,-0.0630039689426246,-0.0165661239927882,-0.0168896080651005,0.1933319258811219,-0.05971166794522268,0.04956034327854364,-0.10927201122376631,-0.04186257851797964,0.2735720177325385,-0.3154345962505181,0.01898257036566442,0.21343382101713448,-0.19445125065147006
유한양행,기타,2024-08-26,매도,110526.56,117063.09,119860.74,103448.27,113096.81,-0.0606632003893929,-0.0195477370519305,-0.0392585355471684,0.164465653894033,0.023898651573267107,0.043770736283840206,-0.0198720847105731,-0.033881559080663246,0.23966787458635808,-0.27354943366702134,-0.05643157217283998,0.18768215230863294,-0.24411372448147292
대웅제약,기타,2024-08-20,매수,138839.97,126443.55,136129.5,138222.28,134036.73,-0.0843867435807643,-0.0319695192458468,-0.0345653519348695,0.1782410517468092,0.07660295839526807,0.05724821475380315,0.019354743641464917,0.06005193621975979,0.2868326703292323,-0.22678073410947253,-0.015373376086740857,0.21715284298578008,-0.23252621907252094
동국제강,소재,2024-08-19,매도,7949.39,7628.11,7646.47,8736.07,9793.8,-0.0767623023140301,-0.0239085923280968,-0.0177575151912343,0.2061426967735327,0.0024068871581558976,0.05724821475380337,-0.05484132759564748,0.2839091203456688,0.3064270445158861,-0.022517924170217307,0.2808263159340191,0.235686214726887,0.04514010120713208
