종목명,섹터,변동일자,매수매도,기준주가,90일후_주가,180일후_주가,270일후_주가,360일후_주가,90일_시장수익률,180일_시장수익률,270일_시장수익률,360일_시장수익률,개인_90진입_180매도_종목수익률,개인_90진입_180매도_시장수익률,개인_90진입_180매도_초과수익률,개인_90진입_360매도_종목수익률,개인_90진입_360매도_시장수익률,개인_90진입_360매도_초과수익률,개인_180진입_360매도_종목수익률,개인_180진입_360매도_시장수익률,개인_180진입_360매도_초과수익률
HL홀딩스,금융,2025-06-04,매수,40048.07,37897.52,46690.89,44827.07,,0.1449055149448502,0.4148669691624048,1.090308344231891,,0.23203022255809888,0.2357936534444578,-0.003763430886358915,,,,,,
SK케미칼,기타,2025-06-02,매수,57760.03,57307.73,70525.0,67861.82,,0.1644923677390309,0.4525430663336282,1.313523288732925,,0.23063677448051068,0.24736160285350284,-0.016724828372992162,,,,,,
세아제강,소재,2025-06-02,매수,145898.2,126400.29,113625.79,127552.88,,0.1644923677390309,0.4525430663336282,1.313523288732925,,-0.10106385040730524,0.24736160285350284,-0.3484254532608081,,,,,,
현대코퍼레이션,기타,2025-06-02,매도,25528.4,20878.06,21168.71,27600.0,,0.1644923677390309,0.4525430663336282,1.313523288732925,,0.01392131261237863,0.24736160285350284,-0.2334402902411242,,,,,,
현대백화점,기타,2025-05-29,매수,69550.34,73349.31,87485.41,106589.16,,0.1714743729237784,0.417967897854051,1.1487922233655643,,0.19272301266365022,0.21041307486314986,-0.017690062199499645,,,,,,
에스앤에스텍,정보기술,2025-05-29,매도,32467.75,55374.44,44419.07,88700.0,,0.1714743729237784,0.417967897854051,1.1487922233655643,,-0.19784163957233702,0.21041307486314986,-0.4082547144354869,,,,,,
롯데쇼핑,기타,2025-05-28,매수,74025.37,64872.38,69847.55,110819.58,,0.190704725839984,0.4403910638941407,1.189423836698658,,0.07669165213300339,0.20969626863453938,-0.133004616501536,,,,,,
덕산네오룩스,정보기술,2025-05-27,매수,36650.0,45950.0,35850.0,44000.0,,0.2171377977871428,0.4583766622881779,1.2167623136083483,,-0.21980413492927095,0.1982017688873252,-0.4180059038165962,,,,,,
세아베스틸지주,소재,2025-05-27,매수,20013.17,27290.69,25913.86,69333.1,,0.2171377977871428,0.4583766622881779,1.2167623136083483,,-0.05045053826048364,0.1982017688873252,-0.24865230714780884,,,,,,
카카오,통신서비스,2025-05-27,매수,40892.7,64609.46,58717.72,58018.7,,0.2171377977871428,0.4583766622881779,1.2167623136083483,,-0.09119005173545791,0.1982017688873252,-0.2893918206227831,,,,,,
호텔신라,기타,2025-05-26,매수,48500.0,48450.0,48000.0,48150.0,,0.213833091045327,0.4544169568244804,1.196539857684955,,-0.009287925696594427,0.1982017688873252,-0.20748969458391964,,,,,,
제주항공,산업재,2025-05-26,매도,6690.0,6720.0,5420.0,6100.0,,0.213833091045327,0.4544169568244804,1.196539857684955,,-0.19345238095238096,0.1982017688873252,-0.39165414983970614,,,,,,
삼화전기,정보기술,2025-05-22,매도,26411.0,23912.0,28910.0,44300.0,,0.2068189793510191,0.5243343356233137,1.188886855693587,,0.20901639344262296,0.263101062963927,-0.05408466952130403,,,,,,
쿠쿠홈시스,기타,2025-05-21,매수,25867.32,25914.96,23533.07,26250.0,,0.2003290567486202,0.557465351778662,1.1622840785927515,,-0.09191177605522059,0.2975319917668502,-0.3894437678220708,,,,,,
넥센타이어,기타,2025-05-21,매도,6068.34,5591.82,7303.4,9024.7,,0.2003290567486202,0.557465351778662,1.1622840785927515,,0.30608639047751895,0.2975319917668502,0.008554398710668765,,,,,,
유니드,소재,2025-05-19,매수,89711.9,76630.95,65209.52,78680.95,,0.2204254882587582,0.5707224046495333,1.115298311790906,,-0.14904460926035762,0.2870285156782175,-0.43607312493857514,,,,,,
디어유,정보기술,2025-05-16,매수,49613.22,51994.65,33637.76,42518.53,28100.0,0.2279480020744149,0.5799753895569191,1.0182535507627564,1.977779595266021,-0.35305343915191273,0.2866793926842277,-0.6397328318361404,-0.4595597816313794,1.4250046339385345,-1.884564415569914,-0.16462927376852685,0.8846999864352925,-1.0493292602038193
메디톡스,기타,2025-05-16,매수,168011.45,120093.04,125200.0,131700.0,101800.0,0.2279480020744149,0.5799753895569191,1.0182535507627564,1.977779595266021,0.04252502892757155,0.2866793926842277,-0.24415436375665617,-0.15232389820425893,1.4250046339385345,-1.5773285321427934,-0.1869009584664537,0.8846999864352925,-1.071600944901746
